1	gstz1	-0.817357728737445
2	mfi2	-0.817011519063029
3	hpgds	-0.79489045521524
4	LOC100489857	0.791226229567549
5	rgs5	0.781033583486443
6	mapk13	0.779676131093299
7	gby	0.760769332559594
8	slc2a9	-0.751874424550389
9	fkbp11	0.750718445739157
10	cd34	0.749345232810162
11	apoa4	-0.742282899338298
12	cyp3a4	0.732221108917524
13	cpne2	0.725621521156826
14	glrx5	-0.722693086330692
15	LOC100489525	-0.712504002904376
16	LOC105946241	0.699273747530717
17	retsat	-0.698943511012012
18	hnf4g	0.696027428913141
19	capn13	0.687559927125634
20	myrfl	-0.68687500180895
21	rpl22l1	0.685628556176845
22	jarid2	0.672706167353452
23	got2	-0.672520600124714
24	slc27a3	-0.666054393258665
25	LOC100145115	-0.664507031372336
26	slc43a1	0.664092330774022
27	gpd1	-0.663738026572071
28	dbt	-0.662503058667743
29	LOC105945141	0.661223626957849
30	serinc2	0.656864370723202
31	sult6b1	0.647211079365479
32	acadsb	-0.647033557447734
33	acmsd	-0.645327680046852
34	comt	-0.644201033623886
35	mamdc4	0.64289998343338
36	pon2	-0.638686970850787
37	LOC100486839	-0.636973316438586
38	LOC100490656	0.63604155322247
39	rna46623	-0.632652595594135
40	casp6	0.631632228994709
41	ahcy	-0.631106849849507
42	cisd3	0.630953076624428
43	adgrg4	0.626628229963885
44	gsn	0.613122712728365
45	selm	0.60939163587358
46	LOC733556	0.607197624153019
47	hba3	-0.604802282636923
48	aldh7a1	-0.601228342529053
49	dhdh	0.601130981581401
50	golm1	0.599540286715779
51	shroom3	0.599410985533848
52	LOC100495548	0.598179222113943
53	cxcl14	0.590955706727294
54	narf	-0.590489458581409
55	lrrc14b	0.58898581108095
56	gabbr1	0.585464007624994
57	kcnk1	0.584106093223067
58	cdknx	0.581009098825293
59	sult1a1	-0.580280404232258
60	osbpl1a	0.579107585148701
61	pkr2	-0.574573180351219
62	hdlbp	0.574228551214057
63	LOC100496158	-0.571757797902274
64	LOC100488690	0.569629545096933
65	pitpna	0.568258089776878
66	hbg1	-0.566137686730005
67	ndrg1	0.562365871553624
68	lrrc19	0.556855521266798
69	gstm1	-0.555280707332185
70	pipox	0.554709053359359
71	sec61g	0.554015683528451
72	hba1	-0.553372456013179
73	serpinb1	0.551796780752499
74	b3gnt5	0.550700372991714
75	ppp1r10	0.549771247907411
76	fas	-0.549660703761434
77	ncmap	-0.546080556484588
78	mxra8	0.542759771778895
79	treh	0.541577261917368
80	scd	-0.540796190350633
81	LOC101734993	0.539118463469122
82	rna46619	-0.538485911776637
83	leap2	-0.538256505590463
84	slc7a7	0.536543905905103
85	abcc2	-0.53554179480978
86	ifrd1	-0.534519084198249
87	vdac3	-0.533636859181693
88	myd88	0.530587556722474
89	itpka	0.530353892690525
90	scp2	-0.529147513527515
91	acat1	-0.526484360220846
92	unc119	0.526320908345103
93	pacsin1	0.526082486426519
94	ppif	-0.525969884976318
95	LOC100492603	-0.523098762479659
96	tagln	-0.521223188152247
97	sccpdh	-0.518999058413296
98	b4galnt1	0.518698709690793
99	LOC100493376	-0.517866977843988
100	galnt12	0.51780225632335
101	fabp3	0.512036510112046
102	cblc	-0.511073208629632
103	dnajb11	0.510496833953768
104	LOC100490490	-0.510492137816
105	hbg2	-0.50572875194802
106	soat1	0.505727991157029
107	LOC100495010	-0.503312491075444
108	rna46614	-0.503245536806863
109	bckdha	-0.502704094485372
110	gsr	0.501811004801715
111	aadac	-0.500183319208955
112	dap	0.498321597177047
113	LOC100158554	0.495697715568705
114	LOC108648258	-0.495169404864
115	slc3a1	-0.494155623407178
116	LOC779590	-0.493163243065296
117	alpi.1	-0.493141070460322
118	LOC101731813	0.493083423629643
119	anxa3	0.492552211292429
120	acsl1	-0.490249803470206
121	mpc1	-0.490166841386145
122	bhmt	-0.489714657105619
123	LOC100486127	0.487898423521456
124	fam213b	-0.487840019960108
125	LOC108648265	0.487480997373383
126	LOC100496615	-0.486510536356725
127	alas2	-0.485820019214381
128	tspan2	0.483878137442705
129	plekhn1	0.483668270343065
130	gpat4	-0.483434454777709
131	otop2	-0.483339862034502
132	ggt1	0.483051855416464
133	aldh3a2	0.482925827137641
134	pkr3	-0.480774539959966
135	LOC100490428	-0.4807733158319
136	LOC100127750	0.478485900920171
137	gcat	-0.474502459532799
138	ca2	-0.470257962742715
139	nuak2	0.468236445952517
140	LOC100496892	0.466470263416104
141	lrrc31	-0.463797690399302
142	lgals1	0.463195620791226
143	rna46626	-0.463068628490246
144	blvrb	-0.463010280179688
145	glul	0.46123224418073
146	rna46634	0.457743808196256
147	zc3h12a	0.455212103219179
148	LOC100492346	0.454975780617328
149	lgals9b	-0.454486735595763
150	LOC100127565	-0.454220126567369
151	dstn	0.453659649472704
152	LOC100490462	-0.453376634135536
153	eif2ak1	-0.452800010323895
154	LOC100488648	0.452795508866897
155	apoc2	0.449360868733556
156	cisd2	-0.448328614966146
157	casp8	0.447550341693438
158	cpz	0.44725083410872
159	tpmt	-0.44691800423808
160	phtf1	0.445565678354727
161	adam7	0.443024787825807
162	ndufa4	-0.442237014408188
163	azin1	0.44187118450774
164	pram1	0.440811414825248
165	krt19	-0.440647860215425
166	rgn	-0.440534725215603
167	gstt1	-0.440154167145759
168	tyrobp	0.439975198300022
169	msrb1	0.439872182889658
170	dgat2	-0.438314587307744
171	gdpd2	0.436494301773718
172	bpi	0.435010048873492
173	ereg	0.434960526668866
174	apoe	0.434861718784308
175	ag1	0.434029696240277
176	LOC100485172	0.433213911036721
177	prdx1	0.433119809196957
