LOC100490257	mmp2	tppp3	arrdc2	cdh13	gamt	prdx1	akr1a1	pgm1	faah.3	faah.1	cpt2	arpc5	glul	myoc	agl	dbt	glrx2	mkl1	imp3	lgals1	LOC100170434	mustn1	MGC75753	ogn	bglap2	arhgdib	bhlhe40	abtb1	MGC69473	h1fx	ndufaf3	slc6a8	lamb2	lage3	tmf1	lbh	jund	ifi30	mia3	gzmh	smyd2	lrpprc	epas1	mcfd2	rrbp1	hebp2	ndufaf5	esf1	lyrm2	sgk1	eya4	LOC101734009	ctgf	kiaa0408	LOC101735278	trdn	LOC105945141	dstn	tcp1	fam98a	mpc1	nid1	acta1	amd1	sesn1	rtn4ip1	bves	bckdhb	rragd	usp13	bdh1	rarres1	gfm1	myom2	LOC105947369	cpa3	wbp1	mogat1	pid1	LOC100498622	ywhaq	nol10	pdia6	fkbp1b	enpp4	tmod1	atg9b	higd1a	hhatl	mpp7	dnajc1	hacd1	crot	bloc1s4	cycs	fam134b	LOC100489132	clec3b	LOC100489602	pgq	aqp4	cebpd	c6h8orf22	asph	plvap	trim55	fabp4	c6h8orf59	ca2	LOC100492274	abra	utp23	trib1	ptp4a3	LOC100491211	c1s	tpi1	gstk1	plin2	htra1	hoga1	got1	ankrd1	ppp1r3c.1	mypn	hk1	LOC100493999	pdlim1	sorbs1	msmb.1	lrrc20	eif4ebp2	scd	ppa2	ddit4	LOC105947776	exosc10	angptl7	ccser2	psap	ppif	ldha	plgrkt	inmt	vldlr	park7	dhrs3	MGC107851	hes4	eno1	gpr157	tagln	usp2	sbk1	aldh1a1	dhdh	gys1	cdknx	ethe1	LOC101734126	slc47a2	slc6a8	ntmt1	fbp2	tnc	plp1	itgb1bp2	tmem255a	endog	LOC100486534	nfil3	apln	hmgb3	pgk1	fitm1	LOC101732341	slc7a8	fhl1	htatsf1	pglyrp1	LOC100217322	ryr1	zfp36	aldh6a1	c14orf159	fbln5	taf6l	slc25a47	ankrd9	jmjd7	actc1	sdr39u1	chp1	thbs1	ctss	rhbg	ubqln4	LOC100490378	tmod4	casq1	smtn	LOC101733514	MGC75582	LOC101732696	nif3l1	mylpf	LOC100487101	fahd1	tsc2	dnaja3	trap1	fam195a	LOC105948455	LOC100487982	pvalb	pvalb.1	eif3b	hbd	hbg2	hbg1	hba1	hba3	hba4	mstn.1	mstn.2	col5a2	col3a1	adam23	acadl	myl1	erbb4	atic	fn1	ramp1	col6a3	LOC101731122	col6a2	col6a1	col18a1	LOC105948415	spon2	ppig	klhl41	xirp2	dapl1	upp2	abcb6	dnajb2	dynll1	osbpl11	adrm1	krt19	tcap	drg1	rbm34	ptges3l	gstt1	col1a1	asb16	syngr2	slc16a3	mrpl12	pkig	cse1l	tp53inp2	c22orf39	dhrs7c	LOC100495212	myh3	mir133b	col5a1	cndp1	aqp1	dnajc19	LOC101730957	LOC108644769	ubc	col1a2	nrap	nifk	klhl38	bag3	ndufb4	gdap2	angptl2	pde12	LOC108644832	surf1	pptc7	phc1	vcp	naaa	tmem140	c19orf43	junb	serpinh1	LOC100486548	yars2	parvb	tmem177	LOC100491917	selenbp1	ssbp1	srfbp1	csrp3	glul	LOC100496873	LOC100489320	kpna1	fstl1	thbs4	foxk2	rexo4	LOC100496865	arhgef10l	hspb7	nifk	utp6	tkt	enc1	pecam1	gdap2	eef1a2	LOC101734006	clu	atp2a1	LOC101733483	tpm2	LOC100498239	arrdc3	slc29a1	rfesd	rhobtb3	glrx	ccdc93	slc25a34	LOC100498595	LOC101731237	cd38	ndufaf2	LOC101732337	plk2	ccdc115	hmgcs1	c1qtnf3	eef2.2	dusp27	LOC100488906	wrb	psmg1	cbr3	usp25	blmh	serpinf1	filip1l	cenpv	LOC100485835	sh3kbp1	slc43a2	c1orf194	apobec2	tuba3c	trim63	fam110d	tbrg1	cisd3	cep85	fabp3	LOC548945	sypl2	csde1	ampd1	olfml3	dpt	mid1ip1	cacna1s	ccdc28b	ak2	unc45b	abi3bp	gk	lims1	pdgfrl	fgl1	aff3	col4a2	itgbl1	pcca	pdlim3	dnajc15	nr4a1	prpf40b	mettl7a	trim72	krt8	krt5.7	gpd1	postn	spg20	sln	aamdc	ccdc90b	dgat2	akr1d1	tigar	etfdh	myoz3	camk2a	faxdc2	ltc4s.2	ccdc69	sparc	tgfbi	fnip1	leap2	adrb2	dusp1	tcp11l2	lta4h	lum	dcn	btg1	nell2	capza2	aass	cdnf	celf2	tnpo3	fbxl22	tpm1	ctsl	LOC100496172	ctsh	sord	bcl2l10	mapk6	fbn1	sqrdl	nmrk2	btbd1	c8orf4	pgam2	camk2b	rassf2	tacr1	dusp26	etnppl	uaca	mak16	tti2	ephx3	chchd5	mrpl4	emcn	ier2	adh1b	pdlim5	hpgds	dnajc18	cd44	cry2	mob2.1	lsp1	tssc4	plin3	gpi	dok4	cyr61	rpf1	pnpla2	mrpl11	lrrn4cl	stip1	slc3a2	pygm	rna46612	rna46614	rna46615	rna46619	rna46623	rna46625	rna46627	rna46628	rna46632	rna46634
Lhea1	19.76361225	54.75833869	16.05667922	7.768437012	1.687813844	2.250479263	104.2246032	11.4978139	32.60501743	13.31340276	1.305127335	15.67449247	19.01490676	15.77529699	0	34.0943727	35.88050281	14.23642364	13.10411931	11.64652002	38.65877876	1.379316502	445.2876605	76.11470966	68.49554628	23.56945388	18.14164179	45.11664062	65.66850332	53.36950232	41.88235609	15.78995442	21.47266477	77.55397792	6.156186461	10.91980354	178.789892	109.4994285	41.71601638	5.125857872	28.72973733	70.5619926	25.06891085	38.82313272	25.75493553	17.96057566	9.316785283	11.26260185	15.96486135	15.19906472	29.17386606	0.112635156	15.90210325	243.5654508	3.963720054	5.73795665	43.51189027	126.74436	3.548147547	79.29271396	13.52293981	119.5779805	20.67424202	18556.71951	417.6817579	69.84212071	22.69164965	691.6625943	38.94082675	40.62741301	122.3372601	24.15026059	689.8531579	9.51418674	127.7995751	18.7403704	19.9012284	17.10968917	35.71890661	3.930355408	0.330046809	157.0021	12.60126157	21.04210087	71.62473002	20.03195675	282.8064387	5.927282297	236.7329856	2.880273515	50.76643986	6.448377552	3.494529707	21.48839554	23.85370088	564.786776	11.53583974	0.990930014	0.583803729	0.248550102	0.170386156	0.074234284	43.20806196	231.578758	30.51486266	1.257693404	157.9059104	116.6552272	31.99329661	42.56382491	6.332284477	0.708250919	11.28316981	45.40927623	15.02066414	21.33102222	26.56421369	438.5519698	65.39636353	91.82264853	19.38161254	2.61418169	286.7064481	0.459959371	59.47736345	172.345597	153.0988052	13.27178176	36.82682157	70.22661613	30.04196566	12.45294726	37.90000014	14.26763657	84.68811309	7.578137279	2.010966116	8.560383043	6.372773467	47.54394583	107.9546765	106.4015483	2.019826694	26.86593274	190.2751077	7.807005362	55.50282838	14.74002637	26.81288154	119.4604244	945.0405417	4.686414501	30.23721277	13.75807695	330.21572	10.80287692	8.856163199	18.10913937	24.42508574	48.59820067	6.909236792	38.57597209	22.99347603	8.815348977	0.049432675	0.99775677	0.503189406	109.6595657	0.659586822	29.32095848	41.03755673	9.677539715	10.47531284	198.1228939	275.6832091	21.77451677	75.24016542	27.76069123	311.2654143	55.67456278	4.048741473	35.57733204	0	37.86476955	190.0449199	28.64578052	10.80751009	6.233850631	14.71740422	8.805680271	9.40609985	10195.11941	9.630391553	9.700314189	63.85834341	24.63152759	6.911304394	23.24524484	52.44125632	10.05761998	0	9.335621145	0	294.1176212	0	10.53999659	0.269608643	37.26472495	14.35116125	15.56216647	12.27397417	22.08423178	35.9564127	0.192733669	13.25820634	0	0	261.2216031	191.2300626	2289.493766	14202.03722	15581.79287	713.8868435	374.1685669	0.065601639	0	39.67112764	530.5120416	1.598533416	56.54944575	15.63142899	4.327567744	14.32778722	36.5232544	28.66555202	17.44638473	1.098535056	75.52524138	64.92045987	87.89652963	5.319394657	1956.201974	15.9980782	93.53519774	29.02069862	78.61378108	0.464307528	5.620200077	21.07706234	210.328289	6.134668437	32.63277852	68.36251294	2751.981653	21.24323123	5.56032131	49.932722	39.52832331	307.3608065	1.896491636	28.01148408	95.35354879	31.18126443	153.445817	8.907928289	15.46268343	13.64188515	8.763010865	0.155359837	0	0	34.99069122	0	13.44218105	120.2998767	36.80528097	8.39896071	539.8119337	307.8421928	12.3492611	9.94007436	6.234871197	5.31750293	8.013514377	5.626019811	12.90395488	14.83392202	8.036798341	24.51124872	17.44627732	9.415819914	49.66105194	9.547259564	8.472873572	21.69797325	43.26022349	31.28612865	20.06161905	8.55570322	39.57699824	6.678776478	13.52137458	28.746638	24.60434182	5.124231905	946.0101077	8.658473508	29.18511791	283.2716855	10.57444494	78.58354466	12.17031169	16.13001595	4.089064424	15.48052888	11.62854424	844.259544	13.50237867	7.070551895	14.37636698	11.69033381	10.99541204	5.743349467	85.7298772	33.03820067	30.78940948	4.3782955	0.669003512	78.36023326	6.408121158	6.395023777	1.285165205	5.719121981	0.777632131	21.26891347	12.07447712	1.598430781	17.85097547	14.63851363	3.740358561	12.0576156	0.265802404	33.34344587	24.64153163	10.72637118	0	269.3846041	32.44026064	0	26.99420506	9.816761925	4.81026306	33.96199459	5.295780734	8.182840896	26.8695339	4.038106222	247.0571374	4.083627111	59.62768479	26.77459916	230.4062423	97.80607927	54.5910145	0.178099584	13.2649495	39.21272535	43.27959737	157.9524903	5.330520073	1.972204193	29.40844159	0.217425279	41.22847502	23.18592726	38.01587037	0.176149488	5.049987358	14.66869029	80.59238983	7.764557465	6.119709988	41.66661	23.581657	28.5228596	2.92637597	30.02018551	9.611328174	24.64153163	80.75514051	18.56380349	101.7554598	24.61302481	23.23414628	81.80957229	29.76497917	28.62597662	7.608792326	204.2148644	16.01708432	18.98327084	12.65061309	11.14372791	31.62341935	15.49751798	15.81318936	19.89526123	0.165034363	6.583067837	48.90786064	2.798707741	92.79183033	1065.114611	6.061388882	14.63941235	0.398469212	55.56014339	194.5494719	20.84042788	6.998862904	63.79638675	78.67234814	306.340172	7.626157347	99.07263281	30.92629862	0.34343633	0.571106896	10.39705791	10.37037696	2949.884219	29.17317213	22.36950922	183.4206344	3.556584701	15.83455345	21.0781001	14.0119478	393.8428255	152.9433769	7.444218883	15.36588035	58.76259417	41.95364797	8.09435981	1.861204293	3.582877549	39.93610924	66.67985832	10.19200877	13.38597885	7.138453179	10.56250786	23.71278138	8.121740112	47.50864215	82.40682423	200.7641297	217.6231182	8.501496117	4.012921545	10.11322365	22.82350169	10.84666637	12.92069784	16.43781424	548.621324	11.87553446	145.618472	19.97016397	6.365545659	27.38570219	4.778596512	37.85478618	18.55241192	8.439804037	1720.006508	2153.839416	215.890619	134.2494749	419.5880801	31.65231522	151.6972289	80.76797676	1986.455645	2149.16451
Lhea2	31.51413819	110.4222945	32.84403227	9.459151728	5.200648925	1.604931116	101.3416421	18.58593075	27.93716672	21.72607079	0.666464839	15.51271101	41.06723581	49.22819364	0	24.8667574	32.04987889	18.45538352	18.71933685	10.47837383	171.041624	14.42702339	314.5314615	64.89966832	131.5041045	56.89056222	71.68297816	22.73992651	63.55230234	47.95902333	40.26707709	14.60361505	10.88611721	57.21221694	7.609834927	8.751185222	155.0172987	42.01078035	65.96001148	4.475656119	42.00892443	42.74554709	26.40709182	40.92675924	30.94074574	43.21230941	19.08098913	6.263897954	21.24736194	13.93149686	31.40108893	0.18742699	9.421000864	150.3850941	6.540277672	2.387016597	29.4795198	374.1473571	25.18484664	97.19617887	18.085571	141.7941366	33.09856346	13373.42244	244.1049152	54.26877393	28.50378642	532.5389287	33.2413427	68.29183616	84.04512621	23.32628877	746.0135752	11.53174269	96.16663247	19.42448591	17.07938914	17.66925693	24.55758185	8.227973875	12.46764445	196.2879638	12.76630427	91.00897764	68.86237534	9.210997283	210.9532446	5.375935668	472.0102563	2.577655717	37.16612997	7.039932669	3.729713432	14.79470832	21.3162605	662.5413154	11.11863605	16.64629995	0.634423016	4.726765538	3.078279321	1.235272265	31.13123579	157.1871544	20.48501277	7.797268642	62.2130719	134.0277562	36.171142	97.86206395	17.37404891	0.336726479	7.833728664	22.86944384	5.015569204	53.55974703	44.45161748	349.0211755	55.74741292	77.9116647	50.73520226	2.644405388	236.7610926	0.233258951	40.39977849	212.0772438	148.768889	19.77652426	70.16349637	44.81868386	55.43617779	17.99232982	36.88384771	108.3889115	70.39206715	11.23389686	1.242905838	10.99240816	4.380973857	35.39159133	147.674385	110.3648401	0.685924309	25.83823679	346.6511759	6.239520594	52.07683171	25.20183492	27.75823038	38.44353045	630.4704401	8.043369552	317.2925946	14.98518191	192.8918359	7.463327947	11.27026404	13.47962313	26.05073788	111.6595648	12.33095377	19.34487999	14.05253595	6.587951564	0.070505905	1.157456378	0.655676422	82.13381127	0.851172637	26.86189343	35.59084626	15.25185793	5.422358689	206.7627052	193.612192	14.95791277	101.6493584	50.79629068	480.0308189	62.51257276	14.42709461	77.82050469	0.028115625	32.63229585	161.7888464	20.85516846	78.9070026	8.908482992	38.83104464	4.358567411	6.119549533	6515.581016	8.236660787	46.47333799	75.77495163	56.14589465	32.9658302	17.51512178	112.20523	18.9421317	0.067113869	12.11357376	0.646109755	382.2771629	0.745942686	9.855800233	0.939994602	34.61669297	13.89644277	10.00654823	12.90594486	23.07722804	17.93879139	0.73305692	8.512008755	0	0.210619111	284.3531289	256.3702629	2725.864099	18004.48754	20393.95493	1390.949616	625.63705	0.020792827	0	69.00289091	766.0607238	1.332129462	46.59483349	32.75457751	3.147235177	18.48135266	163.3064504	19.75740088	26.61130989	0.116062395	93.00977299	91.70628146	72.21211123	4.611743113	1273.828583	16.10201369	51.91672864	23.96770632	105.5312601	1.53051619	9.129984357	18.84176242	111.9527133	8.411494128	32.66536345	531.6469782	3375.446487	26.38967393	7.16104979	44.50496278	34.13061592	596.4435474	3.654081072	30.91240498	82.6251889	34.4861082	75.77793716	11.41315891	16.73096247	17.94704786	7.142112371	0.098484439	0.033478494	0	49.47301952	1.069996371	18.51713104	103.8410821	19.26798632	8.075037557	351.7737157	555.4592971	4.257446297	7.11657122	1.040094378	3.439420466	2.79910741	5.932230595	19.39003947	10.18963606	6.44904536	15.80301064	16.23324792	7.45848323	46.73152442	12.51774058	15.7921851	20.63190302	12.61065372	34.4741988	14.07986534	5.943184179	19.6211024	6.634989878	14.91492047	73.18243566	26.75221725	6.004454119	923.4210365	21.48314937	43.97234993	383.3553276	10.39210565	132.130142	7.094084976	11.43003493	4.828154095	8.809227916	4.623923222	638.4690023	14.27782725	9.20011338	42.42421159	11.6652547	17.23354281	5.691919274	84.21185979	20.48801711	38.55949887	3.003572782	0.424089243	97.39279864	4.468402219	4.752587746	1.955235438	29.32523583	0.966940798	33.70653986	11.18684037	0.993778338	31.14742327	8.772285993	9.643820634	11.65315189	0.168495289	24.19959384	11.56897614	9.05282812	0.812217367	205.9307538	18.35165431	0.888957905	29.56305074	9.334442333	17.50955288	44.45725293	10.23296016	173.8918218	125.1176693	5.375586974	216.6963504	3.678621467	155.8641645	65.11030142	156.4409561	156.4735879	84.99358727	0.241927358	12.92967323	35.64658463	39.52295109	169.0225026	7.083071026	1.526411344	32.05691146	0.103371343	75.65140471	53.12769578	58.24066558	0.090189544	6.315503095	16.99783539	53.12965885	11.29793216	8.310309177	52.71137417	103.6561957	114.8364329	6.69327275	35.37676881	35.61745918	23.48941485	184.0421997	19.77701302	18.74481783	16.46872305	36.77483016	43.82255512	200.1610549	142.0048046	19.52659964	206.8069312	17.1906469	11.24462364	10.52542751	13.42696836	133.717726	19.71383287	17.24008091	19.61025942	0.261543089	13.89197902	59.52098685	6.53203866	84.45905649	2053.886323	14.89582573	7.19070217	0.757783047	30.65188655	55.87114431	12.75910876	24.19367257	109.5199254	167.3501375	279.4060256	25.69659533	125.6311613	27.98938334	0.466517902	1.168063637	11.15930259	6.719696916	2256.258525	36.13134411	24.63826537	326.1786938	5.199581607	32.23178623	48.20411528	45.56909338	507.0758214	458.0716741	4.758303265	9.514087503	16.59137096	37.47100873	15.77591421	8.460311988	4.008050256	40.38682713	33.08392772	14.14399008	12.39625311	6.041075178	11.95182223	22.34935207	17.71875065	17.59471693	140.7723086	110.6783552	146.0786917	9.33145871	15.21966985	11.43969586	22.45386219	26.94306784	12.2858749	12.76743922	424.9517704	7.763293136	92.85397724	22.32247441	25.29100918	26.66018536	12.29858805	44.90827834	55.7755742	2.196137367	1730.802193	2911.941256	372.3745891	186.8099945	825.5667401	42.55116542	209.7164581	135.9561627	1651.192785	2926.411093
Lhea3	64.49305452	106.1972781	21.66573215	9.945572882	1.657581345	1.262013545	88.19115032	13.5578525	17.86842275	20.04023313	0.915252857	13.92872674	28.93817156	22.67918138	0	20.31726296	24.3383418	15.03390768	16.62456865	11.96302764	103.3144614	0.254795667	481.8690276	127.2364328	118.0090558	48.94907874	35.90607363	72.78120868	67.24579483	70.83377908	72.99777784	12.19137794	7.413231447	50.17143535	11.84591573	12.45633908	253.6574812	170.4887857	53.20310455	6.046978193	45.50877711	43.01560183	14.76953242	36.23242767	14.1957586	34.19951553	10.86690387	6.084468769	26.27449527	15.30302777	52.33608831	0.507161987	8.957181829	329.0515202	7.106669245	3.2460968	29.3965812	298.779873	9.046852397	80.80724251	16.51142877	108.280226	28.6486968	9281.871572	298.4145059	89.30142033	21.32240055	409.4944212	28.58240938	53.54196078	97.17831808	24.82999903	684.7564079	6.563083315	91.69373717	27.41514741	19.74611744	24.87033462	39.69556265	4.420640484	3.270114591	158.873916	11.88265208	21.3601215	66.00001361	22.17336807	224.7736847	6.074718979	215.168934	9.624053667	29.20332358	8.676519687	1.778502711	20.73303782	24.24256615	425.2797707	13.79076559	0	1.617656213	0.918273494	0	1.199887925	70.87641425	171.7591116	15.78329076	4.832437264	124.4927422	245.8072336	45.69583609	99.64153271	6.250507318	0.981242875	9.098114015	96.10493566	12.78424435	20.143664	37.30655632	336.467673	60.40205439	126.7080149	35.35593621	3.698865314	165.4156346	0.056644314	79.93188761	133.4781251	91.9939301	24.88665073	37.63756474	65.67092274	23.18640572	11.80066891	43.59263402	27.50438947	67.56873685	13.25972577	1.950258425	9.626498802	13.32323485	33.06419576	183.8474334	58.76857558	3.064869721	24.18957266	299.1834426	5.718898997	40.32473055	26.77593296	25.5700549	100.4806829	556.6222094	6.449485598	163.585071	11.95167562	539.7071641	13.8754658	8.179819524	14.31103549	74.59756045	39.14614416	13.79402965	40.81550858	12.92844823	5.670871107	0.022828755	1.446846462	0.895095098	62.21461186	0.652729595	26.58707856	95.10591567	22.08327303	11.22107536	198.7953867	165.3971629	14.64821306	53.27662887	39.01019268	329.1085349	164.9529554	7.271327343	57.70588785	0.00780293	90.03753321	107.3353539	17.67220818	32.71826986	7.288740936	8.245869639	6.202023099	11.14547851	3466.761981	10.35387535	15.65451596	222.7603465	36.06774223	27.82368686	25.23403635	241.6188557	27.24028698	0	9.790072604	0.523001633	98.79092337	0	10.66413085	2.490186772	36.27085044	13.49837955	15.62254775	11.5965352	13.17349053	21.9685339	0.40053292	14.15613064	0	0	371.9883341	336.5438595	3888.74542	21623.61717	27335.09622	1674.334674	694.8965794	0.181774958	0	53.09024248	531.4176023	2.090260282	52.30440782	19.25021256	3.057082711	23.776203	73.14423049	19.62227916	20.65157098	0.112737791	75.15213933	70.78433057	55.74087454	4.13808374	1044.081251	21.59150267	44.67011333	18.60773508	225.304745	0.600387818	10.2944139	31.90439238	130.5426404	10.23666247	32.5498179	215.9996743	1988.625472	27.21607223	8.256093999	41.44877774	32.79146466	343.9676991	4.840104573	36.290397	65.01133875	21.29488315	122.363951	8.942280814	10.3780286	17.08774813	8.566794406	0.167410872	0.032519503	0	35.72474111	0.269460166	43.1362651	45.65179391	27.5011426	9.567624664	574.8230696	325.2003262	5.696975519	10.15305344	5.7082001	4.283203027	3.851813328	9.620986396	15.74603908	16.54207997	9.088684802	25.92179015	13.89761033	11.33655384	51.72629169	17.47196084	28.12300039	37.7460359	55.44321669	18.39181903	19.41187455	9.795073436	21.25655299	4.005064125	24.72075527	28.75679831	21.93486677	8.939913132	792.868244	22.86707199	76.42180764	542.7033017	10.66018825	86.12093552	13.84273141	19.23593793	9.006175491	6.514275892	9.900764485	481.3993071	19.56688952	9.194362243	35.21840781	10.61501174	15.57368432	7.471451896	104.1277844	57.80806875	50.93082282	7.256907975	1.706613619	55.59838836	9.244498876	5.614328931	0.474806943	25.96745793	1.767986457	39.04211833	19.37363602	0.908528551	12.82376629	8.890537442	4.185511634	9.858786683	0.409171866	22.77993012	15.36277189	9.419960695	0	292.2125729	21.92215241	0.095943748	40.16389944	12.5179525	10.06595458	31.47686376	5.18600207	112.9293671	128.240059	6.464842345	270.3700524	4.724627192	72.39329534	32.41185913	148.1877581	168.5230125	50.72026251	0.164498149	16.07239487	47.00641336	25.06603661	106.7571297	6.564572218	2.160487256	39.19751768	0.100410274	78.97177826	54.14186752	43.25251322	0.075090915	9.27794223	18.24892579	60.78675359	14.38144152	4.415897483	47.21281798	74.73268393	96.00603367	2.93665252	26.22686141	28.69925743	16.01711217	109.4517049	15.7124695	211.9031797	23.48015662	24.95790093	39.15403199	93.43969676	95.97090535	10.39043168	253.8360714	19.24404855	28.45604338	11.5019178	11.22162584	52.63562746	22.45235571	12.1396686	22.41182689	0.254051195	11.50282773	57.51600087	6.658258399	82.30155806	1358.704042	16.92326415	15.35359302	1.288133651	49.84027579	280.2430519	22.19233376	11.31263164	101.4308317	130.8386019	574.3951076	19.86653399	105.0179753	21.46697892	0.49846996	1.094793803	14.2016735	4.673328859	1666.323519	61.45031024	47.97979005	275.0587762	7.062683206	68.57139395	24.46376796	23.48489638	171.6670754	233.8419315	5.538762486	14.52244629	25.21391653	24.02044909	13.29101321	6.918186154	6.618507602	30.30136776	63.59530135	15.0109503	13.7254921	6.758122994	9.658292424	23.31486226	19.61427038	57.55298864	133.3570706	119.795529	188.0221562	6.640317282	8.802831599	15.43064601	33.33508809	11.84881402	17.82960112	13.13242296	408.725776	14.57910005	322.1875707	37.87305672	12.72492028	23.86393056	10.06313548	53.53259668	38.31350155	2.013608751	2004.972515	3039.291079	314.4076615	75.60784473	539.5807845	80.64836771	85.45846679	194.5641871	1147.223031	2497.902634
