mmp2	tppp3	mt4	arrdc2	cdh13	gamt	prdx1	akr1a1	pgm1	faah.3	faah.1	gpx7	cpt2	glul	myoc	agl	glrx2	mkl1	imp3	lgals1	LOC100170434	mustn1	MGC75753	ogn	bglap2	arhgdib	MGC69473	h1fx	lamb2	lage3	tmf1	lbh	jund	ifi30	mia3	gzmh	epas1	mcfd2	rrbp1	hebp2	ndufaf5	esf1	lyrm2	sgk1	ctgf	lama2	kiaa0408	tcp1	fam98a	mpc1	nid1	amd1	sesn1	uba52	rragd	usp13	rarres1	myom2	LOC105947369	cpa3	mogat1	pid1	LOC100498622	nol10	fkbp1b	enpp4	rhag	tmod1	atg9b	hemgn	dnajc1	hacd1	crot	bloc1s4	fam134b	LOC100489132	clec3b	LOC100489602	pgq	aqp4	cebpd	c6h8orf22	asph	plvap	trim55	pmp2	c6h8orf59	ca2	abra	utp23	trib1	ptp4a3	LOC100491211	c1s	tpi1	gstk1	ybx3	plin2	htra1	hoga1	ankrd1	ppp1r3c.1	LOC100493999	sorbs1	msmb.1	eif4ebp2	ppa2	ddit4	exosc10	angptl7	LOC100496187	psap	pitx3	ldha	plgrkt	inmt	park7	dhrs3	hes4	eno1	gpr157	tagln	usp2	LOC100489525	rpl28	aldh1a1	anxa1	dhdh	gys1	cdknx	LOC101734126	fbp2	tnc	plp1	tmem255a	LOC100486534	nfil3	slc7a8	fhl1	htatsf1	LOC100217322	zfp36	c14orf159	fbln5	ndufb1	taf6l	slc25a47	six1	jmjd7	sdr39u1	thbs1	rhbg	ubqln4	casq1	LOC101733514	MGC75582	LOC101732696	nif3l1	mylpf	LOC100487101	fahd1	tsc2	dnaja3	LOC105948455	LOC100487982	pvalb	pvalb.1	eif3b	rps15a	hbd	hbg2	hbg1	hba1	hba3	hba4	mstn.1	mstn.2	col5a2	col3a1	acadl	erbb4	atic	fn1	ramp1	col6a3	LOC101731122	col6a2	col6a1	col18a1	ppig	dapl1	upp2	abcb6	dnajb2	dynll1	osbpl11	adrm1	rps21	krt19	tcap	drg1	rbm34	myl4	ptges3l	col1a1	syngr2	pkig	cse1l	tp53inp2	c22orf39	LOC100495212	myh3	mir133b	col5a1	cndp1	aqp1	dnajc19	LOC101730957	LOC108644769	ubc	col1a2	nifk	klhl38	ndufb4	gdap2	angptl2	pde12	LOC108644832	surf1	phc1	vcp	naaa	serpinh1	LOC100486548	yars2	LOC100491917	selenbp1	ssbp1	srfbp1	csrp3	glul	kpna1	LOC100493190	fstl1	thbs4	cox17	rexo4	LOC100492849	cmya5	arhgef10l	utp6	tkt	enc1	pecam1	gdap2	LOC101734006	atp2a1	tpm2	LOC108645628	LOC100498239	arrdc3	slc29a1	rhobtb3	glrx	ccdc93	slc25a34	LOC100498595	ndufaf2	LOC101732337	LOC100496633	ccdc115	hmgcs1	c1qtnf3	eef2.2	aqp3	dusp27	wrb	psmg1	cbr3	usp25	serpinf1	filip1l	cenpv	LOC100485835	slc43a2	c1orf194	apobec2	tuba3c	trim63	fam110d	tbrg1	cisd3	cep85	fabp3	LOC548945	csde1	ampd1	olfml3	dpt	ak2	abi3bp	lims1	pdgfrl	fgl1	aff3	pdlim3	slc25a4	dnajc15	nr4a1	prpf40b	rps26	naca.2	mettl7a	krt8	postn	spg20	sln	aamdc	ccdc90b	dgat2	akr1d1	etfdh	myoz3	faxdc2	ltc4s.2	ccdc69	sparc	tgfbi	fnip1	leap2	adrb2	tcp11l2	lta4h	lum	dcn	btg1	nell2	cav2	capza2	tnpo3	tpm1	ctsl	LOC100496172	ctsh	sord	fbn1	sqrdl	nmrk2	pgam2	camk2b	rassf2	dusp26	etnppl	uaca	c15orf61	mak16	tti2	ephx3	chchd5	mrpl4	adh1b	pdlim5	dnajc18	cry2	lrrc14b	mob2.1	tssc4	gpi	dok4	cyr61	pnpla2	mrpl11	lrrn4cl	stip1	slc3a2	pygm	rna46612	rna46614	rna46619	rna46623	rna46628	rna46632	rna46634
Lbra1	15.11793448	89.08519154	456.0236399	4.87525607	59.32920806	4.263971646	85.03016517	6.275038311	45.56233657	4.476056763	0.309497034	1.298359736	3.448439782	1081.066159	1.332347434	32.20186612	23.09195013	23.6245357	9.936283632	1.062744976	0	4.365963197	43.30860553	2.644587092	0.892956259	15.40853093	94.76053454	13.90473598	3.691587026	11.54343221	14.66819587	57.09283455	29.08942539	22.4302667	6.702181044	3.704928004	6.692327693	22.67387391	14.90197567	289.9078041	6.336505151	20.46422985	8.391469465	35.46047087	8.416369335	1.889256461	30.92369529	91.16326393	17.73919528	75.83376617	2.659790113	221.90774	67.41253163	369.079635	53.62171389	7.18852877	164.0114885	0.589427744	1.756732229	2.787506443	0.769214661	21.97600143	3.86964653	14.15118591	665.3283275	6.958343923	3.19609266	3.184244614	10.56163231	6.636900938	6.153064646	0.652321942	5.645720064	7.953905174	39.17283532	0.151064029	0.610278601	0	0	0.237652232	8.104140835	2.524436457	16.35604761	0.64421694	0.284397747	23.93194641	25.34170755	63.63371384	0.053985264	4.668794572	4.926438264	3.781514004	2.796762861	0.394579061	418.0996273	13.42825361	0.624337134	35.9328228	16.91263209	0.254376651	0.056095437	5.797378188	1.873872896	18.3404121	1.631161316	20.344122	70.64328798	19.46006818	10.21923254	0	10.96539872	283.5088523	0.632942087	42.62436526	6.972868931	4.723791095	52.70987696	14.37910437	38.87690881	1287.756195	1.436001309	19.53390729	1.934265939	4.235659369	422.6263399	0.874896041	11.99321156	2.131725817	22.35556899	16.16009489	0.437520659	2.6676906	15.64245202	1115.220828	53.91015425	16.63694381	27.32129649	44.78926626	14.47959989	25.58418786	14.07781166	7.841214501	10.39119899	5.264114684	30.7150446	17.36961669	0.808511703	0.048716547	10.18844329	6.152128564	5.237613867	0.377923775	26.21215942	0.322798487	0	0	0.538165602	7.480564377	0.246605718	88.86952641	8.430006638	22.6467086	10.7911562	1.057738151	23.07545549	0	0.303905281	96.70719144	225.1500606	36.35607625	475.3527364	2717.95693	3371.106384	162.6721067	71.64060499	0.020001509	0	2.388446556	3.746893566	17.13622581	7.832818857	31.0658732	32.38804125	8.688223058	1.014482032	0	4.557456852	5.082136851	8.956767259	22.81573291	56.95113883	0.622882999	5.760046152	17.59495559	282.5000806	10.47848633	57.71736854	223.0459127	152.5284612	0.295826	28.77006867	11.78130007	2.962804176	1.118685275	9.011884411	9.974327182	11.4474592	32.24683753	2.676423648	21.70823829	0.260525071	0.107347977	0	4.830632553	0.266849131	55.32884252	60.20408388	12.94486925	10.15779239	718.8428051	11.74993071	4.599477446	0.050025561	1.346290497	12.2281415	3.809233182	17.33474657	7.386960231	10.56462773	16.48422912	83.89095321	20.44859788	4.097260794	9.247801302	5.576420718	20.08621882	6.258472176	15.65572661	7.338285602	1.057963778	5.816055564	13.83011877	11.22573582	41.6559583	0.40260197	6.767668487	4.603306728	6.353489053	1.112359785	13.82732059	8.211762224	30.49388594	34.73460282	0.842117324	10.95060061	47.58146448	0	1.394682688	14.13644045	9.154920847	6.907485349	2.821236741	5.279921779	18.10836442	20.74343551	1.237121907	0	7.593643775	0	2.97040891	17.46782094	93.56254923	0.32554441	241.0252182	4.204748278	0.450721028	90.69403914	24.45826551	10.38090296	15.50915048	4.17749774	6.583478759	26.4090702	243.4558677	35.61612526	8.128661685	0.192263309	31.26672258	1.519526407	0.535256599	18.39547877	14.70297043	4.360306757	134.1998593	0.656347159	21.18151921	0.696061176	22.39445768	1.634428866	8.449291638	4.385096935	6.941406618	15.19779661	0.641263471	4.036750681	4.598700464	2.134320592	45.99918356	41.38667084	22.30596462	694.4603233	184.4848851	10.19287733	47.91033119	2.370288451	44.20960632	3.700444472	3.073617718	6.844362533	13.71240184	0.426680505	19.04562153	0	62.85827289	2.715069706	0.907521417	321.4916048	64.25234482	7.638064183	0.364471942	5.075524982	10.4708568	22.1059466	3.686164393	2.135312991	113.2544834	233.165955	8.036606329	151.3633622	19.34525952	17.58095786	4.642536052	1.932423021	22.03107999	5.042363896	4.569906893	10.32580267	6.584093865	1.544511146	228.3453428	21.75663831	0	14.94861277	6.435559832	2.783716869	9.675170332	11.00175739	11.13263138	9.564704787	15.77426489	0.523443747	1.541127691	15.3272689	17.51562912	12.94144975	26.18957973	16.15011798	237.6345075	49.01620792	10.82880887	4.920371222	20.57609784	4.254331124	77.20396031	118.2579572	0.019743536	1650.249722	3905.348294	171.7138247	157.4518791	656.9052129	426.2895531	1689.229535
Lbra2	32.86906204	48.27274521	297.6856749	1.774406595	55.08263545	4.406032739	133.6217942	7.648930293	43.68106739	7.366072845	0.165615078	1.418480141	6.125823383	1301.8173	2.415696975	29.22503545	30.60732579	30.48265201	11.31781518	2.080873325	0	2.089665747	42.31602777	4.422331335	3.225353654	17.3672889	100.2622533	10.03148098	4.134628886	10.98553697	13.60991427	55.88112725	27.84166628	29.62371109	5.234867186	5.526345484	7.206011644	18.71269321	10.48621327	354.0983028	4.477635433	22.98198719	8.444562293	50.72461137	9.007373337	2.527401899	31.25497503	97.05864023	21.52746993	92.7038136	3.384046518	201.0848941	71.11708646	478.3029713	60.67681964	4.83438189	167.380529	0.489478921	3.688967084	2.531240145	0.435986683	21.47520825	6.296507132	15.1166378	1189.721385	6.020058899	2.112677066	2.946575821	11.11079902	4.541789687	8.830513703	0.122172487	4.592774033	9.361725647	38.00808396	0	0.357182021	0	0	0.158962723	10.81182208	3.559573114	18.50527056	0.689454355	0.380460472	243.8952872	28.06293106	33.96866577	0.025277066	5.982820095	5.090570501	3.585576424	2.94173106	0.661212085	414.9720153	17.39241337	0.155908334	40.17188167	8.791461092	0.952837121	0.05253019	6.977085023	3.395109109	17.29684925	0.822494556	21.37535026	80.7211479	19.47307268	11.74064173	0.110646781	42.65365648	293.1702052	0.493928584	43.37544569	5.476518857	18.4250972	59.0148765	19.4031038	52.80700476	1125.913476	2.649325963	22.24988342	1.746639786	3.444552446	552.7816341	0.55422588	16.58289936	4.44876366	20.86068045	16.1790713	0.182094772	3.810723056	26.89503961	422.3848437	50.26184517	35.92310057	41.44629639	71.44331749	19.53665708	21.53091328	34.11168449	8.634428394	9.800605472	2.668136188	63.52969318	16.45084686	0.378562635	0.045620278	9.646908216	6.590370794	5.988194972	0.546942764	23.90391972	0.423195418	0	0.035482438	0.167987169	8.091479549	0	72.78235803	7.161187308	19.90716246	12.23761662	0.784155079	14.28972533	0	0	114.3227447	297.3098368	19.07807226	223.4634274	1493.43648	2014.263889	143.3093424	61.06669584	0.037460553	0	4.229972005	5.054567156	15.72843595	8.599372415	33.80895351	52.11666653	6.901094529	1.159821787	0.418198205	6.350648853	7.88980835	10.73867263	23.02492348	79.64360118	0.212107104	4.73276134	14.38608716	393.0071335	10.62537747	59.42066421	312.2314069	292.6184627	0.039574891	31.10896154	11.23347472	6.396758739	1.551231926	7.56571439	8.347974162	14.953628	30.31628513	2.149864463	34.89464499	0.066536434	0.030157584	0	4.200077528	0.035698436	55.6502667	78.54871091	7.792800774	11.11088371	604.0163426	13.22480447	6.510807065	0.140538286	2.311328351	11.88037071	4.076720499	21.79982114	7.35400781	10.9227799	18.75506088	67.97497973	21.28225482	6.954294123	14.25156266	6.582354395	19.38783636	7.001377443	17.04306192	8.51227356	2.201606589	7.609517003	8.477599072	36.67346562	39.78383517	0.263909709	10.03443359	5.734817355	4.947629876	0.976557877	12.64063363	10.63828815	31.81122254	28.22998272	1.577190051	10.04675145	24.16818133	0	1.192472301	21.42756688	4.4956307	6.318907607	3.082249225	4.047703553	21.88428234	21.94433832	1.421788549	0	8.465495154	0	4.437344862	18.9959479	71.41393446	0.182912305	222.4719572	5.784733757	0.140691544	85.55959064	30.12003412	18.09030692	15.09862388	5.338235358	5.044134918	32.10941886	197.5529113	38.11711728	12.29635584	0.205764188	32.58863821	0.395263928	0.501237392	15.71952664	16.76993332	5.086065728	110.5020025	0.995118187	22.74559519	0.349190219	30.13469107	2.202498444	10.40318498	5.277959015	7.784802724	21.81145408	0.948168639	4.87766148	5.109692056	1.548969222	55.25379136	39.55826894	19.80784078	984.6176959	230.599926	5.240419863	75.58008328	2.357140307	20.37456832	6.397395677	2.370338643	6.719486778	18.09397458	1.331873498	21.03922999	0	85.05553689	1.670791307	1.740153163	395.3027247	68.30021225	6.878083361	1.023921795	4.793219916	8.727850087	19.26469704	3.975830113	3.279342834	123.5916083	306.9787354	8.370560672	141.9420796	20.62434475	19.21740199	6.540790044	2.50151191	43.92375499	4.836126494	4.230965702	20.95064291	11.46939737	1.78382788	271.7650503	20.33331059	0.060174508	19.12183193	6.731651861	3.048621947	10.47591092	12.06391938	11.89253622	11.0376759	17.45205209	0.441157795	1.548410283	15.73457463	17.25738579	10.7591309	27.5281211	14.94729854	214.7103377	49.0796259	11.64529311	4.249275448	21.22310629	8.02245325	89.14139494	155.6091675	0.240353095	2170.392804	4940.294904	184.172368	205.5011042	746.0383233	500.1635376	1470.183591
Lbra3	18.70033777	64.87009641	403.7565118	2.131215514	62.66281142	4.223910434	102.2808435	5.868815381	46.50558412	4.40139999	0.175193842	1.643428304	2.836348963	1011.280227	1.895500037	33.79863446	25.19689274	29.10514671	11.35722629	0.861349245	0	2.258581734	52.2105704	3.617736816	1.769133368	9.945619626	110.6562184	12.93078501	3.602458314	14.22399755	13.49355746	43.42017526	29.37565841	19.63502721	6.043767133	2.35936232	5.031472882	19.79498872	10.19238257	279.2833662	4.890646821	20.17098152	11.53842568	35.83585133	6.245708933	2.59817184	30.10500058	90.44687855	20.02312156	59.82509705	3.602005935	216.2689987	72.94146842	422.5009724	53.90851516	5.905211653	148.1007809	0.418638045	1.845695553	0.962277149	0.300784608	20.73562161	7.530647954	14.5562447	1047.783504	6.821415022	1.732023505	2.762369856	11.12340358	4.876723228	9.810114355	0.193857958	3.75700617	7.734603963	39.51746395	0	1.133521617	0	0	0.269050769	9.155219355	1.523426314	16.976553	0.364665338	0.201232679	22.63921171	24.10743988	48.84235294	0.053478057	5.84201676	5.847769534	3.558099191	2.113973102	0.185149838	461.0639136	15.3751446	0.123694262	35.86061226	8.46917365	1.15913887	0.027784202	5.961271795	1.57379187	19.3219022	0.497180337	17.61370737	73.19884596	21.19642916	10.17008674	0.195077191	14.06538395	300.875267	0.766327733	50.0673458	5.73756256	6.144268455	57.54343387	13.22884544	47.90473453	1215.612292	1.656056037	18.18749728	1.277395311	2.429184513	470.0667773	0.764714247	13.55324225	2.896042496	22.75252727	15.93449544	1.348386759	4.255077207	25.15078427	551.949347	53.25424251	16.07202426	38.3819794	56.63570674	14.81036223	23.56159408	12.91101056	7.059103585	10.81071187	5.352337556	32.93739025	14.39854478	0.280320428	0.048258841	7.569539999	6.925372258	4.20248482	0.680678317	21.09174586	0.447671986	0	0	0.355406257	7.766926979	0.081429596	76.73235833	8.052561345	21.20879614	10.88591283	0.916825354	15.3927234	0	0.200700004	102.8673834	271.2261414	13.60300026	201.8244469	1136.935113	1614.222186	109.2564121	40.71534079	0.118881535	0	3.791550052	3.555955185	14.71186267	10.61701555	32.11200062	43.44860571	7.184969734	1.38720187	0.221192873	4.277025724	4.727250972	8.775599239	24.94828661	80.9578042	0.196327994	4.613826379	18.53539778	338.5025511	9.735124401	61.24825763	279.9915329	176.5737508	0.125591413	33.65331821	11.86193294	1.630537666	1.150797024	8.543248978	9.108692484	15.57582571	28.22277715	2.627710982	38.77543996	0.16423105	0.053169706	0	3.976297907	0.151052576	45.2837995	35.06830182	13.36448958	11.24616379	685.9904895	12.52953723	6.357577763	0.14866667	1.852280166	11.25523247	3.364499656	18.52045886	7.956955906	9.092086227	14.61729061	67.94112997	19.77290117	4.058765878	14.64303834	7.055902177	18.97998718	6.948625744	18.99807991	8.160420776	1.455588765	6.537772582	9.347671414	14.65853362	36.12228919	0.418760382	7.182947507	6.107219689	4.505033097	1.159299938	11.51348647	10.36846716	27.84918979	29.68366832	0.834205395	9.381808989	51.41091925	0	2.522883852	15.42772204	6.63578619	7.277665407	1.86315362	4.254712553	14.54451183	19.28617715	2.005361671	0	11.64165377	0	2.522143786	25.25782871	67.14546494	0.257988663	224.1830382	5.065141771	0.446486377	96.97980941	27.94571844	14.9142937	15.16569044	4.224462495	5.68012511	33.53967893	227.7646383	34.32223512	8.981401081	0.054416269	29.59934083	0.459937509	0.530227713	18.99807991	17.23589103	4.167784645	118.6185232	0.743063535	22.05853919	0.541766882	23.94651927	1.974479205	9.726143289	5.00737489	6.041224205	18.63750411	0.367769728	3.396850727	4.059818826	2.95997527	51.58635384	38.33801687	21.31979642	897.2391359	212.09285	7.457344438	64.63140911	2.057113925	26.8822328	5.921479453	3.761149679	7.108125137	17.28817996	0.70445287	19.49657181	0	54.15313968	2.15164869	1.241469284	367.2415604	66.53267824	7.629093315	0.180523813	5.070447803	13.48802365	17.07601485	5.966342208	4.357417319	123.8862404	286.9097783	7.473685859	161.4428356	20.01648039	18.8618554	3.728852531	1.520153495	18.15321922	5.276964683	3.860108701	9.030822592	8.696312604	1.326000026	280.0376299	19.64362326	0.063654852	16.14938659	7.120993818	3.084731567	10.93205727	12.97260303	11.54548174	8.517786981	16.13012774	1.296314615	1.431232841	15.33187761	16.08960199	14.18260235	25.22719355	17.49094361	223.825775	52.54595108	7.924189808	3.276507206	19.2011692	4.733939178	91.94781534	134.1066276	0.195580399	1967.830549	4157.801937	164.1667858	337.2906922	691.2806221	403.4942687	1385.129579
Lbra4	30.82090733	68.38513031	508.2186882	3.538513922	49.94867136	6.781806428	151.878732	6.98637741	55.81061039	4.525504217	0.192389633	2.762030183	2.491795972	1311.270293	1.480212584	28.00416273	32.97740153	19.83362358	12.30567854	3.279096461	0.219591977	3.630690444	68.69555982	4.383810578	2.109302932	36.28468479	90.7604924	20.80605711	2.463313881	15.1096632	10.61820392	55.61124255	29.24812897	46.29382376	3.406765448	5.895829455	4.116724144	18.50891476	13.71490472	400.338812	7.375167553	24.37422198	11.66272951	39.88593598	9.21304729	2.354822822	27.25218014	107.4643454	19.84867835	90.78145621	3.262110724	182.8633179	76.87475598	832.71774	59.94860965	4.102817742	133.1849646	0.871064719	3.103985198	2.462634486	0.792738006	13.29668236	8.884813861	12.47288199	747.0570344	4.840310671	3.2559425	3.869768019	6.1881265	8.663827652	8.523348836	0.3406171	4.192962296	11.11335454	31.63867441	0.262932498	0.464717904	0	0.406891016	0.384096563	9.951179362	3.611057785	20.16099919	2.923345695	0.300538592	46.25143124	43.5830768	81.47368691	0	6.415427906	4.989557524	2.145811531	2.087877304	0.307243402	644.6112665	21.24760848	0.760677222	49.2237247	8.29184354	1.018329411	0.073227129	7.117098938	5.814057944	11.67201321	4.367840412	18.20058202	104.5507461	23.45489353	11.73444626	0.137103738	31.32008994	390.1879034	1.254667175	44.78919112	7.389583721	13.72705194	75.03329234	12.29071913	41.06601115	1645.099893	1.977147674	18.71606218	1.943845942	10.37945183	925.8654021	3.359092808	23.81365261	4.399411672	17.95878005	17.17446655	0.7615208	2.597051682	14.06584363	805.5603694	46.29750305	29.31618636	44.46166336	56.24210959	20.87762525	25.50270645	41.84405683	11.7807798	9.865234934	3.008770068	103.1583218	15.74726636	0.527716634	1.441480006	10.2459415	8.436610831	4.558129793	0.209296892	19.28217185	0.224737056	0.18029657	0	0.468348513	10.06106167	0.357688602	84.61626024	9.170460393	16.29700517	10.20108563	0.268483856	20.70264908	0	0.08815972	127.0040665	584.3823126	131.0641172	912.9958451	6675.667725	8703.795213	463.8129273	208.4213329	0.017406681	0	3.478810948	5.541084879	21.04758878	4.327918861	36.62996658	26.25523098	9.687641312	0.552471827	0.097161442	4.061096064	5.068062499	7.407376351	20.72212056	123.1838755	0.492795805	3.406538509	16.10264769	438.8361409	8.768360998	69.40255399	603.7752649	299.7430483	0.036778288	34.69273498	11.41077897	9.812376968	1.441612412	13.36642114	9.466997633	14.57528434	28.09498856	1.904773645	68.4276934	0.020611521	0.074737241	0	3.575268166	0.26540613	45.956028	109.2026228	27.90774202	9.731434777	1121.986034	12.91332391	7.074680642	0	1.301815628	9.799291963	3.151752019	20.18032907	6.428637995	11.10775765	11.85574444	59.61328493	22.09129868	7.549290528	13.94153713	8.727212562	15.22027711	7.164589934	30.4000762	12.07212552	1.381068652	5.994860965	6.107777867	50.29022254	36.33501029	0.56059483	27.27486451	3.684192598	4.423392557	0.645367707	8.078420167	10.73816973	29.00420939	23.88747587	0.523477206	6.889904654	51.61787643	0.015914152	1.372063249	29.19236644	3.400650467	5.603079731	1.84142487	4.999685476	27.15256743	17.49784701	0.92981517	0	15.57719778	0	3.877579475	27.21593322	123.8364708	0.169986606	157.0687442	5.601829387	0.392248264	165.2140205	34.87282935	8.256395342	8.926810354	7.119607464	6.922317034	36.37632346	292.606309	35.38067813	11.60880792	0.21512659	51.03417354	0.55099825	0.526575625	25.31920446	18.59558054	4.027641182	192.0477584	0.870397236	18.40734795	0.45432003	32.61662142	2.081548946	13.88928605	4.893988497	7.910685055	18.84634416	1.086770484	3.311590913	5.474380128	3.621991908	62.66680712	46.39168281	15.08691658	1885.038936	358.4104596	14.32041256	71.44483508	3.705714909	29.97430483	9.413418045	4.405672101	6.276670669	12.0741	0.536360582	19.20990613	0	62.97743651	2.632878127	2.143708124	490.8716412	75.19463607	5.316353582	0.792971027	5.18444111	8.61177132	26.75344535	7.246535233	5.872213469	147.1227888	255.2963013	7.564943599	174.4239609	17.11865853	22.95943373	5.896584556	3.858078839	23.81157008	6.723870032	2.777172013	13.51980798	12.56887602	4.92851051	202.8476936	22.15574009	0.167766631	9.522522833	8.273010521	5.912739582	14.16488728	12.19974282	8.381440686	13.11638584	18.10082674	1.229948678	1.522814834	12.99067875	13.40322943	14.21119038	24.07794454	19.58676378	265.4303572	54.31611873	12.03836178	3.639737015	27.11960913	11.31010148	106.7834609	151.2080977	0.137457402	2316.063358	6144.86082	139.0112688	209.8201338	748.9232105	376.1992461	1258.026047
Lbra5	17.46014769	87.88137571	429.8700148	5.437098542	47.01614665	4.909407564	157.8009401	9.981872141	46.36177145	3.296785634	0.287056092	1.070416495	3.198401077	1183.97473	0.946525697	33.84138845	23.2292436	26.33515734	11.29824796	1.9713754	0.07801036	3.374497424	53.12838633	1.635222639	1.538104258	14.61462501	111.27422	18.35782203	3.321965354	11.22870914	14.8666376	68.80196237	29.95685038	24.53448381	6.348629083	3.043572833	5.43877859	23.71212444	17.51143229	332.2710529	6.453948496	18.4367658	17.07618405	34.36920235	7.833316114	2.766405349	31.81337337	100.7554253	14.10254199	56.72965814	2.1026194	211.5803012	77.29029499	325.9087244	46.95788691	5.510915664	191.3954688	0.732357831	1.92560193	1.488558193	0.563242591	18.87673407	4.581787737	14.88819001	745.5785022	7.146087052	1.569362339	3.809662372	11.27536022	4.498377155	9.522788924	0.484018822	6.496754796	9.33992253	37.88944837	0.140110712	0.70753582	0	0.144548608	0.220420597	10.99163453	2.395220356	17.70708729	1.195012403	0.226094313	25.49620276	29.10048348	65.30359174	0.025035456	7.217117756	7.011409526	3.100519127	2.778381664	0.077046107	513.7251772	14.47645156	4.285101985	38.29701869	17.41485646	1.179661827	0.052028082	5.25435345	1.738002537	16.97028012	1.629265544	16.83116132	79.25780141	20.48488661	10.94826641	0.182648612	10.30071077	304.6717883	1.891601891	80.65867686	4.485372793	3.962200592	61.81161846	13.39591285	49.04306021	1408.011271	1.868607825	19.77251533	1.826052626	4.031923783	450.9361359	1.050123766	7.629913303	3.389415626	24.74954208	18.61457901	0.315619895	1.509719359	13.12852962	1430.539728	54.43781042	19.76651718	31.02196938	50.02178394	12.87345584	20.90087122	28.4388209	8.386070275	8.830767082	3.416086438	57.11422104	14.36771662	0.637405069	1.852552947	8.399735028	6.181555677	4.200132992	0.446118097	35.15359561	1.975994368	0.096075917	0.035143281	0	9.127212079	8.844028888	108.2073283	10.83457518	26.02584948	13.05723901	0.735782932	25.54468721	0	5.825308886	97.60382551	208.2034273	19.62648872	228.4032795	975.7819459	1269.452244	111.1446657	36.4175762	0.074204976	0	2.437719054	2.733997532	16.18679178	8.486062655	36.19445044	29.10973044	8.777746752	1.541268465	0.414200872	3.013511301	3.638381801	7.844895997	22.80484058	74.95923078	0.210079686	5.411332175	15.3540714	299.2131426	11.24265502	77.073488	244.1870932	81.69278675	1.37188157	26.21893406	11.02658207	6.717279141	1.277011559	7.077722045	13.06719413	13.98443519	29.1512959	2.305838589	35.67086607	0.50523677	0.13939018	0	4.404633077	0.141428853	71.78541857	34.82083692	15.16375747	9.579614165	768.9072525	12.78590908	7.539870848	0.092796637	2.705460258	17.62659078	4.298814951	20.37087913	7.383491708	13.0795926	20.65024517	92.599509	20.3745246	3.265777556	12.42690186	7.301769663	21.77969853	6.038429943	19.78426936	7.903977471	1.962506351	7.192461734	10.28374238	9.583572683	42.32781524	0.522774275	8.444005561	4.8413434	5.086426926	1.106933542	15.96365279	11.12854641	32.76884424	31.58413336	0.981900566	12.2839922	64.15161732	1.170279648	1.237315722	13.77812189	5.436386449	6.749190442	3.706956442	4.795592367	17.24929601	21.86591095	1.773286918	0	7.881503344	0.075165276	3.017415082	27.56828679	105.8092915	0.181163945	281.7994501	3.779504927	0.627060372	97.21690188	30.2671848	12.68882877	16.89124268	2.058379477	6.57169502	36.19889831	217.7220381	35.42367347	5.992753468	0.229272074	39.95229651	0.900417368	0.625954072	17.50534741	15.71309554	3.937725589	137.6351273	0.637745309	20.5971952	0.391966163	14.74395797	1.368025422	9.578130563	4.758674872	7.097239527	11.22076635	0.187821121	3.596439794	4.861953166	3.513729205	45.3501296	28.12383561	21.03158961	777.993865	174.9396872	7.229387517	42.04579596	2.723711278	39.49426207	5.280205335	4.024597452	6.416352081	14.19550645	1.099285694	15.81113969	0.046669455	64.32350694	2.374308548	0.881800916	318.4630525	59.87531629	7.319406788	0.338044892	5.764704975	9.249179278	18.40021215	4.120982042	2.515217464	115.156321	216.7597626	6.465108556	139.9943608	19.68181871	20.95670685	3.258531088	3.004750511	15.11337181	5.431068345	3.434068518	12.16550752	11.29410416	3.867809603	248.1923164	24.27517154	0.119198665	13.94160594	5.194170905	3.06324241	11.12358107	13.92358319	11.62746259	9.677661054	20.76588233	0.291294003	2.077073548	16.74371319	23.35445686	8.647898427	31.14333067	17.51201935	249.2569562	56.83818402	5.669794522	3.8283584	23.92435893	8.053876648	86.6311655	125.8427709	0.750791019	1706.411181	4035.143251	82.40946558	138.7336236	643.5345908	732.4256997	1032.737235
