mmp2	tppp3	mt4	arrdc2	maf	atp5i	nqo1	alg13	plk5	cdh13	rps15	gamt	prdx1	akr1a1	pgm1	faah.3	faah.1	cnn1	uqcrh	scp2	cpt2	glul	myoc	agl	glrx2	emp1	c7orf55	rps28p9	mkl1	imp3	gcat	LOC100170434	pvalb	mustn1	MGC75753	ogn	LOC100487499	acsbg2	acy1	bglap2	arhgdib	acy1.1	rpl29	cand2	MGC69473	h1fx	impdh2	lamb2	lage3	tmf1	lbh	jund	adck3	ifi30	degs1	mia3	gzmh	epas1	mcfd2	rrbp1	hebp2	cfap36	ndufaf5	esf1	lyrm2	sgk1	LOC108647662	ctgf	kiaa0408	uqcc2	tcp1	fam98a	mpc1	nid1	acta1	amd1	sesn1	c19orf60	rragd	smim8	usp13	eif4a2	rarres1	gfm1	gtpbp4	pcyt1a	rpl35a	polr2h	myom2	klhl31	LOC105947369	cpa3	mogat1	pid1	LOC100498622	nol10	pdia6	fkbp1b	enpp4	ephx2	tmod1	atg9b	hemgn	higd1a	hsdl2	insig1	mtpap	dnajc1	hacd1	slc25a40	crot	nt5c3a	bloc1s4	cycs	tpmt	fam134b	LOC100489132	clec3b	LOC100489602	pgq	slc4a7	ube2e1	klf2	rbm22	eef1e1	rnmt	aqp4	cebpd	c6h8orf22	ano8	asph	trim55	adhfe1	pmp2	c6h8orf59	ca2	cox6c	hrsp12	rpl30	LOC101732809	ndufaf6	abra	utp23	trib1	ptp4a3	LOC100491211	eef1d	c1s	tpi1	rnls	gstk1	ybx3	plin2	htra1	oat.1	usmg5	hoga1	cutc	ankrd1	ppp1r3c.1	LOC100493999	sorbs1	msmb.1	eif4ebp2	scd	ppa2	ddit4	cxcl12	LOC101731286	exosc10	angptl7	mat1a	psap	synpo2l	myoz1	ppif	slc43a1	ldha	plgrkt	mxra8	inmt	park7	dhrs3	hes4	eno1	gpr157	tagln	treh	usp2	rpl27a	ptar1	LOC100489525	atf5	ndufa3	LOC100493724	aldh1a1	prmt1	polr2l.2	dhdh	gys1	rfk	cdknx	rps9	cox6b1	LOC101734126	slc47a2	coq4	alas2	gnl3l	fbp2	srpk2	hspa5	rpl35	aaed1	tnc	tmsb15b	plp1	rpl36a	dkc1	cox7b	tmem255a	endog	LOC100486534	nfil3	rpl39	sh3bgrl	tmlhe	LOC101732341	slc7a8	fhl1	htatsf1	slc1a5	opa3	ckm	thtpa	LOC100217322	gltscr2	ryr1	zfp36	angel1	gstz1	cyp46a1	c14orf159	fbln5	ndufb1	taf6l	asb2	slc25a47	tnfaip2	adssl1	siva1	jmjd7	ryr3	sdr39u1	chp1	crip1	dnaja4.1	thbs1	LOC100487769	anxa9	txnip	isg20l2	rhbg	ubqln4	casq1	LOC101733514	uqcr10	MGC75582	LOC101732696	nif3l1	mylpf	ppl	LOC100487101	nt5m	fahd1	rpl3l	tsc2	dnaja3	trap1	nme3	LOC105948455	LOC100487982	eif2ak1	pvalb	pvalb.1	eif3b	hbd	hbg2	hbg1	hba1	hba3	hba4	hspe1	actb	atp5j2	mstn.1	mstn.2	col5a2	col3a1	acadl	adprh	myl1	erbb4	atic	fn1	ramp1	col6a3	LOC101731122	col6a2	col6a1	col18a1	frzb	ppig	dapl1	upp2	gpd2	neb	abcb6	gatc	speg	dnajb2	dynll1	igfbp5	osbpl11	adrm1	rps21	krt19	tcap	rpl23	drg1	rbm34	mrpl10	scrn2	scn4a	ptges3l	gstt1	col1a1	tnnc2	syngr2	LOC100489067	rpl38	dpm1	pkig	cse1l	jph2	tp53inp2	romo1	mrpl27	mrps7	hn1	c22orf39	LOC100497165	myh7	myh3	mir133b	col5a1	cndp1	aqp1	dnajc19	LOC101730957	hspb6	nr1d1	LOC108644769	ubc	rps13	col1a2	pon2	nifk	klhl38	eif3a	ndufb4	gdap2	rps11	angptl2	pde12	LOC108644832	surf1	pptc7	phc1	vcp	naaa	serpinh1	LOC100486548	LOC100145486	yars2	tspo	LOC100491917	selenbp1	srf	ssbp1	srfbp1	LOC100486968	LOC100145442	csrp3	glul	ucp2	LOC100496873	kpna1	fstl1	thbs4	foxk2	rab40b	rexo4	LOC100492849	tubb4b	dmgdh	nup50	arhgef10l	nifk	utp6	tkt	ubac1	enc1	pecam1	gdap2	dap3	she	tubb1	rpl7l1	rrp8	ppfibp1	LOC100485959	LOC101734006	atp2a1	tpm2	hsp90ab1	LOC100494786	eif4a1	cox7c	LOC101733439	LOC100498239	nop56	arrdc3	svbp	slc29a1	rhobtb3	glrx	ccdc93	bhmt	slc25a34	LOC100498595	cd38	LOC100486877	gps2	ndufaf2	LOC101732337	LOC100496633	ccdc115	hint2	LOC101735083	LOC101733291	spcs1	hmgcs1	rpl37	c1qtnf3	eef2.2	c21orf33	dusp27	wrb	psmg1	cbr3	rcan1	dnajc28	ppargc1a	usp25	coro6	blmh	serpinf1	filip1l	cenpv	LOC100485835	mtmr4	slc43a2	c1orf194	apobec2	arg2	tuba3c	trim63	fam110d	tbrg1	znf593	cisd3	cep85	LOC100490835	fabp3	slc30a9	LOC548945	sike1	csde1	ampd1	olfml3	dpt	maoa	mid1ip1	slc16a1	rasl11b	meaf6	dnlz	fip1l1	gja4	ak2	ndufs5	pabpc4	aldh3a2	auts2	abi3bp	zdhhc2	lims1	pdcl3	pdgfrl	fgl1	aff3	col4a2	pdlim3	slc25a4	dnajc15	nr4a1	prpf40b	coq10a	LOC100493542	rps26	ddit3	tspan31	ctdsp2	mettl7a	hpgd	pfdn5	krt8	postn	spg20	shisa2	sln	prss23	aamdc	ccdc90b	dgat2	ndufb2	akr1d1	mrps35	etfdh	anxa6	myoz3	ndufa2	faxdc2	ltc4s.2	ccdc69	sparc	tmco6	tgfbi	fnip1	leap2	adrb2	tcp11l2	hsp90b1	lta4h	rps16	lum	dcn	btg1	nell2	capza2	nampt	celf2	pfkfb3	tnpo3	cpt1b	tpm1	ctsl	LOC100496172	ctsh	sord	mapk6	fbn1	sqrdl	nmrk2	LOC101731107	rpl37a	synm	ogdh	pgam2	camk2b	rassf2	tacr1	mthfd2	dusp26	etnppl	uaca	mak16	tti2	gpat4	ank1	ddhd2	ephx3	synpo2	chchd5	mrpl4	keap1	gadd45gip1	calr	adh1b	adh5	pdlim5	hpgds	rchy1	dnajc18	pacsin3	rpl36	cry2	lrrc14b	caprin1	mob2.1	tnni2	tnnt3	tssc4	tmem258	gpi	dok4	cyr61	rpf1	pnpla2	rarres3	actn3	LOC100124841	mrpl11	lrrn4cl	stip1	slc3a2	mta2	pygm	rna46612	rna46614	rna46619	rna46623	rna46628	rna46632	rna46634
Lmus1	17.94469634	7.202165199	4.503199721	2.638913502	8.332456807	344.2863063	11.45278696	6.578358586	11.77659525	22.18064189	1245.495143	316.3850318	14.08843026	6.030728998	582.5081878	7.877443224	61.48993951	4.998062127	94.28251413	31.75407674	10.1608651	9.707923004	23.90643451	262.3684979	9.496279213	6.883217614	22.26858904	327.4349539	10.01035012	2.72445174	15.71547135	391.379689	14288.39165	130.2145136	111.083966	11.12651165	15.03855645	4.927615819	7.360486013	28.86264654	3.715629958	6.696902373	475.3995725	15.85120517	23.60210815	21.15855467	524.8367919	9.806232612	8.774421337	6.151046484	6.615165482	17.30729263	124.6628827	12.77243726	8.991152775	5.655041814	7.595891491	9.049205114	8.618528265	12.74617397	29.98040942	4.402228246	5.197408648	13.15247778	11.70986411	29.4243071	3.582160053	11.78962479	7.576970896	3.180456919	40.30225048	15.02452492	178.5353254	17.17656591	86147.07451	30.2439522	8.522346734	38.65217851	18.14138615	10.11826915	66.29849534	38.36712811	32.48033042	4.805851465	166.4624588	17.14312709	174.5124981	3.565633363	756.5680059	211.1872151	3.683087089	3.790808247	9.576418402	2.873253694	38.30898373	6.17806891	7.609230484	101.8002703	2.768865107	4.654213568	20.25844926	5.85847674	12.00121594	200.8678802	61.00897076	4.049622829	11.54324847	3.574231778	32.14113743	5.402965147	11.61956207	21.93605334	3.00189313	1228.942827	7.813975672	3.856407815	445.6039846	52.49338862	81.62123103	74.02117721	11.70386981	9.42595095	17.41965398	11.15096671	10.98601492	13.28034044	25.13956041	6.539029677	342.1509831	9.817234038	540.2337267	11.92741688	21.21596343	83.75576513	23.31716007	76.9820243	221.13628	4.837432818	1487.866758	242.2315501	5.424980242	31.44502302	3.369544726	5.995710323	15.00660094	3.531886087	117.415768	10.56253043	4143.041787	8.102321987	52.42017016	11975.88321	36.66377239	14.48387825	73.78217376	477.3412902	15.69675285	7.534403643	81.31823589	79.49030474	2.93265964	25.80233464	23.46238711	10.87986784	17.18051836	201.7800675	10.58644902	23.35681425	17.49251306	3.958915253	8.543045515	15.01723031	41.29402018	91.64332719	1454.168494	48.2950535	12.74855421	478.7136018	21.81858354	8.966852244	10.5612221	96.71115807	12.39579757	9.804048171	279.9213647	3.166108249	23.61928283	9.686584099	8.008818978	759.6659088	8.493310813	288.8812107	72.94600307	178.9627931	8.787160127	15.73417303	19.08480229	47.19878441	7.288898616	163.3668847	17.26005441	8.529211833	206.0249715	860.6607319	12.81721894	30.58879333	16.12549572	77.36611477	10.04583079	325.7625012	20.83508923	9.655460701	1588.689224	6.750315175	20.1625926	8.070311752	13.26016782	993.1557544	4.959095457	744.5258195	13.37642281	12.70910585	17.35443933	6.357378426	245.7700744	8.566950559	7.23125965	33.28759124	13.46083506	205.1483718	22.38040651	7.077820111	11.04072902	50725.82937	5.952333883	5.389804039	63.0978067	66.09843594	9.408704312	6.88224863	7.763289852	4.387304063	22.05688767	5.262793908	129.2267147	2.773388868	33.7211999	4.875674053	3.647596702	894.6059283	4.373803233	5.292050338	42.47855401	9.23795775	5.196096814	150.1635995	4.966597537	11.02677108	5.629408747	16.02617449	143.0806671	16.99085875	30.19451245	13.2432987	5829.218643	36.51188456	498.376532	169.3357137	21.80352302	8.71439655	33998.4516	30.33988508	42.82481942	7.941614451	8.72610066	5056.075368	13.63572422	10.57051688	17.82859227	12.88085052	683.8882793	3.450745638	6.091869823	1394.18693	39156.64904	195.8380621	77.45348027	944.6656336	6298.070051	7709.887397	386.8715285	179.4731839	26.45373981	162.6845044	319.1313287	10.00472565	13.75841424	17.06110043	204.0652051	63.72248565	9.663611311	16461.66095	3.928236007	3.993268445	25.80165596	11.9670064	11.34697259	674.4179516	33.86371117	28.64791902	39.11536552	11.35932611	7.07329942	83.33006369	27.15937656	9.20898694	180.9305267	2.559492866	42.98441129	13.78229204	4.47521997	33.08437634	11.98218653	7.738944846	28.04930972	418.4668993	23.68800375	1539.419685	1345.440771	13.4199944	4.09298054	4.568312772	6.820589252	24.16224202	64.14277376	36.10980006	353.1531939	15055.2462	9.208933858	9.999324696	142.3937773	13.52168886	8.828775657	3.783495346	27.18075519	6.739591967	51.58303566	14.42312531	20.4348609	12.86179601	21.73443761	8.671896549	3114.595639	199.6060115	36.06638146	16.30368459	11.04887566	85.77408472	155.6875305	25.26658599	374.2028108	9.112918442	4.070157228	197.009834	329.8862985	231.4458102	15.87572096	5.700376396	4.887613942	25.35753325	3.776145104	4.620719307	1815.245787	19.12302788	3.903288037	4.693698785	23.01748098	10.8438613	8.880535781	25.75769829	3.194856626	20.67999004	13.61612106	23.8660054	5.126052759	19.41403911	8.269146064	12.84157964	7.493345825	12.71618056	4.072296385	6.284317999	16.85823625	15.22182421	3.393757024	73.22497603	14.38548026	5.100508019	80.48298419	43.73918266	5.641946406	9.947114798	2.958906594	82.22484678	11.62093744	9.625552676	5.781691552	12.9821037	8.958860487	3.699564851	4.557404601	29.59004002	9.529333299	11.65260316	2.905455005	11.02714879	5.368653853	5.460217535	21.71484379	3.129502416	12.15541208	11.57424668	68.61597485	2083.606654	2260.895414	280.2733914	29.08988925	27.55721354	461.3141815	8.395106858	30.47980837	7.668144073	4.320992459	24.64654586	6.594292076	10.33332727	14.29934561	6.08961073	315.4928665	12.82827562	23.43841915	6.889471149	10.6923565	4.935191771	9.635281887	1078.127189	18.71293993	9.614540779	23.62930073	30.95450466	38.25222276	12.32617275	9.559670585	423.6841742	23.8624452	637.6976156	42.75983917	18.96308419	5.209827966	6.703555476	2.442476646	6.739270752	4.401201773	5.893605062	8.585319452	13.90208548	4.346968759	66.07233496	7.761723269	2.877759277	161.2981505	6.283605503	12.46038912	3.50764462	102.2301952	120.5427188	13.0481343	110.576419	5.04790088	4.635154544	185.3265228	9.465617629	10.04863686	32.74052607	305.8998446	10.50395546	3.535805157	14.61820887	14.54244075	256.3851716	15.1337337	22.25077477	20.91633438	28.29676205	10.6868595	4.170059522	11.36117234	6.71565711	10.45523581	7.350043961	47.47116405	264.0004408	62.7055921	6.252840059	5.690227778	30.17583217	21.67929515	31.33681005	12.37026573	20.24708692	9.52968363	12.70228801	18.72532206	265.213638	4469.186193	6.849256873	50.61879935	5.531823286	15.21450373	2269.674867	1295.722371	4.079907405	11.67727955	8.45915851	8.408679016	3.483767192	46.17663395	14.60994505	45.63602187	7.554043462	10.59888432	11058.36985	8.197594911	30.93432606	5.02298124	16.55431024	104.2131804	12.94290555	19.00453356	29.61180142	59.20168067	513.022918	29.646402	7.222165111	12.11206102	10.02023504	662.3396247	9.035128964	43.90661102	9.519147068	15.33434586	4.604612503	14.63081017	8.374418428	3.616114861	857.5074025	48.55705238	48.4928486	44.71736317	7.611411672	261.1251558	20.86442718	8.708258509	6.871848031	8.247322348	65.23949879	4439.601132	5.748284842	3.24146816	52.06445477	6.045027252	12.46585017	18.89401209	86.40867653	171.8991203	41.64601912	943.698866	23.69826383	62.97274403	3797.010956	20.95841026	4.47307977	4.399727926	108.0737716	5.346994853	116.4081678	23.11073181	6.972808622	6.271202341	14.99246536	108.1822599	4.719146739	3.052334247	38.65348608	4.606755797	18.91094398	9.148743889	16.64789171	21.16407968	6.41106162	19.19742145	165.475853	53.59461866	14.6261566	30.46052311	57.93936562	1197.88745	7.660219791	35.63193858	8.614047838	16.22599153	9145.746447	10271.15806	7.835924105	11.74585755	1650.026056	5.839544586	57.18653465	13.27701966	11.90967528	18.94526293	1857.938315	28.29111888	10.66434053	4.685927009	20.39922832	17.89007017	6.312550445	2605.151095	1062.909208	1909.202028	264.1507752	1214.480192	91.47270661	877.3912675	5379.196979
Lmus2	16.10056758	9.93838781	4.431629393	3.646448593	10.68280013	459.5409064	9.856567932	8.726788637	3.489270448	16.69508182	1365.316081	176.7696598	17.73602914	16.56903739	621.6116402	9.506283992	49.65207068	3.616840638	107.7213658	26.84924784	16.67906316	17.26783714	17.23983095	241.7499503	15.4680642	8.314372988	51.35114447	394.5251891	11.05781058	3.763078879	13.7561439	545.5070642	16892.66808	102.6768439	88.04845712	6.200136819	12.5919878	3.762009128	5.167961661	23.80611969	8.238400421	5.645312102	495.7174264	17.60237234	17.84402704	12.97312724	377.7456192	6.829337634	10.29719881	4.108456606	4.840790961	10.97927002	128.9307711	12.23347053	6.358305693	3.952915701	8.015998927	16.37475194	6.32811632	16.14585981	26.024232	3.3377578	4.15595111	14.45901223	14.44680192	22.05774371	7.111187106	5.692678075	6.066621661	7.496734508	38.66685894	13.65548994	219.622281	16.75504025	72370.07439	21.29509951	10.16734072	29.35464023	28.25351958	13.56000371	55.09959124	32.44431426	32.26487943	5.128108929	165.0422971	34.42164245	208.0062575	6.147013221	766.631736	162.582232	3.893943292	2.574475076	11.80749395	4.051064223	26.4317561	4.555638564	12.10166648	69.7013739	3.499799272	15.29822635	19.11834832	7.733952009	7.010535604	335.6256044	95.67540225	4.707726191	10.44944819	3.92650364	20.9214357	6.307390642	23.20531565	33.79593457	4.584923613	1695.718836	4.531151219	3.45205446	616.1037627	30.76167655	112.3562622	87.8378099	12.73968025	7.602213614	10.52351644	8.548060351	10.96877622	14.32235812	20.98131305	8.016378886	754.6497512	7.434447837	688.3984587	4.533968134	18.20773339	131.0187463	28.38606679	46.23805698	279.6300934	6.469465997	2077.49767	350.6318432	7.359880605	62.04287829	4.839203101	4.858903535	12.60641138	7.134909547	115.6278836	7.575885914	4526.072083	9.050397476	57.89425405	10451.85116	64.78794912	13.61024736	73.00299161	691.2551629	15.93518459	9.307796118	41.84765372	123.2662215	2.062906044	19.7833485	22.12151166	12.05755969	19.9508083	262.7946475	9.165057008	24.5556271	17.74493009	4.503331976	32.022747	21.24925249	43.74930231	49.41587272	1465.697147	71.25859213	14.14433951	416.1842688	24.20504492	8.031173482	18.7981909	100.1222507	12.01292808	4.498428166	181.4922502	7.316187168	21.18089263	9.744869515	14.68416317	1014.581253	7.105947284	352.0569352	116.1970193	260.6401488	7.382051783	24.78285686	22.43542751	69.26374609	7.825052471	196.022936	54.44101362	7.786861151	230.9748407	1193.988215	9.6648542	16.10456991	16.82789742	45.81475446	13.0435396	305.5915629	12.70427293	15.11130269	2226.151656	7.806879794	7.68552857	11.74536741	4.524044636	1229.994402	5.455498524	1110.095942	10.30520976	20.21247227	54.54211034	5.83090383	350.6522481	7.741663105	7.877990337	40.16299793	23.72556324	287.2027201	14.61281767	14.74767444	14.3740925	53778.1391	6.865937974	12.84938921	58.04748604	59.73707436	6.994089753	5.454313099	7.35076514	6.119592707	27.62556193	5.197288051	276.2957858	3.709063393	14.96790838	26.42363026	4.011297434	925.3770802	6.14188992	4.883447749	54.59727183	12.28177627	19.33871004	179.8586657	9.639301531	8.33015312	3.253901787	17.57707891	180.2034018	10.66742086	19.46040426	9.004781682	5446.762779	93.54787743	578.2162921	203.4636171	41.38406799	8.328161213	35493.65936	16.28629893	27.80995966	9.563825455	7.96200387	4242.084136	10.63528695	11.40100769	20.54654479	15.1767988	704.5604801	2.792235026	5.070952142	148.6617177	37620.10091	205.080528	34.83307492	359.9266458	2520.072214	3271.115148	249.271835	99.69859371	39.74493912	168.6143432	420.4490176	16.61880819	18.12665536	11.83652905	127.2701475	116.4569342	10.31922169	15333.17837	3.310981037	4.758523257	26.7276471	6.147139082	7.838557678	160.9229553	20.20396534	24.22165984	27.94553393	19.1289843	7.094745055	120.4157734	30.58719602	7.373837221	151.7619454	3.136462975	62.56717629	13.6957259	4.701695414	32.29976038	7.363456674	8.6636621	31.56188818	740.5835242	11.31991602	2707.393657	1860.632549	14.69506842	3.582154111	5.974781823	7.140340547	29.71293167	78.25782044	38.17904261	153.3372482	19768.01598	8.973779581	7.297552985	266.4730231	17.99787643	8.208086537	3.794966578	39.04866455	18.67373472	91.96459553	21.48542819	21.64832425	14.90758171	29.65486685	9.717223686	2532.046202	248.6935579	38.75971246	10.63305991	8.901649513	133.3381413	182.2742615	33.18657503	342.9590129	13.21353834	6.083721906	174.4138233	345.0269335	113.3223303	16.44881702	3.711463149	15.31717032	18.34576002	3.998015943	4.921413194	2481.954603	12.42366158	5.191792841	5.952168233	18.33532546	19.87459679	7.136864617	22.34284233	3.662335035	14.25872322	7.853007281	15.51503351	5.405266023	13.22562205	7.595936267	8.705179322	5.768142911	19.45326477	3.551863685	3.492951092	11.88345264	35.44154595	4.796611122	105.3889463	8.259765086	5.005356703	46.05291771	27.90125415	5.443240985	12.265395	3.623123479	73.56819209	7.025099767	6.502794013	5.08620215	8.560071252	7.887731283	4.189592143	6.484757158	28.69725225	9.284388127	16.90011912	2.706102373	9.916383999	6.976826854	4.486994292	24.99828198	3.50293176	7.796120508	10.21621814	51.30997358	1601.800594	1929.398891	202.1131388	20.2590213	32.8087263	590.1364254	6.933346748	14.81496303	8.018686554	3.706913523	32.66450046	18.51999913	11.41651578	13.19528399	5.377760721	236.4779006	12.49802973	57.1239178	6.41676233	8.843235366	4.207631621	8.392851123	882.1254559	25.13677451	7.397900128	25.00160423	27.39560828	65.18678913	13.4453548	14.5661361	540.0580951	17.89003741	521.4267108	45.18871336	13.31440504	4.685041952	4.21028005	5.866822744	7.493789104	5.738909589	11.30736073	9.374562643	10.15561296	4.195958705	55.33603926	13.27114594	3.29059221	100.6964256	7.159644618	32.36902363	8.404778798	106.4295135	133.2115992	17.40831241	76.51401571	4.14659086	4.812338037	213.4274416	8.826374698	13.23554867	27.20594367	743.6703364	14.26848688	5.246512802	17.00431539	17.0624227	204.0561549	11.60687627	20.00043033	17.29697448	21.47590451	8.140012873	3.563043112	10.5190324	8.281989841	9.168577622	5.906009149	65.11308879	355.9262091	62.90891789	6.953515321	3.782551643	17.10091881	21.88121504	13.73204784	11.53339816	13.52552466	10.50810431	52.37432265	19.7402547	524.1700305	6701.337117	10.01212688	41.50345554	3.911759685	29.02962478	3397.67524	1730.92415	10.81530438	12.6966252	6.526773808	3.623570797	7.626754333	49.31690555	7.735022131	36.86342933	7.483863789	5.59925568	9769.743225	11.03939954	41.20126915	9.834862937	45.61366965	148.1465388	22.27416373	17.49885535	77.37744795	46.88799279	378.3012111	43.79876804	9.114781426	12.00328933	14.2248631	522.7597907	9.294895074	22.38785302	4.37648007	24.60934124	4.719415504	12.08543373	10.06313745	6.534995082	1144.244246	39.50663477	33.22089428	48.87278154	7.585549786	237.6173533	19.46940012	9.067410197	6.751728223	7.070058661	90.91029648	4448.200784	3.490805919	2.451796993	61.64803197	8.008205053	20.55872599	14.54430105	205.0522263	290.7974316	53.57412179	1229.752235	13.68506352	63.83373474	3947.088655	15.50698328	10.8004227	2.375268696	72.15678805	5.965813951	108.7282748	14.26595736	9.025975469	6.390060786	21.56141381	85.40312115	4.642426809	11.6646528	19.08372939	6.704578592	23.9191208	6.299727786	13.46839065	23.67662569	6.185060498	23.79479389	145.390322	44.27948371	16.70464707	55.50165722	31.51110644	1709.903285	7.751041208	24.77429846	5.782522806	15.86241085	9627.519136	11690.47893	7.329815753	14.82611952	1852.379115	3.862389218	28.49978857	11.86740988	74.23817942	13.82893932	1680.69977	37.27473511	15.45075118	4.809439786	18.81871632	52.20377939	5.476606078	2268.296729	1112.851765	4389.527558	414.7476478	2188.078053	135.7526161	900.6483909	8398.901871
