mt4	maf	cdh8	atp5i	nqo1	alg13	tubb3	slc7a5	ca5b	rps15	LOC101734235	ipo13	pde4b	lrrc40	cnn1	uqcrh	cmpk1	scp2	lrp8	med16	cacna1e	soat1	lmo4.1	pmm2	rrp7a	c7orf55	rps28p9	shisa8	imp3	angptl4	cbx6	rangap1	c4h22orf23	gcat	LOC101734421	LOC733778	LOC100487499	atp2b2	acsbg2	manf	rpl29	impdh2	lbh	ehd3	cdc42bpa	LOC105947467	adck3	ifi30	degs1	lyplal1	slc30a1	tbcc	chac2	sec23b	cfap36	efemp1	xpo1	sgk1	kif26b	ctgf	uqcc2	slc8a1	morn2	tpgs1	cited2	cpxm1	amd1	isyna1	LOC100490489	kxd1	uba52	sh3bgrl2	c19orf60	klhl32	hcrtr2	khdrbs2	pigz	eif4a2	fgf12	LOC100496614	gtpbp4	nppc	pcyt1a	rpl35a	rnpepl1	dctn6	ece2	polr2h	elovl5	irs1	serpine2	LOC100489354	slc16a14	gk5	tf	odc1	pdia6	mycn	cyp39a1	LOC105948523	ephx2	c1orf35	higd1a	zbtb47	ugcg	naca	hsdl2	insig1	ptprn2	mtpap	otud1	cacnb2	slc25a40	bet1	kcng2	scgn	cycs	znfx1.2	mfsd7	dgkb	rnf144b	cap2	tpmt	jarid2	rnf152	cdh6	fam134b	tmeff1	vopp1	upp1	ttc30a	eomes	slc4a7	lrrc3b	ube2e1	rbm22	eef1e1	gcnt2	mak	smim13	rnmt	penk	pmp2	ralyl	c6h8orf59	calb1	frat1	spag1	cox6c	hrsp12	rpl30	laptm4b	LOC101732809	enpp2	sqle	fam49b	tatdn1	them6	eef1d	gfra1	lpar1	fas	atad1	phyhipl	jmjd1c	plin2	htra1	oat.1	abca1	sfr1	obfc1	usmg5	slit1	sfrp5	cutc	lgi1	LOC100486481	pank1	LOC101735189	dnajc12	scd	ddit4	cxcl12	srm	LOC100496187	st3gal4	ntm	LOC100497588	LOC100495918	ppif	kcnma1	hepacam	LOC100496074	cptp	mxra8	zbtb16	LOC105945173	c11orf1	sik2	LOC105945213	samd11	scn2b	hyou1	thy1	sc5d	rpl27a	ptar1	fam213b	mamdc2	atf5	ndufa3	sult2b1	rpl28	anxa1	prmt1	polr2l.2	fuz	gal.2	LOC101731497	rfk	hspbp1	pitpnc1	cdknx	cpt1a	rps9	psat1	LOC100488682	LOC101731355	cox6b1	gramd1a	alas2	pnck	gnl3l	fbp1	itih6	srpk2	hspa5	rpl35	aaed1	anapc13.1	tmsb15b	rpl36a	dkc1	cradd.1	gpr83	cox7b	diras2	endog	LOC100486534	tenm1	irs4	acsl4	rpl39	sh3bgrl	tmlhe	lpar4	LOC101732341	slc7a8	twsg2	slc1a5	opa3	gabbr1	thtpa	LOC100217322	atat1	jph4	LOC100487364	cfb	prrt1	LOC100494762	gltscr2	meis3	slc7a7	gstz1	ahsa1	cyp46a1	ndufb1	chga	abhd4	gnpnat1	gpr137c	hsp90aa1.1	cdc42bpb	tnfaip2	adssl1	tyro3	ttc9	LOC100489116	brms1l	ryr3	akap6	sdr39u1	c8h15orf52	chp1	mta1	crip1	dnaja4.1	znf397	txnip	isg20l2	ubqln4	sema6c	uqcr10	MGC147490	pisd	ppl	epb41l4a	rai1	nt5m	LOC108648912	gng13	caskin1	trap1	c5orf30	palb2	nme3	LOC100490582	crym	aldob	eif2ak1	snx8	gde1	rps15a	LOC108644440	hbd	hbg2	hbg1	hba1	hba3	hba4	hspe1	actb	atp5j2	idh1	slc39a10	nrp2	trak2	abi2	c3orf70	erbb4	atic	fn1	lss	frzb	cit	gpd2	cxcr4	vil1	LOC100496109	gatc	dynll1	rps21	nt5c3b	mien1	pik3ip1	rpl23	mrpl10	gnaz	c1ql1	psme3	ezh1	tnnc2	hlf	fasn	npb	LOC100489067	rpl38	cdc42ep4	dpm1	ncoa3	LOC100489249	romo1	mrpl27	ypel1	mrps7	hn1	c22orf39	ubald2	LOC100497165	shisa6	darmin	aqp1	dnajc19	LOC101730957	tyrobp	ulk1	nr1d1	crebl2	cacna1c	LOC101732039	ubc	fam101a	znf395	rps13	pi4k2b	col1a2	sgce	pdk4	LOC100495637	LOC100487110	fbxo32	eif3a	sidt1	rps11	pde12	bcl7a	LOC100495491	pcp4l1	slc6a13	unc13b	nos1	naaa	LOC108644448	rnaseh2a	serpinh1	a2m	znf268	LOC100145486	yars2	tspo	znf608	srf	srfbp1	glul	cdo1	LOC100493190	LOC100485142	cenph	LOC100489231	cox17	foxk2	rab40b	sorcs3	hdhd3	tubb4b	nup50	efr3b	nifk	kcnt2	ubac1	smox	hexb	kdm6b	dap3	LOC101733774	rpl7l1	LOC101732705	ppfibp1	LOC100485959	galt	LOC101734006	scara3	acot12	hsp90ab1	LOC108645628	nyap1	LOC100494786	eif4a1	cox7c	cfh	LOC101735145	bhlhe41	nop56	arrdc3	lmo4.2	atxn2l	svbp	gripap1	gripap1	lix1	rgmb	nln	cd38	LOC100489443	arap1	atp6v1a	tmem86a	hint2	LOC101733291	LOC108645589	ddx18	keap1	spcs1	hmgcs1	rpl37	baat	lipg	hdhd2	eef2.2	c21orf33	lsamp	rcan1	ifnar1	synj1	robo2	hspa13	blmh	pacrgl	ankrd13b	dhrs13	LOC100485835	bcl7b	mtmr4	gdpd1	arg2	znf593	LOC100490156	serinc2	fabp3	uchl1	cited4	LOC100037835	slc30a9	rab7b	gabra2	sike1	mid1ip1	tbl1x	slc16a1	pigr	rasl11b	meaf6	dnlz	fip1l1	rims3	ndufs5	mfsd2a	pabpc4	ypel2	aldh3a2	paics.1	ppm1e	psph	wbscr17	auts2	gatsl2	gtf2ird1	zdhhc2	chst10	pdcl3	pcid2	fgf14	nalcn	pcdh17	fkbp11	prph	coq10a	LOC100493542	rps26	naca.2	mars	ddit3	tspan31	ctdsp2	arl11	pde1b	LOC100145274	gpm6a	npff	hpgd	pfdn5	krt5.2	faim2	foxo1	hsph1	LOC101731996	sln	endod1	spock3	hephl1	vstm5	msmo1	rab30	ndufb2	LOC100485192	mrps35	tmtc1	fnip2	anxa6	ndufa2	ublcp1	csf1r	sparc	anks1b	tmem263	tmco6	fbxl21	cxcl14	kcnip1	fnip1	irf1	LOC101731765	neurl1b	LOC108648193	LOC108648195	tcp11l2	hsp90b1	rps16	krr1	slc38a4	dnajb9	cav2	cttnbp2	smarca5	pim3	nampt	tbc1d9	elmod2	ucma	celf2	pfkfb3	ucn3	ctsh	sord	mapk6	nmrk2	LOC101731107	pde8a	rpl37a	abhd2	LOC101733518	nefl	sfrp1	elmod3	ogdh	npy4r	slc23a2	tacr1	mthfd2	col25a1.2	mak16	slc39a14	gpat4	ank1	ddhd2	manba	keap1	kri1	smarca4	gadd45gip1	calr	slc25a23	per1	adh5	hpgds	ccser1	gprin3	fam13a	lzts3	LOC100271753	rchy1	LOC100498069	gstp1	pacsin3	cers4	fjx1	rpl36	cry2	lrrc14b	shank2	caprin1	atcay	fads1	rab3il1	tmem258	LOC100490391	plekhg4	mmp15	cyr61	rpf1	slc25a22	pddc1	LOC100124841	npas4	fibp	snx15	LOC101731863	rcor2	stx5	mta2	ctsf	nrxn2	rna46623	rna46628	rna46634
Lbra1	456.0236399	11.45852987	32.43166423	110.7597253	30.47281496	9.078773918	542.0093582	25.22572894	31.19150254	666.3531768	6.397734591	14.07349122	26.17464339	10.87476969	13.74286533	43.31955694	19.8859399	38.21494167	20.49230061	8.92507693	36.46626717	13.17803771	43.40150823	10.4929777	6.341417062	15.52835799	154.7421094	9.126666908	9.936283632	8.894517208	33.11305906	15.83627824	13.62623524	21.49039806	46.58377429	36.50377748	21.08516439	47.8635271	46.64521509	18.99539774	193.9073568	34.12476981	57.09283455	20.72432962	14.39884008	16.53830157	23.17151564	22.4302667	34.17738939	6.518548063	18.31987272	7.526648614	9.335195001	41.04398979	26.10074207	20.71841222	23.67048576	35.46047087	12.9969277	8.416369335	5.357737552	14.91690941	7.740788324	11.85849399	15.76943877	9.870066731	221.90774	102.529176	3.503697582	9.373890742	369.079635	14.27639308	51.07183522	10.95946734	13.25329476	20.78926886	9.605966666	108.1062566	25.40141643	2.393338697	46.52472003	38.13725452	23.66566869	128.963836	8.355257811	35.52618592	35.92059512	13.82471084	53.73430566	7.268899392	235.6986376	11.67979208	9.702906043	7.971431106	611.3187192	38.09480712	48.97851162	18.00717265	75.24793378	21.03021608	9.653345492	5.650414238	62.52448146	17.30600962	19.86019086	67.65794516	22.05385498	35.81087858	93.08198127	13.1373666	10.0662177	16.79811037	8.255540012	6.612978922	11.1713217	76.97031413	71.42182116	4.721924877	9.602344791	27.36452356	7.783227128	21.8731084	25.9217282	56.55173353	16.01733822	28.58718854	39.17283532	66.9616617	50.73652039	12.88535337	19.9148267	7.024637249	17.80753752	8.878970165	124.0674249	28.02570889	41.88090622	10.28929571	9.708525174	28.084537	34.44259855	300.0718478	23.93194641	146.5438014	25.34170755	16.3173549	9.254208125	13.61274764	77.84508987	12.57991817	576.2834782	134.7724232	69.14032746	49.78211546	22.27895988	44.76896422	8.026876781	63.96281675	39.81279707	20.69561981	13.88880734	10.20139793	12.44572409	84.03452999	9.628023814	35.9328228	16.91263209	103.1802899	6.538871709	6.361555073	4.289554398	141.6371308	45.1058548	16.90456492	6.556158878	121.1205317	11.64593565	25.59196916	11.41170434	55.18533997	145.4674517	19.46006818	38.4674556	11.36892723	10.96539872	18.12929659	64.66831363	19.81922467	106.4347311	13.15745554	22.93724918	60.57937593	9.408847676	9.201828568	14.56109857	6.616702895	12.58274498	9.283356641	12.85083384	10.74233093	11.18108351	177.2018671	10.07909277	100.2071575	41.95607061	409.6499615	13.26040044	12.92547848	6.624997505	7.005274282	71.42543214	16.5788075	422.6263399	11.99321156	122.0889692	28.59854753	7.257894709	129.8788897	7.896595765	55.00135893	11.95854928	17.76421539	16.16009489	22.33546585	141.5633624	46.10467345	399.827473	16.16938745	214.2161617	28.29829309	35.3473061	89.42942122	15.42501064	4.109957138	20.34216232	12.8572927	74.22878353	877.1818092	15.93018359	12.23618633	13.54008788	771.6183161	20.0872383	10.23087839	12.76319679	198.1930364	86.64191263	12.73610755	16.63694381	15.99672779	15.75004154	23.49316111	140.5350175	60.25313859	10.13869596	27.91038158	4.966442113	44.78926626	9.165478108	14.11581908	8.230439134	168.6816887	13.94256762	14.07781166	51.93119072	22.9864224	97.82299606	3.398219462	328.6982148	12.8105777	41.80696995	5.163711509	9.404034053	5.712755015	16.44766552	9.971673024	30.7150446	95.20125452	11.9998765	15.51512636	18.39782148	58.64256066	22.12166899	28.76679674	9.644784908	24.20889948	20.11993381	5.145120583	22.4646227	13.59828265	12.20420581	6.152128564	61.78767047	38.31830497	26.42053409	281.4624983	14.68399186	8.852370931	33.31451344	17.53853374	26.21215942	10.21312786	47.4645206	24.30702694	12.18665714	10.92136978	9.71182442	11.59870032	11.15689895	4.731126175	13.76483114	20.71960461	23.01433657	22.7068717	9.140234012	20.717877	7.283316294	20.58018283	9.543663426	8.295779466	10.02898194	15.72484103	225.1500606	10.61893929	36.35607625	475.3527364	2717.95693	3371.106384	162.6721067	71.64060499	38.0838438	1447.56956	83.7514469	24.87120338	12.96301145	23.228912	24.96751603	56.03044995	6.643749974	7.832818857	31.0658732	32.38804125	20.70347759	15.23351176	35.28915118	12.90290425	21.83554386	9.496399432	8.073198731	10.37147911	282.5000806	223.0459127	18.52237305	6.695762899	21.73806638	532.0124986	7.089714305	25.91535913	17.6678221	30.13421959	34.10050502	4.908683879	12.24314592	63.39120377	29.52222733	7.590021717	106.9155663	27.43708821	39.27484372	18.74715339	5.482699361	44.64781294	12.83005888	19.00672819	19.400822	130.0259046	21.70823829	15.82772692	23.86726547	37.99082983	47.37150191	55.32884252	60.20408388	12.94486925	7.17123173	11.23038291	29.51862002	15.66934875	8.915374347	11.73227201	718.8428051	8.082760564	9.613479208	152.3727862	14.62530724	11.74993071	24.06309453	9.306459709	16.26936816	11.005591	15.2371243	30.85851677	49.95401153	886.2135278	17.33474657	9.588888236	12.73628644	38.06236209	38.01872134	5.36795544	21.92513242	20.44859788	15.95282789	2.492556474	4.097260794	6.939011478	21.98860214	25.32835387	5.576420718	26.22173141	15.23000488	9.231126527	7.338285602	5.816055564	36.5845512	11.22573582	3.194901676	8.440600902	10.01703353	6.767668487	13.09176723	65.45228571	17.06459955	5.132622529	136.221942	21.59315229	20.32619231	11.92448543	13.36248293	18.85830491	28.65463143	13.26821001	50.02291538	7.218965305	7.485346926	20.8503087	7.770069402	10.43785085	44.34622114	5.928644013	47.58146448	8.405385667	17.06911388	631.6352234	14.13644045	13.69667627	6.249938988	113.4727065	94.95380235	34.56876192	4.164627929	9.160743291	14.6146555	6.907485349	9.694507634	8.832532258	32.67077102	11.91437027	13.23876016	7.702071893	29.71518306	9.001885427	20.52739398	11.38598299	8.197338455	100.8209457	9.563538431	18.95498712	8.349720861	32.05164893	6.463758441	9.766751898	23.23639424	93.56254923	173.5549122	12.91396168	5.405187673	10.25077338	241.0252182	21.1229078	84.66778618	39.59594189	16.02860794	33.38693117	22.89379825	10.08181591	18.88944546	7.211291393	24.63040177	15.94012995	243.4558677	12.29749683	43.3323171	16.61965092	15.86824779	82.08428816	14.31741008	15.2367876	134.1998593	168.3213233	11.78996643	39.07522877	43.26991878	9.546068401	121.7427691	16.04021735	105.0865666	17.15623139	51.29802407	8.415674422	24.98533828	23.80992301	17.30961363	22.78067975	23.08951598	97.04887946	13.07735906	8.591284038	12.40256264	22.41894764	13.38013629	75.42237568	17.1498416	49.60497078	40.73685963	10.94479461	12.49036112	73.55661068	23.99630354	10.32278977	7.773316574	17.76873863	17.17512957	56.32504113	12.12648947	20.48607389	12.17420446	833.234114	694.4603233	184.4848851	11.10871493	9.974327182	33.19160786	14.26753782	8.366183244	28.54630917	8.573946101	703.641213	17.51177902	8.813157861	91.18040603	64.25857939	144.769599	10.55139191	17.01491886	8.540644356	3.700444472	180.2445856	111.4803115	9.947681204	12.15104115	43.02063209	21.83546714	31.45938135	8.808271105	18.06824842	19.39389614	8.205870796	20.53124259	7.185304006	14.06152106	9.607559188	321.4916048	16.91018122	31.38340177	7.610646134	6.6445122	60.70105349	76.91684562	7.638064183	4.405242104	11.20121375	13.94114948	33.46649252	113.0859652	10.4708568	79.54943264	590.5022072	13.26360938	38.75880348	24.07067967	8.036606329	39.81947403	9.012021666	10.65839	17.21447896	20.73370684	15.22153172	8.245609628	94.68880935	31.08326153	7.224545062	22.03107999	5.042363896	48.33484194	6.584093865	51.99507666	9.02726677	408.9946167	11.38222594	25.78533287	236.208571	4.65440521	6.489730475	18.8253153	9.337951999	18.0460051	9.27327347	25.59421923	11.08818863	9.675170332	12.77697579	26.06344835	15.44981259	20.51348754	4.255778379	16.4252753	9.181134368	18.53207512	11.95743044	232.9358248	8.741073697	10.44887821	29.19468782	47.13623229	7.437588763	14.10451163	14.04672327	16.56550645	6.306130052	12.62018878	22.82666335	5.231787122	10.76448007	9.707045152	17.27159513	529.5866873	17.51562912	12.94144975	16.59755807	18.98241575	77.52706737	13.50130847	10.5579259	77.49584674	10.72476665	6.539359347	23.56859229	10.82880887	20.15593465	67.26148756	48.64354688	28.43237312	53.9675571	11.2588407	10.0015591	14.32943362	18.69353633	25.44111675	28.00564269	71.17254199	89.3736177	157.4518791	656.9052129	1689.229535
Lbra2	297.6856749	7.467258459	31.43885093	120.1837115	27.61554171	10.52092296	468.5407461	28.98080727	42.01030091	797.7548109	5.006274119	13.34320299	30.57802814	7.072856743	13.89805118	53.86673112	23.41864216	41.70061235	19.50690906	8.49741536	37.52426398	14.63679511	49.76259923	9.751069185	6.171254283	20.2267941	239.517567	24.33570085	11.31781518	10.50645028	24.14904265	16.05335354	15.83676383	23.17244372	45.35840574	38.37975033	21.02210199	35.16104435	45.6139196	28.46097709	242.8439975	36.96859943	55.88112725	17.04643579	8.680548311	12.01512763	26.46718779	29.62371109	28.16110589	5.939270155	15.56167935	8.457934521	9.827472603	47.82213977	24.92792167	18.90667666	20.26724679	50.72461137	10.70150648	9.007373337	10.75117885	12.68876931	7.688130162	12.23457516	13.93051578	17.73263717	201.0848941	148.4585574	18.48499687	9.140515348	478.3029713	12.76952283	32.54280592	8.750886268	10.04838969	16.55766308	9.624039128	108.5168713	24.87791164	3.074501924	57.08075089	55.25898227	21.34540617	145.2981635	9.333070616	34.28297254	32.93320876	16.4057781	40.25930718	6.331159403	206.3919891	10.85762616	9.582526341	9.876765282	843.8040766	31.6480668	59.6664678	23.84036053	86.34243188	11.32031304	11.30763634	6.069423039	73.50511273	15.30118585	19.57971519	65.04977527	25.39899582	28.98660374	93.12669747	12.72106533	9.55781989	17.39024158	8.00369747	12.16419092	12.5120359	201.5467471	106.1508797	4.81257934	8.863958413	23.81247633	7.561019125	19.91752256	30.44978426	44.13488338	14.42626316	26.91208618	38.00808396	63.17200553	56.14020314	4.358586018	20.73756795	15.18215164	18.28553453	9.936464868	128.4746605	30.57609784	44.87229105	7.837307943	7.977156555	20.4036406	33.47014102	320.5862308	243.8952872	155.9404784	28.06293106	10.67882905	7.292899936	15.98940227	78.98733213	15.58050071	741.4737623	138.0532184	71.31615301	60.45706982	23.64821416	38.9605103	7.960883488	64.95485594	47.48156819	10.35058104	6.264466414	9.528905708	14.21521868	65.29009359	8.957693375	40.17188167	8.791461092	106.4988294	9.361088577	6.801917422	5.040845759	155.4338829	43.49274117	21.3893658	9.038664568	134.984937	14.23185301	23.18197167	10.49211429	46.07648077	95.58527437	19.47307268	61.53948778	10.97798088	42.65365648	15.58502366	57.00686696	24.99690882	61.18196621	14.66810656	22.86488333	51.25746045	7.673113696	9.45943273	16.34528816	14.63416162	11.73309766	7.874398568	12.8088448	9.996710154	11.31263773	168.4092288	10.88564862	70.84954703	32.91110099	533.135721	10.9258855	13.81277282	6.526815044	8.036050628	95.29135957	14.20382516	552.7816341	16.58289936	118.75989	30.04120009	7.100025917	47.91545339	19.29967715	49.21968255	12.30909716	21.5565881	16.1790713	28.17337446	190.6567844	35.75645726	290.6805676	32.02838096	221.6840633	30.56224437	30.92902949	90.35638458	16.20392984	8.56480466	14.34187905	14.51633439	93.62340871	1293.20593	15.06207674	15.51376246	21.87217711	964.8438285	19.67577887	8.740899251	15.64831266	229.3408716	102.5465673	12.50003727	35.92310057	13.72280163	13.65818246	20.64789719	190.9323066	71.01872689	10.68788343	25.83990226	8.335183599	71.44331749	10.74218204	22.30526904	10.33230175	175.36328	12.57947543	34.11168449	46.09180554	26.29607328	79.94370016	3.408075789	315.9590691	16.11018036	44.20714986	6.280159836	10.81991523	5.785108771	19.88802684	9.990185345	63.52969318	97.39035403	11.63942901	15.63250523	14.36597148	60.18433852	21.88377423	21.28227215	12.68465158	23.61755643	17.1926799	6.057417761	19.70679999	11.07999154	10.7335351	6.590370794	63.67117231	39.53512051	24.73457643	276.8145627	20.05987978	8.732398538	28.85961039	21.98333148	23.90391972	12.92542469	58.15738355	17.52256046	11.27992535	13.91575585	11.32797322	9.385287053	8.802086121	4.075996375	8.459944009	17.62221771	24.77820371	22.55929176	7.947055889	20.05435082	6.565443208	32.77952376	9.945564905	8.837877881	8.448986988	16.45570207	297.3098368	10.3960348	19.07807226	223.4634274	1493.43648	2014.263889	143.3093424	61.06669584	39.5762632	1303.673576	99.10381525	24.77627335	9.751570912	28.05167266	24.72630963	61.17320076	7.422133619	8.599372415	33.80895351	52.11666653	14.48746008	21.46756423	31.83828735	11.24075894	25.51574053	14.54944523	13.64243212	12.17661604	393.0071335	312.2314069	18.68824782	32.96605943	24.40079462	732.0030094	7.536292264	30.7640175	15.73122735	31.01037587	26.35616304	7.456874639	12.12057019	49.89155443	6.413846123	27.42537776	184.9538736	27.78003753	39.15354684	13.57586873	9.215296153	53.15860651	12.87280837	18.59615474	21.44486476	143.1369965	34.89464499	13.25957556	23.33157234	44.53986214	1393.469007	55.6502667	78.54871091	7.792800774	6.909165985	9.651528647	31.1658073	12.50851883	8.77270104	15.50680978	604.0163426	8.071488038	7.160333167	208.9791353	17.42786634	13.22480447	24.84647437	7.656142511	24.96002325	10.89026266	16.43252615	29.13739092	54.59142345	1140.648879	21.79982114	9.059982173	12.12872972	47.55855865	63.18334447	9.29254328	24.96827325	21.28225482	19.42059196	4.243886386	6.954294123	6.484480644	14.91980545	23.34747851	6.582354395	27.54160013	17.54122533	10.23367693	8.51227356	7.609517003	37.86982399	36.67346562	6.421518586	6.948697279	7.461505964	10.03443359	11.99630423	128.0311306	18.47461442	7.462582963	93.58620322	17.70503183	20.34240989	13.95825383	11.86107695	20.48038252	16.55880541	13.42012507	30.22713633	10.18783294	4.012177585	22.2438183	7.434982581	10.16370243	37.86956766	5.639962673	24.16818133	10.68602019	13.93206845	616.5706067	21.42756688	10.51941364	17.93983689	149.4609335	101.1929138	26.38567702	7.852576706	6.784316247	15.27906607	6.318907607	17.73380636	7.810542843	45.00117017	12.807129	14.91768638	10.30364672	25.16015145	7.288495188	17.12795254	16.92644273	7.160285111	91.48224081	10.05895003	13.70955692	12.70593864	15.73343246	7.868825267	7.205945864	25.46331832	71.41393446	241.5016868	10.79641522	13.56213396	8.863323036	222.4719572	23.2684651	65.70978652	41.32484369	13.1166198	28.39701735	21.60232639	10.57559427	20.60364294	8.474683681	31.41642185	14.62011518	197.5529113	11.87577914	41.08737669	17.98933378	14.06365641	88.56923525	14.50307859	14.11871746	110.5020025	199.3223933	11.56785493	33.3097927	41.18112307	7.996002094	159.7173559	17.75945872	84.78562636	18.72654955	44.37519532	9.188606248	48.99907769	19.96242254	17.75322866	26.2396582	14.66320882	101.1562243	10.34817214	8.823396419	9.471385622	26.60338134	15.38437175	72.58352916	17.9807365	47.47512753	34.26308174	8.785009951	10.83129195	82.63977105	21.39471134	11.91187653	7.480539415	26.01548232	15.65117993	49.35849067	10.61974634	11.44667289	11.57231684	1087.548935	984.6176959	230.599926	10.63791683	12.49277252	35.23892539	14.12110572	7.173105129	21.4316869	8.138999842	788.0570843	16.24334732	11.62098259	104.016485	150.7371437	132.8553046	7.144241901	18.76803657	18.5523391	6.397395677	145.4366892	86.54304821	7.103411089	12.40758056	34.81915876	24.67959141	35.42809722	9.023940277	21.70378493	14.49178743	10.54323367	12.70632756	9.507845237	16.47879802	8.205846751	395.3027247	18.30328216	28.24856801	7.126937672	7.065897377	101.1288579	90.05521676	6.878083361	4.091990711	21.7005361	17.94211026	14.75566651	92.08018525	8.727850087	87.34510988	787.0618857	15.33454419	69.40719413	25.22861854	8.370560672	63.76427078	10.01745173	9.769962327	13.69338264	25.369227	16.19343285	6.595486274	130.3340076	31.2612283	9.046723662	43.92375499	4.836126494	43.35903362	11.46939737	60.16525085	8.946328645	523.6357446	13.0684856	20.95357362	101.6274379	18.47210265	6.517645286	17.54690705	10.45906176	17.8758367	7.180413599	29.31042019	9.139538618	10.47591092	16.41602239	27.53711775	7.853782725	21.10341775	3.594579481	14.18137458	7.672867661	17.71625332	12.77970316	246.9323234	8.484624294	11.46087745	38.36071505	51.25738083	6.575665435	11.10733805	15.53995299	16.2978225	15.66649971	13.48000859	21.54451918	108.2738973	6.37020472	10.82251368	15.58041747	763.7827645	17.25738579	10.7591309	18.19856958	17.99416662	79.1252459	12.13866707	7.428630946	82.48445409	7.204431833	6.751814206	18.99446995	11.64529311	25.73848302	89.74417	38.70424384	24.82426684	31.66085151	12.95775267	7.784637354	4.430219786	22.34890721	27.49178652	30.41367202	81.71046236	99.1557161	205.5011042	746.0383233	1470.183591
