pla2g15	LOC100490257	mmp2	tppp3	cetp	arrdc2	cdh11	LOC100490079	cyba	rrad	gipc2	cth	prdx1	akr1a1	midn	pgm1	pde4b	faah.3	pdzk1ip1	cmpk1	cpt2	arpc5	glul	misp	fam69a	agl	dbt	cdc14a	ptprc	glrx2	xrcc6	mkl1	apold1	imp3	kifap3	olfml2b	kdelr3	lgals1	rac2	mustn1	MGC75753	ecm2	ogn	cish	cacna2d2	bglap2	mgp	arhgdib	bhlhe40	lmcd1	chst13	abtb1	MGC69473	h1fx	p4htm	ndufaf3	slc6a8	lamb2	prrt3	lage3	tmf1	lbh	jund	ifi30	gzmh	smyd2	atf3	lrpprc	epas1	mcfd2	psme4	gpcpd1	rrbp1	hebp2	dtd1	efemp1	ndufaf5	esf1	lyrm2	sgk1	LOC101734009	thbs2	ctgf	trdn	pygm	LOC105945141	dstn	tcp1	fndc1	fam89a	ltbp1	fam98a	pde10a	mpc1	nid1	acta1	LOC105947422	amd1	sesn1	pdss2	rtn4ip1	bves	bckdhb	rragd	bmp5	rasgef1b	usp13	hes1	bdh1	rarres1	gfm1	LOC101732478	myom2	elovl5	agtr1	LOC105947369	cpa3	hltf	wbp1	mogat1	fam132b	klhl24	slco2a1	MGC146443	ywhaq	odc1	nol10	pdia6	fkbp1b	enpp4	adh6	tmod1	LOC101734458	higd1a	susd1	pfkp	crem	mpp7	dnajc1	nebl	LOC100496268	crot	acbd7	steap4	pde1c	bloc1s4	cycs	agmo	jarid2	LOC100490656	basp1	fam134b	col6a6	sh3bp5	oxnad1	sfrp4	cebpd	c6h8orf22	asph	trim55	rdh10	fabp4	c6h8orf59	ca2	gem	matn2	cpq	eny2	ncln	utp23	nov	has2	st3gal1	tmem71	trib1	ltb4dh	ptp4a3	LOC100491211	ptgr1.1	c1s	tpi1	gstk1	plin2	htra1	cpxm2	avpi1	sfrp5	got1	ppp1r3c.1	mypn	hk1	LOC100493999	LOC100496010	pdlim1	sorbs1	msmb.1	LOC101733634	lrrc20	eif4ebp2	scd	ppa2	ddit4	arhgap22	c7h10orf128	LOC105947772	exosc10	angptl7	acad8	ccser2	psap	ptprd	ppif	plgrkt	cdon	ak3	atad3a	nadk	inmt	LOC100127789	sik2	vldlr	park7	errfi1	dhrs3	MGC107851	hes4	eno1	tagln	usp2	tecta.1	sbk1	dnaaf3	mpv17l	sbk2	LOC100135243	cnfn.1	aldh1a1	rcn3	xilr2	LOC733735	dhdh	gys1	bcat2	cdknx	dusp8	LOC100494856	ethe1	LOC101734126	LOC100492346	slc47a2	eng	plp2	slc6a8	LOC105948193	fbp1	gfi1b	g6pd	LOC100488687	itgb1bp2	il2rg	sema4d	asb12.2	endog	LOC100486534	col4a6	col4a5	irs4	nfil3	apln	hmgb3	pgk1	fitm1	LOC101732341	slc7a8	gpc3	fhl1	htatsf1	myh6	pglyrp1	LOC100217322	atat1	cfb	c4a	sertad1	slc7a7	zfp36	aldh6a1	ahsa1	LOC100498621	c14orf159	fbln5	taf6l	nid2	slc25a47	dio3	hsp90aa1.1	ckb	rhoj	jmjd7	actc1	sdr39u1	pnp	c8h15orf52	rhov	chp1	crip2	thbs1	tnip2	LOC100497643	LOC496737	ctss	adamtsl4	LOC100490667	rhbg	ubqln4	LOC100490378	mhc1b2	tmod4	smtn	selm	LOC108648391	MGC147490	MGC75582	nif3l1	LOC100486692	LOC101731516	LOC100487101	fahd1	c1qtnf1	tsc2	LOC100493268	dnaja3	vasn	trap1	fam195a	ntn3	LOC100487982	crym	eif3b	LOC108648908	hbd	hbg2	hbg1	hba1	hba3	hba4	hba2	col5a2	col3a1	LOC100127805	LOC100496989	acadl	myl1	spag16	atic	fn1	ramp1	asb18	col6a3	col6a2	col6a1	col18a1	spon2	chn1	klhl23	ppig	klhl41	xirp2	ttc21b	dapl1	abcb6	dnajb2	dynll1	osbpl11	adrm1	krt19	fkbp10	mien1	tcap	pik3ip1	drg1	rbm34	ptges3l	gstt1	col1a1	slc4a1	nog	syngr2	slc16a3	mrpl12	myadml2	LOC100485278	cebpb	pkig	cse1l	tp53inp2	epn3	c22orf39	cldn5	dhrs7c	sox7	col5a1	aqp1	dnajc19	LOC101730957	igfbp4	crebl2	serpine1	LOC101730379	LOC108644769	ubc	znf395	col1a2	pdk4	nrap	nifk	cd22	fbxo32	ndufb4	gdap2	angptl2	pde12	LOC108644832	LOC100495491	surf1	pptc7	phc1	hvcn1	vcp	dnajb5	erp29	naaa	tmem140	dkk3	art5	LOC100496869	c19orf43	junb	serpinh1	pde3b	ampd3	LOC100486548	znf268	yars2	parvb	tmem177	LOC100491917	inha	selenbp1	LOC100488697	lox	ssbp1	srfbp1	csrp3	rbm20	glul	pcolce	LOC100496873	LOC105945712	LOC100489320	kpna1	ier3	fstl1	thbs4	foxk2	rexo4	alad	pole3	LOC100496865	arhgef10l	hspb7	nifk	utp6	tkt	LOC100488747	enc1	pecam1	kdm6b	gdap2	stard10	LOC101731488	LOC105945865	eef1a2	LOC101734006	clu	tpm2	emilin1	LOC100496720	rhog	cfh	arrdc3	entpd2	endou	rfesd	glrx	ccdc93	LOC100498595	LOC101731237	cd38	ttll12	ndufaf2	pde4d	plk2	htra2	wipf1	ccdc115	hmgcs1	c7	c9	ranbp3l	mbd2	baat	eef2.2	st8sia5	slc14a2	nol6	dusp27	wrb	psmg1	cbr3	ifnar1	adamts5	adamts1	usp25	blmh	slc6a4	ncapg	serpinf1	serpinf2	filip1l	cenpv	LOC100485835	bcl7b	pir	fzd9	eln1	sh3kbp1	pitpna	slc43a2	hsd11b1	c1orf194	apobec2	tuba3c	trim63	tbrg1	cisd3	cep85	LOC100493216	fabp3	LOC100485534	sdc3	ptpru	arl8a	pm20d1	csde1	olfml3	dpt	mid1ip1	srpx	ppp1r12b	tnni1	tnnt2	ccdc28b	col16a1	rbbp4	ak2	fuca1	ubqln4	ulk2	unc45b	abi3bp	gk	lims1	pdgfrl	fgl1	fhl2	tmem255b	adprhl1	col4a2	mettl21c	itgbl1	pcca	pdlim3	kctd12	dnajc15	lcp1	nr4a1	prpf40b	dnajc14	mettl7a	itga5	trim72	krt18	krt8	krt5.7	LOC100145110	gpd1	LOC100497330	postn	spg20	mipep	xpo4	hephl1	aamdc	ccdc90b	tsku	dgat2	akr1d1	pthlh	tigar	etfdh	csf1r	camk2a	faxdc2	pdgfc	ccdc69	sparc	ckap4	tspan9	adamts2	tgfbi	fnip1	irf1	p4ha2	prelid2	adrb2	dusp1	LOC105946241	egr1	tcp11l2	glt8d2	lta4h	lum	dcn	btg1	lrrc10	phlda1	nell2	capza2	aass	lmod2	lrrc17	kcp	tnpo3	hcls1	fbxl22	tpm1	loxl1	ctsl	LOC100496172	ctsh	sord	myo1e.1	aldh1a2	rab27a	bcl2l10	mapk6	fbn1	sqrdl	nmrk2	homer2	arnt2	hapln3	mef2a	aldh1a3	c8orf4	spata18	pgam2	camk2b	rassf2	add2	dusp26	etnppl	fah	col25a1.2	uaca	mak16	tti2	pdlim2	myoz2	chchd5	dsn1	col5a3	mrpl4	ldlr	emcn	cnn2	rab3d	ier2	c3	adh1b	pdlim5	LOC100485437	hpgds	dnajc18	cd44	cat	mdk	cry2	mybpc3	mob2.1	lsp1	tssc4	LOC100487884	plin3	syt12	gpi	ndrg3	dok4	cyr61	ssx2ip	spata1	rpf1	chid1	pnpla2	mrpl11	LOC101733583	lrrn4cl	stip1	slc3a2	rna46612	rna46614	rna46615	rna46619	rna46623	rna46625	rna46627	rna46628	rna46632	rna46634
Lhea1	8.643460479	19.76361225	54.75833869	16.05667922	3.609241025	7.768437012	15.55210404	9.461621095	5.168380071	364.3643932	4.968952151	10.06238745	104.2246032	11.4978139	10.93065454	32.60501743	17.69974531	13.31340276	8.171884984	6.670492251	15.67449247	19.01490676	15.77529699	9.346515893	15.00970057	34.0943727	35.88050281	16.88343096	2.530517884	14.23642364	9.740812532	13.10411931	20.86922487	11.64652002	7.244748694	7.213709884	6.004413925	38.65877876	4.590781718	445.2876605	76.11470966	31.9789877	68.49554628	40.60962004	16.40459697	23.56945388	72.50435755	18.14164179	45.11664062	73.89802681	3.972195578	65.66850332	53.36950232	41.88235609	21.55077342	15.78995442	21.47266477	77.55397792	3.640351987	6.156186461	10.91980354	178.789892	109.4994285	41.71601638	28.72973733	70.5619926	6.236732519	25.06891085	38.82313272	25.75493553	10.61109193	5.514417386	17.96057566	9.316785283	6.462302663	13.5597748	11.26260185	15.96486135	15.19906472	29.17386606	15.90210325	3.980396237	243.5654508	43.51189027	395.7612303	126.74436	3.548147547	79.29271396	6.527005094	13.75638741	14.03217258	13.52293981	23.54781169	119.5779805	20.67424202	18556.71951	2.464949078	417.6817579	69.84212071	6.998805969	22.69164965	691.6625943	38.94082675	40.62741301	3.77497148	3.838838506	122.3372601	16.03118548	24.15026059	689.8531579	9.51418674	7.444998754	127.7995751	47.93774012	64.41722262	18.7403704	19.9012284	6.006627475	17.10968917	35.71890661	8.949964993	6.571075101	97.27629634	13.27296057	157.0021	10.85146292	12.60126157	21.04210087	71.62473002	20.03195675	3.547452929	282.8064387	14.47850649	236.7329856	8.905814932	88.46641716	8.68893788	50.76643986	6.448377552	90.12196954	27.66161786	21.48839554	14.17792173	8.488957924	64.3608507	23.85370088	564.786776	4.371813905	10.84501047	3.386561674	11.38184061	11.53583974	8.819549106	63.33216965	5.130654669	3.004623026	43.20806196	231.578758	30.51486266	157.9059104	8.080545175	116.6552272	31.99329661	42.56382491	9.746734148	24.79564062	10.08592085	12.14192613	12.42894247	11.28316981	23.0147054	12.7292475	18.70248241	26.74233747	45.40927623	9.052832602	15.02066414	21.33102222	18.51034997	26.56421369	438.5519698	65.39636353	91.82264853	19.38161254	14.39378159	6.932156273	29.60188619	286.7064481	59.47736345	172.345597	153.0988052	13.27178176	8.367853448	36.82682157	70.22661613	30.04196566	5.818463695	12.45294726	37.90000014	14.26763657	84.68811309	7.578137279	51.91922276	24.30137891	12.4604945	8.560383043	6.372773467	14.92775718	47.54394583	107.9546765	37.09753592	106.4015483	26.86593274	11.80179513	47.04528266	7.321871767	3.211086457	190.2751077	9.417759196	5.168725574	7.807005362	55.50282838	9.912818528	14.74002637	26.81288154	119.4604244	945.0405417	30.23721277	13.75807695	15.90603049	330.21572	9.054603575	10.91459145	278.6321843	97.21237706	8.734760742	10.80287692	3.845780656	7.685615813	20.32122476	8.856163199	18.10913937	39.49542517	24.42508574	6.218150121	5.620200077	48.59820067	6.909236792	4.219443929	38.57597209	35.88753507	13.23025478	22.99347603	11.04836361	4.619898921	12.31173996	7.328604705	2.874081618	109.6595657	8.735320044	53.59725607	18.3153527	29.32095848	41.03755673	23.53334556	64.02638089	4.41755448	9.677539715	10.47531284	198.1228939	275.6832091	21.77451677	75.24016542	27.76069123	19.21156023	311.2654143	55.67456278	3510.115221	4.048741473	35.57733204	14.98699251	7.118800849	24.79393389	7.303109764	3.540366728	37.86476955	190.0449199	12.93026462	5.801996345	28.64578052	10.80751009	6.233850631	39.20124432	14.71740422	17.68428947	3.400568571	1197.890765	12.56926176	9.40609985	10195.11941	9.630391553	7.100201193	47.0334721	76.95209536	9.700314189	340.6102562	63.85834341	6.504330824	8.55449702	16.10340929	24.63152759	18.90819111	11.19393588	6.911304394	23.24524484	52.44125632	5.095369498	10.05761998	9.335621145	16.04311658	13.74144785	5.348295147	294.1176212	10.53999659	8.213546351	570.402304	37.26472495	14.35116125	7.531068104	15.56216647	27.21996005	12.27397417	6.133777162	22.08423178	35.9564127	43.89154118	13.25820634	8.351478001	261.2216031	16.81578205	191.2300626	2289.493766	14202.03722	15581.79287	713.8868435	374.1685669	32.63933831	39.67112764	530.5120416	8.915703943	25.01432545	56.54944575	15.63142899	33.56032224	14.32778722	36.5232544	28.66555202	166.6003817	17.44638473	75.52524138	64.92045987	87.89652963	1956.201974	65.47744955	12.14222113	15.9980782	93.53519774	29.02069862	6.640039647	78.61378108	5.620200077	21.07706234	210.328289	6.134668437	32.63277852	68.36251294	9.800517561	4.048365034	2751.981653	12.27634926	21.24323123	5.56032131	49.932722	39.52832331	307.3608065	26.13440328	34.672182	28.01148408	95.35354879	31.18126443	13.23586372	7.086651007	10.20144683	153.445817	8.907928289	15.46268343	74.36805723	13.64188515	7.966118095	8.763010865	13.81066078	34.99069122	13.44218105	120.2998767	36.80528097	3.295448076	10.06326689	16.4598436	4.171399997	8.39896071	539.8119337	9.088897686	307.8421928	7.797317986	12.3492611	9.94007436	12.19583417	9.006527727	8.013514377	5.626019811	12.90395488	14.83392202	8.036798341	11.92838208	24.51124872	17.44627732	9.415819914	2.22046234	49.66105194	9.357712485	11.18270424	9.547259564	8.472873572	19.76861408	8.030245528	9.785591676	21.69797325	43.26022349	31.28612865	47.95667036	20.15501457	20.06161905	8.420671279	8.55570322	39.57699824	6.678776478	13.52137458	65.91942105	28.746638	12.32356599	12.47739925	24.60434182	5.124231905	946.0101077	11.55645136	8.658473508	11.81855737	29.18511791	15.82847142	283.2716855	10.57444494	10.63641112	78.58354466	12.17031169	16.13001595	4.089064424	9.310638398	9.880894204	15.48052888	11.62854424	844.259544	13.50237867	7.070551895	14.37636698	9.552875266	11.69033381	10.99541204	17.15190903	5.743349467	10.76822349	6.17918916	16.83597217	85.7298772	33.03820067	30.78940948	78.36023326	23.42451909	11.45074682	3.333894118	8.367853448	6.395023777	52.88893712	9.387015086	5.719121981	21.26891347	12.07447712	17.85097547	14.63851363	3.740358561	6.585352122	12.0576156	34.0266908	33.34344587	7.401964079	3.012427241	24.64153163	10.72637118	2.531924278	6.334891527	87.86774617	2.626353306	9.400631995	269.3846041	11.02670761	11.30375643	6.413765621	32.44026064	26.99420506	9.816761925	4.81026306	10.2884313	12.60281963	54.59982246	33.96199459	5.295780734	43.11550635	15.56487774	8.182840896	4.036701807	26.8695339	4.038106222	247.0571374	23.55428204	11.79927537	20.52996037	53.61354387	4.083627111	12.83722646	59.62768479	7.121214057	26.77459916	230.4062423	97.80607927	54.5910145	13.2649495	39.21272535	43.27959737	6.772543259	157.9524903	5.501901472	16.7653307	11.18806126	5.722296288	6.01254211	29.40844159	41.22847502	23.18592726	38.01587037	10.06670582	76.08225895	20.0349015	5273.642281	5.049987358	7.180116878	7.093063275	14.66869029	36.53973405	3.657947365	4.174805738	80.59238983	7.764557465	6.119709988	41.66661	23.581657	28.5228596	1203.615474	3.722813244	99.17472755	30.02018551	86.85164545	9.611328174	24.64153163	80.75514051	7.985893846	18.56380349	8.63190976	101.7554598	24.61302481	12.74426468	23.23414628	19.26488257	81.80957229	2.791311579	29.76497917	28.62597662	5.045815629	7.608792326	10.99828272	204.2148644	16.01708432	7.195712373	36.02656562	7.747488559	12.65061309	11.14372791	8.582634081	31.62341935	15.49751798	36.65625097	15.81318936	19.89526123	5.494501984	6.583067837	48.90786064	6.375880837	92.79183033	1065.114611	8.270875014	13.43551	6.454153479	6.061388882	14.63941235	16.39046281	5.41892063	12.7309566	55.56014339	194.5494719	30.73189932	45.40594207	20.84042788	5.181207382	6.998862904	63.79638675	78.67234814	306.340172	199.1859927	7.725895021	7.626157347	99.07263281	30.92629862	336.0630436	27.28992639	10.1832952	10.39705791	3.321308976	10.37037696	2949.884219	31.52388038	29.17317213	22.36950922	183.4206344	3.556584701	3.844689422	7.006119771	2.986982575	15.83455345	21.0781001	14.0119478	393.8428255	152.9433769	36.63029522	9.912481292	45.35376569	12.07010915	23.47489033	15.36588035	103.3110903	58.76259417	41.95364797	8.09435981	5.602697724	3.582877549	39.93610924	5.1549032	13.00911186	66.67985832	10.19200877	13.38597885	15.04247284	290.004412	10.56250786	6.099794819	29.76962638	23.71278138	25.26965195	8.121740112	149.8459038	62.48870599	47.50864215	10.50540045	82.40682423	200.7641297	7.438409713	217.6231182	8.501496117	4.012921545	3.249445628	172.9386436	10.11322365	2222.336176	22.82350169	10.84666637	12.92069784	68.42579242	16.43781424	40.96159012	548.621324	660.1567171	11.87553446	145.618472	4.499462824	6.930098614	19.97016397	15.04738387	6.365545659	27.38570219	3.899862654	4.778596512	37.85478618	18.55241192	1720.006508	2153.839416	215.890619	134.2494749	419.5880801	31.65231522	151.6972289	80.76797676	1986.455645	2149.16451
Lhea2	6.876204384	31.51413819	110.4222945	32.84403227	6.588043238	9.459151728	24.08508759	25.99061218	35.10318524	268.1829244	10.86707762	12.05966631	101.3416421	18.58593075	10.10287664	27.93716672	13.59009449	21.72607079	6.931851475	12.0786433	15.51271101	41.06723581	49.22819364	18.5675201	14.58386119	24.8667574	32.04987889	4.988810313	9.789076421	18.45538352	9.878126902	18.71933685	8.836928912	10.47837383	9.178188815	7.651151524	8.624843682	171.041624	18.50024474	314.5314615	64.89966832	59.7172557	131.5041045	46.14997841	6.689096846	56.89056222	30.70896122	71.68297816	22.73992651	61.15078495	10.10611446	63.55230234	47.95902333	40.26707709	5.409734003	14.60361505	10.88611721	57.21221694	3.967719601	7.609834927	8.751185222	155.0172987	42.01078035	65.96001148	42.00892443	42.74554709	6.498967478	26.40709182	40.92675924	30.94074574	17.36076779	13.14231621	43.21230941	19.08098913	5.258526661	49.44970443	6.263897954	21.24736194	13.93149686	31.40108893	9.421000864	32.6512236	150.3850941	29.4795198	258.3761556	374.1473571	25.18484664	97.19617887	13.99819317	8.055775793	75.67401559	18.085571	12.84042145	141.7941366	33.09856346	13373.42244	2.220480555	244.1049152	54.26877393	6.878634316	28.50378642	532.5389287	33.2413427	68.29183616	4.333037646	6.401655678	84.04512621	14.95914293	23.32628877	746.0135752	11.53174269	12.07148393	96.16663247	185.8002108	86.04678278	19.42448591	17.07938914	7.07045345	17.66925693	24.55758185	11.41616633	3.221740192	110.8546691	3.929562506	196.2879638	21.32692149	12.76630427	91.00897764	68.86237534	9.210997283	15.31745785	210.9532446	12.91336847	472.0102563	10.04764846	55.56180629	14.05666782	37.16612997	7.039932669	137.0435183	6.68404522	14.79470832	23.6285651	30.8923662	31.91826526	21.3162605	662.5413154	4.039365435	7.171572413	3.335178435	25.03030053	11.11863605	8.047718352	127.5769266	11.32526122	9.684113965	31.13123579	157.1871544	20.48501277	62.2130719	13.62545954	134.0277562	36.171142	97.86206395	21.14637379	26.67479489	14.45608279	13.88366796	16.4372851	7.833728664	11.20798283	13.82966235	10.96248537	13.16084826	22.86944384	11.14293146	5.015569204	53.55974703	52.14893702	44.45161748	349.0211755	55.74741292	77.9116647	50.73520226	8.441654524	6.324125693	67.09485957	236.7610926	40.39977849	212.0772438	148.768889	19.77652426	8.083690957	70.16349637	44.81868386	55.43617779	23.59179668	17.99232982	36.88384771	108.3889115	70.39206715	11.23389686	23.67314896	28.1326956	9.309364727	10.99240816	4.380973857	11.33323628	35.39159133	147.674385	26.8824708	110.3648401	25.83823679	8.094281332	23.71870552	11.5235284	12.62038337	346.6511759	15.13402352	2.725465838	6.239520594	52.07683171	6.084077301	25.20183492	27.75823038	38.44353045	630.4704401	317.2925946	14.98518191	9.264160552	192.8918359	5.390439988	10.23007113	179.4383407	88.01515912	37.67907386	7.463327947	24.61880808	11.47833272	17.65449019	11.27026404	13.47962313	39.50302025	26.05073788	2.63534741	12.16411443	111.6595648	12.33095377	9.240064245	19.34487999	19.65576166	15.04348297	14.05253595	9.674398741	24.97340893	10.07229705	22.96633537	6.623739456	82.13381127	10.28866819	25.96672975	11.85389194	26.86189343	35.59084626	19.58941174	47.90693392	9.813804362	15.25185793	5.422358689	206.7627052	193.612192	14.95791277	101.6493584	50.79629068	7.981958533	480.0308189	62.51257276	4146.301313	14.42709461	77.82050469	13.65521689	27.50918872	56.77204179	5.880570595	8.564173874	32.63229585	161.7888464	19.56619143	7.526409473	20.85516846	78.9070026	8.908482992	40.18775126	38.83104464	55.32659925	6.878891659	1083.414338	19.13270267	6.119549533	6515.581016	8.236660787	14.73372049	59.50189601	53.6822029	46.47333799	501.7508886	75.77495163	4.004690319	19.64038439	40.75581392	56.14589465	15.88041607	10.29755181	32.9658302	17.51512178	112.20523	7.187670793	18.9421317	12.11357376	24.53412581	11.64604966	3.718787507	382.2771629	9.855800233	9.243715482	284.403169	34.61669297	13.89644277	11.76902965	10.00654823	17.23889081	12.90594486	17.99416456	23.07722804	17.93879139	13.00593825	8.512008755	7.10032334	284.3531289	49.56771306	256.3702629	2725.864099	18004.48754	20393.95493	1390.949616	625.63705	23.3775359	69.00289091	766.0607238	14.25787492	15.57856701	46.59483349	32.75457751	18.35019009	18.48135266	163.3064504	19.75740088	12.09828879	26.61130989	93.00977299	91.70628146	72.21211123	1273.828583	43.9037631	7.31224278	16.10201369	51.91672864	23.96770632	5.307487038	105.5312601	9.129984357	18.84176242	111.9527133	8.411494128	32.66536345	531.6469782	18.45577718	14.50138949	3375.446487	10.32627869	26.38967393	7.16104979	44.50496278	34.13061592	596.4435474	43.26517796	26.86731685	30.91240498	82.6251889	34.4861082	11.48925318	5.65346036	14.17494444	75.77793716	11.41315891	16.73096247	23.87016597	17.94704786	6.847998433	7.142112371	10.94929442	49.47301952	18.51713104	103.8410821	19.26798632	7.741675448	7.38803148	27.01788016	32.80361131	8.075037557	351.7737157	7.00634124	555.4592971	9.945902486	4.257446297	7.11657122	11.75694742	7.223713327	2.79910741	5.932230595	19.39003947	10.18963606	6.44904536	9.459400077	15.80301064	16.23324792	7.45848323	10.46885657	46.73152442	11.4145381	8.664148233	12.51774058	15.7921851	41.77557771	25.86507897	11.58539265	20.63190302	12.61065372	34.4741988	25.78906065	9.01870747	14.07986534	5.908350368	5.943184179	19.6211024	6.634989878	14.91492047	39.8837845	73.18243566	4.014527912	44.55764314	26.75221725	6.004454119	923.4210365	3.316103565	21.48314937	12.76226695	43.97234993	21.8605033	383.3553276	10.39210565	6.510045263	132.130142	7.094084976	11.43003493	4.828154095	8.329844762	9.00065795	8.809227916	4.623923222	638.4690023	14.27782725	9.20011338	42.42421159	8.461362045	11.6652547	17.23354281	12.29750959	5.691919274	16.85326993	7.723782516	23.97640087	84.21185979	20.48801711	38.55949887	97.39279864	34.53581468	21.8228223	8.775487576	25.88120559	4.752587746	15.11219789	5.763522979	29.32523583	33.70653986	11.18684037	31.14742327	8.772285993	9.643820634	5.131850277	11.65315189	23.45940811	24.19959384	5.728839832	5.283263401	11.56897614	9.05282812	4.440546377	10.91342571	49.13233951	5.931122319	4.988295553	205.9307538	8.728301392	32.6532986	4.622538242	18.35165431	29.56305074	9.334442333	17.50955288	8.860589478	9.038109447	21.53602801	44.45725293	10.23296016	54.93186954	8.585611097	173.8918218	18.34213244	125.1176693	5.375586974	216.6963504	30.91136555	16.80070434	7.40574245	230.3893784	3.678621467	30.77772286	155.8641645	7.355908288	65.11030142	156.4409561	156.4735879	84.99358727	12.92967323	35.64658463	39.52295109	18.41780791	169.0225026	5.050288279	24.20321493	7.949665029	4.753185887	10.79035568	32.05691146	75.65140471	53.12769578	58.24066558	12.70270906	77.25752257	11.23493487	4471.902948	6.315503095	9.748656016	6.868888904	16.99783539	59.6800071	5.370787342	11.76410391	53.12965885	11.29793216	8.310309177	52.71137417	103.6561957	114.8364329	620.5867243	5.91918216	92.17795506	35.37676881	25.39121251	35.61745918	23.48941485	184.0421997	20.70200489	19.77701302	26.15588371	18.74481783	16.46872305	10.25378563	36.77483016	16.8649335	43.82255512	7.337994334	200.1610549	142.0048046	13.4627736	19.52659964	67.57770817	206.8069312	17.1906469	6.905524274	21.88183737	20.42308573	10.52542751	13.42696836	8.74912654	133.717726	19.71383287	39.76905053	17.24008091	19.61025942	13.9618888	13.89197902	59.52098685	15.74938785	84.45905649	2053.886323	18.77206761	11.41951418	24.11812744	14.89582573	7.19070217	15.65902584	12.66211788	11.13701958	30.65188655	55.87114431	20.27760414	8.375347959	12.75910876	11.54526443	24.19367257	109.5199254	167.3501375	279.4060256	133.5024282	6.515852619	25.69659533	125.6311613	27.98938334	223.5967509	12.57061538	6.498316564	11.15930259	14.60633088	6.719696916	2256.258525	60.78963239	36.13134411	24.63826537	326.1786938	5.199581607	8.870669785	11.36212131	5.62785404	32.23178623	48.20411528	45.56909338	507.0758214	458.0716741	18.1462951	41.54098546	33.60184901	7.799563259	32.45178173	9.514087503	68.53274321	16.59137096	37.47100873	15.77591421	7.216801908	4.008050256	40.38682713	12.37078354	5.91606062	33.08392772	14.14399008	12.39625311	33.09414655	251.3683669	11.95182223	9.010866817	10.08095959	22.34935207	20.82999124	17.71875065	216.9279044	89.59486952	17.59471693	27.55750289	140.7723086	110.6783552	4.527663059	146.0786917	9.33145871	15.21966985	12.90442982	172.1584276	11.43969586	1535.779299	22.45386219	26.94306784	12.2858749	50.76372374	12.76743922	19.71635878	424.9517704	466.2595576	7.763293136	92.85397724	10.16995318	11.96940385	22.32247441	16.09658107	25.29100918	26.66018536	12.19603416	12.29858805	44.90827834	55.7755742	1730.802193	2911.941256	372.3745891	186.8099945	825.5667401	42.55116542	209.7164581	135.9561627	1651.192785	2926.411093
