LOC105945483	hsd11b2	mt4	arrdc2	maf	atp5i	nqo1	alg13	cdh1	slc7a5	ca5b	rps15	pde4b	insl5	gadd45a	cnn1	uqcrh	tspan1	LOC100487918	LOC100488386	pdzk1ip1	cmpk1	ttc39a	scp2	fam151a	soat1	LOC100497492	LOC100488301	LOC100492603	LOC100489254	rrp7a	c7orf55	rps28p9	imp3	angptl4	gcat	lgals1	lgals2	mustn1	LOC101734421	LOC733778	ogn	LOC100487499	acsbg2	manf	acy1	acy1.1	rpl29	slc6a6	uroc1	aldh1l1	impdh2	LOC101731658	lbh	LOC105947468	adck3	ifi30	degs1	capn2.2	gzmh	bpnt1	slc30a10	atf3	slc30a1	LOC100485969	haao	abcg8	pram1	epcam	sec23b	cfap36	xpo1	sgk1	LOC105947430	akap7	sult6b1	LOC100135365	slc8a1	kmo	acta1	LOC105947414	dse	amd1	isyna1	LOC100490489	aim1	uba52	sh3bgrl2	c19orf60	cyp3a4	col12a1	smim8	cyb5r4	tnfsf10	mfi2	eif4a2	tmprss11f	LOC100498201	mgam	slc33a1	aadac	gtpbp4	alpi.2	pcyt1a	rpl35a	rnpepl1	polr2h	elovl5	slc26a1	irs1	tm4sf4	LOC100145763	serpine2	kcne4	LOC100489354	LOC100145252	rbp2	gk5	LOC101734993	LOC100494696	LOC101733569	LOC100496714	odc1	pdia6	mycn	LOC108647707	cyp39a1	LOC100490023	LOC105947503	LOC100490986	cyp2e1	rhag	ephx2	c1orf35	cyp8b1	higd1a	ugcg	hsdl2	insig1	ptprn2	mtpap	scgn	prr15	cycs	abcb5	agr3	agmo	rnf144b	tpmt	jarid2	LOC100490656	rnf152	xcr1	ccr2	ddc	LOC100486063	slc4a7	ube2e1	klf2	rbm22	rnmt	mep1b	penk	plvap	pmp2	c6h8orf59	calb1	tmem64	spag1	cox6c	hrsp12	rpl30	LOC101732809	LOC100494662	enpp2	fam49b	ltb4dh	LOC100491211	LOC100127564	them6	eef1d	fas	atad1	jmjd1c	plin2	oat.1	abca1	usmg5	cutc	abcc2	pank1	LOC100127565	ppp1r3c.1	LOC100493999	scd	ddit4	LOC100491805	cxcl12	st3gal4	st14	ppif	slc43a1	LOC100486241	pdcd1lg2	tmem45b	cptp	mxra8	LOC100497939	tnfrsf9	LOC100493376	apoa1	treh	usp2	sc5d	rpl27a	ptar1	fam213b	LOC100489525	atf5	ndufa3	sult2b1	LOC100493724	rpl28	cnfn.1	lipe	LOC105945879	aldh1a1	LOC100485172	apoc2	anxa1	prmt1	polr2l.2	dhdh	LOC101731497	rfk	gcnt1	LOC100144919	gbp6	cdknx	cpt1a	rps9	gbp2	psat1	LOC101731355	LOC100493517	cox6b1	alas2	trex2	gnl3l	fbp1	LOC779592	hspa5	rpl35	cdc14b	cldn2	tmsb15b	rpl36a	dkc1	tnfsf10l	cradd.1	cox7b	LOC100486534	irs4	acsl4	rpl39	LOC496784	sh3bgrl	tmlhe	LOC101732341	slc7a8	psmb8	twsg2	efs	gabbr1	thtpa	hla-drb1	LOC100217322	LOC100487364	LOC100486098	slc44a4	psmb7.2	spint2	gltscr2	slc7a7	entpd5	vsx2	LOC548369	gstz1	dio2	LOC100498621	cyp46a1	ndufb1	chga	mgc108077	cyp46a1	c14orf28	abhd4	gnpnat1	gch1	gpr137c	ptger2	cdc42bpb	adssl1	siva1	LOC100486694	tyro3	ppp1r14d	chp1	crip1	dnaja4.1	tnip2	LOC100490493	LOC100145348	MGC107876	crp.4	LOC100494325	cers2	anxa9	txnip	LOC101730866	LOC100490323	isg20l2	ubqln4	LOC100495081	mr1-like	cfap45	gal3st1	uqcr10	hsd3b7	MGC147490	LOC101732036	LOC105948391	LOC101734519	LOC101735106	LOC100498441	gbp7	LOC100496035	LOC100495880	LOC101733469	LOC101733399	LOC100498429	LOC100486692	LOC100487466	LOC733461	pisd	tgfb1i1	nt5m	fam83g	MGC145244	trap1	palb2	nme3	slco4c1	LOC100490582	cdr2	aldob	eif2ak1	il21r	rps15a	hbg2	enpp7-l	hbg1	hba1	hba3	hba4	hspe1	actb	atp5j2	col3a1	idh1	LOC100487462	cpo	trak2	adprh	LOC108648880	atic	fn1	lss	col6a2	cdca7	gcg	ly75	upp2	hsd11b1l.2	vil1	LOC100496109	gatc	dynll1	LOC101732564	LOC100491133	LOC105945271	srms	rps21	hap1	pik3ip1	rpl23	prr15l	gip	c1ql1	g6pc	g6pc2	psme3	gstt1	pyy	col1a1	LOC100490964	card14	LOC100489067	kcnj16	LOC101735197	gprc5c	rpl38	cdc42ep4	dpm1	cebpb	sgk2	LOC100494099	romo1	ypel1	mrps7	hn1	caskin2	c22orf39	ubald2	LOC100497165	LOC101731925	fam3d	LOC100491288	LOC100487637	dnajc19	LOC100486394	LOC101730957	slc5a6	tyrobp	hspb6	nr1d1	crebl2	LOC101733412	LOC100490785	cpz	LOC101732039	ubc	scarb1	znf395	rps13	pi4k2b	fabp1	col1a2	pon2	pdk4	nifk	thnsl2	eif3a	rps11	pde12	LOC100495491	LOC100496402	coq10b	rgs18	naaa	LOC101731809	LOC100489174	art5	rnaseh2a	LOC101732549	serpinh1	LOC108645149	LOC100145486	yars2	tspo	LOC101730921	znf608	srfbp1	LOC100145442	glul	ucp2	cdo1	LOC101731684	LOC100493190	LOC100216141	foxk2	rab40b	rexo4	tubb4b	slc34a3	arsb	capn5	nup50	nifk	ubac1	LOC100487175	stx3	smox	tmem79	hexb	pkp2	kdm6b	LOC100486017	pnlip	LOC100486161	LOC734128	fam20a	rpl7l1	LOC101732705	rrp8	LOC100485959	galt	LOC100497516	sult1c2	LOC101734006	acot12	emilin1	hsp90ab1	LOC108645628	LOC101732043	LOC100494786	eif4a1	cox7c	LOC779590	cfh	nop56	arrdc3	lmo4.2	pparg	svbp	hao2	mgst1	slc29a1	LOC101731296	LOC779590	sult1a1	bhmt	ca9	LOC101733520	LOC100490018	LOC101733414	birc7	rdh11	LOC100496633	LOC101734420	hint2	LOC101733291	ddx18	keap1	spcs1	hmgcs1	rpl37	c9	ranbp3l	eef2.2	aqp3	c21orf33	gpa33	b4galt4	LOC101731740	LOC100489069	kcnj15	rcan1	ifnar1	synj1	adamts1	liph	gba3	blmh	slc6a4	tmigd1	dhrs13	slc13a2	tmem45a	LOC100485835	itgae	bcl7b	LOC100492857	mlxipl	LOC100485772	cldn3	mtmr4	rnf43	mpo	gdpd1	ccl5	kiaa1324	hnf1b	pafah2	znf593	LOC100490835	serinc2	fabp3	csf3r	cited4	fhl3	slc30a9	LOC548945	gnat2	elf3	nuak2	LOC100145165	sike1	dpt	mid1ip1	slc16a1	pigr	rasl11b	zc3h12a	meaf6	dnlz	fip1l1	gja4	runx3	ndufs5	gale	mfsd2a	pabpc4	aldh3a2	paics.1	ncf1	LOC100485153	trmt10c	cybb	chst10	pdcl3	rgn	slc10a2	ggact	slc15a1	epsti1	fkbp11	enpp6	coq10a	LOC100493542	rps26	naca.2	ddit3	tspan31	ctdsp2	arl11	hpgd	pfdn5	foxo1	kl	medag	LOC101731996	LOC100491171	mmp1	sesn3	rab30	ndufb2	akr1d1	mrps35	fnip2	anxa6	csf1r	cdx1	vwf	sparc	fabp6	tmem263	tmco6	atp10b	cxcl14	fnip1	irf1	sh3tc2	LOC100495377	neurl1b	LOC100494767	LOC108648193	LOC108648195	LOC100135120	tcp11l2	nr1h4	hsp90b1	rps16	krr1	twf1	dnajb9	cav2	slc13a1	LOC101731072	nampt	ucp1	elmod2	mgat4a	pfkfb3	ucn3	reg4	pstpip1	ctsh	sord	mapk6	nmrk2	LOC101731107	ell3	rpl37a	abhd2	pgpep1l	loxl2	sfrp1	gck	LOC100496891	npc1l1	ogdh	neurl3	cyp2u1	mthfd2	calml4	mak16	slc39a14	pdlim2	gpat4	enpep	ddhd2	sec24d	fabp2	gimd1	keap1	kri1	gadd45gip1	calr	LOC105945375	adh1b	LOC100486839	adh5	hpgds	ccser1	mmrn1	fam13a	rchy1	tm4sf5	rpl36	lrrc14b	caprin1	spi1	ifitm5	tmem258	cebpa	slc7a9	mmp15	LOC100490462	LOC100495245	cyr61	rpf1	slc25a22	eps8l2	zfp36l2.1	pla2g16	LOC100124841	fibp	LOC105947118	lpl	naaladl1	cdc42bpg	LOC101731863	fut6	ppp1r3b	stx5	mta2	mettl12	ctsf	LOC101733767	rna46623	rna46628	rna46634
Lbra1	0.064559697	0	456.0236399	4.87525607	11.45852987	110.7597253	30.47281496	9.078773918	0.747215565	25.22572894	31.19150254	666.3531768	26.17464339	0.227218902	1.833882119	13.74286533	43.31955694	0.034391012	0.074149835	1.913477697	1.236814624	19.8859399	0.506508802	38.21494167	1.452125367	13.17803771	0	2.548657016	0.073282125	3.390781093	6.341417062	15.52835799	154.7421094	9.936283632	8.894517208	21.49039806	1.062744976	0	4.365963197	46.58377429	36.50377748	2.644587092	21.08516439	46.64521509	18.99539774	9.315902846	8.077246563	193.9073568	6.485556806	0.209377499	3.057460342	34.12476981	0.167603886	57.09283455	0.264829891	23.17151564	22.4302667	34.17738939	5.812512864	3.704928004	3.978928352	3.235278361	2.383435634	18.31987272	0.26995121	6.387850358	0.025636471	0.198190045	1.130589401	41.04398979	26.10074207	23.67048576	35.46047087	4.644623622	7.055852173	3.53257421	0	14.91690941	0.16221004	1.486041134	2.349764354	0.628440586	221.90774	102.529176	3.503697582	0.252349275	369.079635	14.27639308	51.07183522	3.583863854	3.755740746	4.715088459	5.919151432	1.675456497	2.736818176	108.1062566	0.625045267	5.159688888	0.098442582	5.378831007	2.36531316	46.52472003	6.587190771	23.66566869	128.963836	8.355257811	13.82471084	53.73430566	0.036524495	7.268899392	0	4.850433734	235.6986376	5.112936357	11.67979208	0	0	7.971431106	0	0.028834323	0.565450676	0.296492957	38.09480712	48.97851162	18.00717265	0	75.24793378	1.105421237	0	1.153120079	7.952163523	3.19609266	9.653345492	5.650414238	0.978870944	62.52448146	19.86019086	22.05385498	35.81087858	93.08198127	13.1373666	76.97031413	0.316168432	71.42182116	1.975321179	0	1.358087128	7.783227128	25.9217282	56.55173353	4.277667486	16.01733822	0	1.078058863	7.882925443	0.012731762	17.80753752	124.0674249	3.872695897	28.02570889	34.44259855	0.077777791	300.0718478	0.64421694	23.93194641	25.34170755	16.3173549	4.565454905	13.61274764	77.84508987	12.57991817	576.2834782	69.14032746	0	49.78211546	44.76896422	3.302019035	2.796762861	0	63.96281675	39.81279707	10.20139793	12.44572409	9.628023814	35.9328228	103.1802899	6.538871709	141.6371308	6.556158878	0	25.59196916	0.316568001	5.797378188	1.873872896	145.4674517	19.46006818	0.068816381	38.4674556	18.12929659	0.283923285	13.15745554	0.032159289	0.970214044	0.247788479	0.045649567	9.201828568	14.56109857	0.553808016	0.840063379	0.501895789	1.286480761	1.757590078	1.934265939	41.95607061	409.6499615	13.26040044	12.92547848	4.235659369	7.005274282	71.42543214	16.5788075	7.493611315	422.6263399	0.438448921	7.533173806	0	0.874896041	0	0	11.99321156	122.0889692	28.59854753	2.131725817	7.896595765	55.00135893	1.13601305	0.430869098	0.440067273	16.16009489	22.33546585	141.5633624	0.669130238	46.10467345	16.16938745	0	214.2161617	35.3473061	0.589537566	15.42501064	4.109957138	1.204630499	74.22878353	877.1818092	4.116039616	0.398468241	13.54008788	771.6183161	20.0872383	2.42010112	10.23087839	198.1930364	16.63694381	15.75004154	23.49316111	140.5350175	0.41780256	60.25313859	10.13869596	4.966442113	44.78926626	0.31671355	9.165478108	7.792878443	168.6816887	13.94256762	6.624499791	14.07781166	97.82299606	4.730542085	0	1.33498444	4.617441263	41.80696995	9.404034053	0.405757844	5.159798799	0.079944136	5.712755015	0.311020121	2.671058663	9.971673024	30.7150446	95.20125452	0.19117076	0.66663094	3.008309866	11.9998765	15.51512636	4.805943984	18.39782148	0.455918874	22.12166899	9.644784908	3.157725504	0.292816991	24.20889948	0	38.31830497	281.4624983	14.68399186	2.575786655	0.76936	2.207570084	0.047903475	1.114421793	0.588762368	4.509592055	0.720891598	33.31451344	0.174835526	0.159382686	17.53853374	26.21215942	0.105007922	5.664148267	3.416337863	6.591478819	47.4645206	2.550642979	24.30702694	0	0	0.308902229	0.265624153	3.25209085	1.404285052	0.840063379	1.18461216	0.154220591	0.340293846	0	1.451742826	0.393068172	0.271736478	12.18665714	3.520880043	11.15689895	2.421348751	5.023055129	23.01433657	9.140234012	20.717877	0.028082021	7.283316294	4.763077801	9.543663426	8.295779466	0.185591011	225.1500606	475.3527364	0.03585903	2717.95693	3371.106384	162.6721067	71.64060499	38.0838438	1447.56956	83.7514469	3.746893566	24.87120338	0	0	24.96751603	4.865851873	0	31.0658732	32.38804125	20.70347759	4.557456852	0.397261806	0.045954101	4.721716743	0.622882999	0.069161844	9.496399432	8.073198731	10.37147911	282.5000806	0.229096649	0.255698579	0	0	223.0459127	2.088315282	21.73806638	532.0124986	0.016258012	0	17.6678221	0.324165633	0.498136756	30.13421959	3.095963915	9.770199486	9.011884411	4.28407445	0.198516418	7.590021717	0.031970234	0.735583135	0.499168095	106.9155663	27.43708821	39.27484372	2.831096379	0.574214206	0.207173525	44.64781294	19.00672819	19.400822	130.0259046	5.939675367	21.70823829	15.82772692	23.86726547	0	0	0.259373193	0.097987478	60.20408388	3.248663255	12.94486925	5.21946913	7.17123173	2.346454402	29.51862002	15.66934875	1.367545036	5.253955711	2.448387824	11.73227201	718.8428051	5.610408824	9.613479208	152.3727862	14.62530724	0.128757378	11.74993071	2.581251178	9.306459709	4.599477446	0.345577912	30.85851677	886.2135278	17.33474657	12.73628644	1.706919752	0.669379124	0.939715026	20.44859788	2.175322014	0.097021404	2.845401994	2.492556474	0.133878979	4.097260794	0.362744587	25.32835387	5.576420718	26.22173141	0.269609382	15.23000488	7.338285602	2.167549425	5.816055564	1.664899024	36.5845512	0.777875501	11.22573582	3.28657085	13.09176723	65.45228571	4.603306728	136.221942	0.020048078	1.987373928	5.922882454	21.59315229	11.92448543	18.85830491	0.128757378	1.005623315	28.65463143	3.253592347	13.26821001	2.134470896	50.02291538	0	0	0	0.325441876	2.16147276	20.8503087	7.770069402	5.433198645	44.34622114	5.928644013	0.082398561	2.894716096	47.58146448	17.06911388	1.991902858	631.6352234	14.13644045	0	6.249938988	113.4727065	94.95380235	0	34.56876192	14.6146555	6.907485349	9.694507634	0	32.67077102	0.82345523	0	2.821236741	0.585426604	0.501895789	2.485548349	0.29713241	0	1.187675812	0.98257031	20.20632448	2.72533522	0.054932374	2.97040891	0	18.95498712	8.349720861	6.463758441	9.766751898	23.23639424	93.56254923	173.5549122	1.227049528	4.524669789	241.0252182	4.204748278	21.1229078	0.12756518	8.037238187	0	0	0	39.59594189	16.02860794	33.38693117	3.822673726	1.613371408	3.180895397	18.88944546	6.003518305	0.200831478	15.94012995	0.054627436	0.322899361	243.4558677	0.969183819	12.29749683	0	2.143191236	0.452861047	0.098760139	43.3323171	2.526969813	1.036647059	16.61965092	3.552375635	0.108338449	0	0.446252749	82.08428816	0.778187947	15.2367876	134.1998593	0.315798193	11.78996643	3.313388571	43.26991878	0.656347159	4.715594979	0	1.036897315	0.168423465	16.04021735	1.634428866	105.0865666	51.29802407	8.415674422	24.98533828	0.237184643	23.80992301	17.30961363	22.78067975	3.214063421	0.034442599	97.04887946	3.722312083	13.07735906	8.591284038	22.41894764	13.38013629	1.316277652	0.624101446	6.252868945	1.08014219	23.99630354	10.32278977	1.61409003	0.105221788	1.680810015	0.261589356	1.701105034	12.12648947	2.24909907	12.17420446	833.234114	694.4603233	184.4848851	9.974327182	33.19160786	14.26753782	8.366183244	8.813157861	91.18040603	10.55139191	2.149818734	0	8.540644356	0.642346112	0.088484518	4.070296864	21.83546714	31.45938135	0.426680505	18.06824842	8.205870796	20.53124259	9.607559188	0	0.387403569	321.4916048	0	31.38340177	7.610646134	0.160417582	60.70105349	7.638064183	4.405242104	2.887403471	5.544526489	13.94114948	14.59026744	33.46649252	113.0859652	4.47149525	10.4708568	0.032462393	79.54943264	590.5022072	13.26360938	3.631702568	24.07067967	8.036606329	0.201418705	0.059383791	17.21447896	0.240297199	15.22153172	0.645798723	31.08326153	7.224545062	0.099305906	1.182715681	22.03107999	5.042363896	48.33484194	6.584093865	51.99507666	2.212507005	408.9946167	11.38222594	0.1168536	0.569118247	4.65440521	0.645954	2.101197274	0.073658252	18.8253153	0.246679309	7.721095691	25.59421923	1.982715377	9.675170332	12.77697579	4.271601648	26.06344835	0.128971661	20.51348754	1.080148695	0.07094253	2.257628362	16.4252753	9.181134368	11.95743044	232.9358248	0.174835526	0.523443747	0	29.19468782	47.13623229	7.437588763	1.005729708	14.04672327	12.62018878	0.824121582	529.5866873	12.94144975	18.98241575	2.070425868	0.117451316	77.49584674	8.183741845	0.820538373	23.56859229	0.0746723	0.4118286	10.82880887	20.15593465	67.26148756	0.414971067	0.903412421	0.211088449	28.43237312	11.2588407	0	5.594596924	0.040796682	1.529699568	14.32943362	0.24514305	0.981445373	25.44111675	28.00564269	1.227709828	71.17254199	0.210787017	157.4518791	656.9052129	1689.229535
Lbra2	0.120912977	0	297.6856749	1.774406595	7.467258459	120.1837115	27.61554171	10.52092296	0.397141171	28.98080727	42.01030091	797.7548109	30.57802814	0.141851727	1.663659954	13.89805118	53.86673112	0	0	0.99124344	0.654638525	23.41864216	0.444671919	41.70061235	2.889644907	14.63679511	0.068478846	1.583679871	0.137249092	3.047410456	6.171254283	20.2267941	239.517567	11.31781518	10.50645028	23.17244372	2.080873325	0	2.089665747	45.35840574	38.37975033	4.422331335	21.02210199	45.6139196	28.46097709	6.880754461	8.919672715	242.8439975	7.212109589	0.252090168	2.190588719	36.96859943	0.313903032	55.88112725	0.165332097	26.46718779	29.62371109	28.16110589	5.086695365	5.526345484	4.960291178	2.440099997	2.561256446	15.56167935	0.371755838	8.622499325	0	1.007508745	1.550287219	47.82213977	24.92792167	20.26724679	50.72461137	2.880788727	6.920799338	9.575948769	0.166469866	12.68876931	0.101266991	1.03247229	2.316232426	0.436628217	201.0848941	148.4585574	18.48499687	0.311238558	478.3029713	12.76952283	32.54280592	3.629254565	3.561912296	4.163103151	7.310266064	2.017246899	3.675065632	108.5168713	0.902367374	2.510002843	0.476293739	5.925846608	6.610867499	57.08075089	9.05592684	21.34540617	145.2981635	9.333070616	16.4057781	40.25930718	0.034203114	6.331159403	0.142295014	4.231821982	206.3919891	3.743325428	10.85762616	0	0	9.876765282	0	0	0.52951243	0.416473212	31.6480668	59.6664678	23.84036053	0	86.34243188	0.681029065	0	0.4627849	1.50820239	2.112677066	11.30763634	6.069423039	1.300373912	73.50511273	19.57971519	25.39899582	28.98660374	93.12669747	12.72106533	201.5467471	0.481119879	106.1508797	3.55726163	0.112577789	0.84784762	7.561019125	30.44978426	44.13488338	3.971259852	14.42626316	0.122172487	1.320168831	4.300471538	0.101341858	18.28553453	128.4746605	5.539784053	30.57609784	33.47014102	0.558397697	320.5862308	0.689454355	243.8952872	28.06293106	10.67882905	4.172270098	15.98940227	78.98733213	15.58050071	741.4737623	71.31615301	0.049493918	60.45706982	38.9605103	4.233871315	2.94173106	0.208760754	64.95485594	47.48156819	9.528905708	14.21521868	8.957693375	40.17188167	106.4988294	9.361088577	155.4338829	9.038664568	0.025527136	23.18197167	0.296447946	6.977085023	3.395109109	95.58527437	19.47307268	0.225549207	61.53948778	15.58502366	0.177252016	14.66810656	0.060230694	0.227137581	0.174029873	0	9.45943273	16.34528816	0.498663212	0.349631832	0	1.861834028	2.223386135	1.746639786	32.91110099	533.135721	10.9258855	13.81277282	3.444552446	8.036050628	95.29135957	14.20382516	4.564550921	552.7816341	2.144153065	6.677088032	0	0.55422588	0.076520846	0	16.58289936	118.75989	30.04120009	4.44876366	19.29967715	49.21968255	2.081370666	4.74094204	0.219785598	16.1790713	28.17337446	190.6567844	0.923414134	35.75645726	32.02838096	0	221.6840633	30.92902949	1.656205299	16.20392984	8.56480466	1.34677508	93.62340871	1293.20593	3.723035961	7.742714483	21.87217711	964.8438285	19.67577887	4.335505929	8.740899251	229.3408716	35.92310057	13.65818246	20.64789719	190.9323066	0.440154403	71.01872689	10.68788343	8.335183599	71.44331749	0.593168488	10.74218204	5.243452029	175.36328	12.57947543	4.989745722	34.11168449	79.94370016	5.02717159	0.061260278	0.437547976	4.159472471	44.20714986	10.81991523	0.67225314	2.856792192	0.898357691	5.785108771	0.66880243	2.534206442	9.990185345	63.52969318	97.39035403	0.149183795	0.936392996	3.246840095	11.63942901	15.63250523	4.380480311	14.36597148	0.46575504	21.88377423	12.68465158	2.080873325	0.068551619	23.61755643	0	39.53512051	276.8145627	20.05987978	1.771703198	0.746192708	3.88139354	0	1.826287205	1.764296016	5.400113097	0.975106919	28.85961039	0.27287256	0.089551698	21.98333148	23.90391972	0.163889921	2.384189993	3.93748467	3.841283612	58.15738355	4.042131456	17.52256046	0	0.179936048	0.096423129	0.165827951	1.614983947	0.61055111	1.136303455	0.831991484	0.14441882	0.59180801	0	2.311106938	0.736172018	0.254465771	11.27992535	2.49418238	8.802086121	3.12284294	4.26034929	24.77820371	7.947055889	20.05435082	0.118337476	6.565443208	4.506177257	9.945564905	8.837877881	0.260693156	297.3098368	223.4634274	0	1493.43648	2014.263889	143.3093424	61.06669584	39.5762632	1303.673576	99.10381525	5.054567156	24.77627335	0	0	24.72630963	5.896768453	0	33.80895351	52.11666653	14.48746008	6.350648853	0.545619226	0	2.302926794	0.212107104	0.129532275	14.54944523	13.64243212	12.17661604	393.0071335	0.234039267	0.383115505	0.091890417	0.121596745	312.2314069	3.377834863	24.40079462	732.0030094	0.030449409	0	15.73122735	0.364275236	0.666395383	31.01037587	2.754234581	3.600241149	7.56571439	3.693396089	0.066392624	27.42537776	0	0.648312292	0.654419582	184.9538736	27.78003753	39.15354684	2.881108527	2.016446166	0.194006235	53.15860651	18.59615474	21.44486476	143.1369965	4.590549186	34.89464499	13.25957556	23.33157234	0	0	0.182166193	0.275279117	78.54871091	4.740743826	7.792800774	4.252606701	6.909165985	2.589700014	31.1658073	12.50851883	1.024502579	1.913345388	1.947040005	15.50680978	604.0163426	3.699441781	7.160333167	208.9791353	17.42786634	0	13.22480447	2.824914712	7.656142511	6.510807065	0	29.13739092	1140.648879	21.79982114	12.12872972	1.273998867	1.880506547	0.879989728	21.28225482	1.810724858	0.36342013	5.14321524	4.243886386	0.041790019	6.954294123	0.135875878	23.34747851	6.582354395	27.54160013	1.38860627	17.54122533	8.51227356	2.698947386	7.609517003	1.721487851	37.86982399	0	36.67346562	3.046599114	11.99630423	128.0311306	5.734817355	93.58620322	0	1.831754687	4.510531372	17.70503183	13.95825383	20.48038252	0	1.288654552	16.55880541	2.195009597	13.42012507	6.54156234	30.22713633	0	0	0	0.609515651	0.924044021	22.2438183	7.434982581	5.678439531	37.86956766	5.639962673	0	5.950915145	24.16818133	13.93206845	1.897743915	616.5706067	21.42756688	0	17.93983689	149.4609335	101.1929138	0.142190462	26.38567702	15.27906607	6.318907607	17.73380636	0.119126635	45.00117017	1.245653825	0	3.082249225	0.913697919	0.939993779	3.657617545	0.602869842	0	3.114134562	0.624368002	1.720188615	1.804085945	0	4.437344862	0	13.70955692	12.70593864	7.868825267	7.205945864	25.46331832	71.41393446	241.5016868	1.021388589	4.209935295	222.4719572	5.784733757	23.2684651	0.159276724	7.490914925	0.15986883	0	0	41.32484369	13.1166198	28.39701735	3.969443968	1.969475673	4.099754396	20.60364294	4.046837417	0.250756358	14.62011518	0	0.453565358	197.5529113	0.85621281	11.87577914	0.148633809	1.702889421	0.565438186	0.069362444	41.08737669	3.218254563	1.407603551	17.98933378	4.772944869	0.169088003	0	0.341910281	88.56923525	0.816176252	14.11871746	110.5020025	1.285769844	11.56785493	3.95288236	41.18112307	0.995118187	6.222385889	0.026900364	1.447332795	0.197148756	17.75945872	2.202498444	84.78562636	44.37519532	9.188606248	48.99907769	0.269704929	19.96242254	17.75322866	26.2396582	4.596027274	0.016126768	101.1562243	4.997618291	10.34817214	8.823396419	26.60338134	15.38437175	2.275604734	0.194811848	7.343583544	1.990354809	21.39471134	11.91187653	1.779673596	0.032844742	1.600216127	1.360908715	1.342405794	10.61974634	7.78786987	11.57231684	1087.548935	984.6176959	230.599926	12.49277252	35.23892539	14.12110572	7.173105129	11.62098259	104.016485	7.144241901	3.014448758	0	18.5523391	1.27522375	2.237239528	2.400385872	24.67959141	35.42809722	1.331873498	21.70378493	10.54323367	12.70632756	8.205846751	2.508271264	0.309875805	395.3027247	0	28.24856801	7.126937672	0.053019512	101.1288579	6.878083361	4.091990711	1.931349493	5.192134021	17.94211026	22.95824649	14.75566651	92.08018525	5.149248815	8.727850087	0	87.34510988	787.0618857	15.33454419	4.680785348	25.22861854	8.370560672	3.206491936	2.80828206	13.69338264	0.600065796	16.19343285	0.863934014	31.2612283	9.046723662	0.092994339	0.838142945	43.92375499	4.836126494	43.35903362	11.46939737	60.16525085	2.141530361	523.6357446	13.0684856	0.054713378	0.450955071	18.47210265	0.465307091	1.302904609	0	17.54690705	0.057750289	5.684114136	29.31042019	3.713400588	10.47591092	16.41602239	2.147428673	27.53711775	1.583489624	21.10341775	1.168039217	0	2.01101187	14.18137458	7.672867661	12.77970316	246.9323234	0	0.441157795	0.093942339	38.36071505	51.25738083	6.575665435	1.665227024	15.53995299	13.48000859	0.319341946	763.7827645	10.7591309	17.99416662	1.630796791	0.109986484	82.48445409	5.008500528	0.431046682	18.99446995	0.10488955	0.179971906	11.64529311	25.73848302	89.74417	0.341206969	0	0.065890779	24.82426684	12.95775267	0	5.510006042	0.019101887	0.875909337	4.430219786	0.596862598	0.804184348	27.49178652	30.41367202	2.674256807	81.71046236	0.394780129	205.5011042	746.0383233	1470.183591
