pla2g15	mmp2	tppp3	mt4	cdh11	tat	klhl36	cdh13	cyba	rrad	gipc2	prdx1	midn	pgm1	pde4b	lrrc40	glul	xpr1	fam69a	agl	glrx2	xrcc6	mkl1	imp3	kifap3	angptl4	MGC75753	LOC105947087	cacna2d2	arhgdib	cntn4	grip2	MGC69473	h1fx	LOC100170549	cidec	LOC100144966	lage3	tmf1	LOC101731717	lbh	jund	ifi30	mcfd2	nrxn1	psme4	ccdc88a	gpcpd1	trmt6	rrbp1	hebp2	dtd1	efemp1	esf1	lyrm2	pde7b	sgk1	syne1	ctgf	soga3	kiaa0408	tcp1	plekhg1	fam89a	fam98a	mpc1	qpct	zbtb18	sdccag8	cpxm1	amd1	wasf1	sesn1	pdss2	LOC100490489	uba52	rragd	hes1	pigz	rarres1	nppc	ece2	elovl5	hltf	pid1	tf	cep63	odc1	nol10	fkbp1b	tnfrsf21	LOC105948523	atg9b	LOC101733825	otud1	dnajc1	c1ql3	acbd7	fbxo10	pde1c	bloc1s4	gpnmb	hdac9	sostdc1	jarid2	slc22a23	basp1	fam134b	LOC108647912	mppe1	ankrd29	cebpd	sntg1	npbwr1	LOC108647927	asph	kcnb2	rdh10	pmp2	c6h8orf59	ca2	frat1	eny2	ncln	cthrc1	khdrbs3	gfra1	tpi1	gstk1	plin2	htra1	sfr1	obfc1	neurl1	sfrp5	crtac1	LOC100486481	fgfbp3	LOC101735189	sorbs1	eif4ebp2	fbxl15	ppa2	ddit4	exosc10	rgr	ttc39b	LOC100496187	psap	ptprd	ptprd	ldha	robo4	arhgap32	LOC100496074	acap3	atad3a	zbtb16	LOC105945173	carm1p1	park7	errfi1	dhrs3	hes4	eno1	prkcz	tagln	thy1	mamdc2	rpl28	apoe	anxa1	xilr2	ttyh1	LOC733735	gal.2	LOC101731497	gys1	cdknx	dusp8	psat1	LOC101731355	ntrk2	g6pd	renbp	tnc	plp1	dgkk	sema4d	tmem255a	LOC100486534	nfil3	lonrf3	slc7a8	fhl1	htatsf1	LOC100217322	cfb	sertad1	slc7a7	zfp36	LOC100491227	pomt2	c14orf159	ndufb1	chga	taf6l	lrfn5	hsp90aa1.1	hsp90aa1.2	ckb	LOC101730890	rhoj	jmjd7	gpr176	rasgrp1	sdr39u1	pnp	c8h15orf52	crip2	dnaja4.2	ubqln4	selm	nefh	nif3l1	LOC100487101	stard4	LOC108648912	fahd1	tsc2	LOC100493268	dnaja3	tbc1d24.1	nog2	LOC100487982	ears2	crym	fam20c	eif3b	rps15a	hbd	hbg2	hbg1	hba1	hba3	hba4	pms1	LOC100127805	LOC100497306	acadl	erbb4	atic	fn1	ramp1	col18a1	pde1a	chn1	rapgef4	prodh	ppig	nostrin	ttc21b	slc4a10	dapl1	nr4a2	dnajb2	dynll1	osbpl11	cabp1	adrm1	rps21	krt19	mien1	pik3ip1	drg1	rbm34	srcin1	gnaz	syngr2	npb	ncoa3	pkig	cse1l	c22orf39	cldn5	comt	garnl3	darmin	aqp1	dnajc19	LOC101730957	tyrobp	mmp17	mogat2.1	LOC101731227	LOC105945435	LOC108644769	ubc	col1a2	sgce	pdk4	LOC100495637	fbxo32	gdap2	abhd6	pde12	hpd	LOC108644832	erc1	LOC100495491	surf1	phc1	slc6a13	unc13b	vcp	dnajb5	erp29	wsb2	naaa	dkk3	LOC108644448	rnaseh2a	serpinh1	a2m	LOC100486548	znf268	dusp14	yars2	LOC100491917	ssbp1	srfbp1	glul	pcolce	cdo1	kpna1	LOC100493190	fstl1	cox17	sorcs3	alad	pole3	dusp5	arhgef10l	pde8b	crhbp	utp6	tkt	hexb	enc1	kdm6b	gdap2	LOC101731488	pdxk	LOC101733774	LOC101734006	LOC108645628	cfh	LOC101735145	bhlhe41	arrdc3	endou	glrx	ccdc93	gripap1	ndufaf2	pde4d	LOC100489443	atp6v1a	ccdc115	smad4.2	LOC108645589	hmgcs1	eef2.2	wrb	psmg1	cbr3	ifnar1	arl6	usp25	proca1	rtn4rl1	cenpv	LOC100485835	map7d2	slc43a2	c1orf194	tuba3c	tbrg1	cisd3	serinc2	fabp3	sdc3	ptpru	atp8a1	klhdc8a	csde1	olfml3	cdkn1a	pigr	rims3	pdgfra	rbbp4	ak2	mfsd2a	bcas3	mtmr7	lims1	pdgfrl	slitrk1	kctd12	lect1	dnajc15	lcp1	nr4a1	prpf40b	cacnb3	rdh5	rps26	dgka	dnajc14	naca.2	LOC100493721	gpm6a	krt8	krt5.2	asic1	spg20	sln	hephl1	tenm4	ccdc90b	dgat2	map6	LOC100485192	etfdh	csf1r	faxdc2	sparc	tgfbi	fnip1	irf1	LOC101731765	neurl1b	egr1	tcp11l2	lta4h	btg1	dyrk2	phlda1	nell2	lrrn3	cav2	capza2	tnpo3	tpm1	loxl1	ctsh	sord	chrna7	unc13c	sqrdl	nmrk2	homer2	sh3gl3	LOC101733518	sv2b	sfrp1	camk2b	rassf2	etnppl	col25a1.2	uaca	mak16	tti2	elovl6	letm2	ephx3	chchd5	cxxc4	col5a3	mrpl4	manba	qtrt1	kcnab3	LOC100271753	gstp1	dnajc18	alkbh3	fjx1	mdk	cry2	lrrc14b	brsk2	mob2.1	tssc4	syt12	gpi	ndrg3	dok4	cyr61	mrpl11	LOC101731863	hras	lrrn4cl	stip1	slc3a2	nrxn2	rna46612	rna46614	rna46619	rna46623	rna46628	rna46632	rna46634
Lmus1	1.615409427	17.94469634	7.202165199	4.503199721	3.14258334	0.070387161	1.715268617	22.18064189	1.68377131	6.990570772	1.726299555	14.08843026	1.78128991	582.5081878	1.645856476	1.601933187	9.707923004	1.586420181	1.541442077	262.3684979	9.496279213	2.62048398	10.01035012	2.72445174	2.281602267	0.202211154	111.083966	0.313021884	3.216870428	3.715629958	0.302989721	3.890859323	23.60210815	21.15855467	0.480752465	0.555946404	2.885367512	8.774421337	6.151046484	0.339619741	6.615165482	17.30729263	12.77243726	8.618528265	2.728214413	2.688711903	0.296011107	2.357912088	1.587948889	12.74617397	29.98040942	4.463661072	1.350677421	13.15247778	11.70986411	2.213204557	29.4243071	2.145415294	11.78962479	0.520789105	7.576970896	40.30225048	0.871624477	3.848511247	15.02452492	178.5353254	3.311446357	4.475721811	1.294203103	3.262594371	30.2439522	2.669160202	8.522346734	2.514808771	0.146240356	762.1395872	18.14138615	6.292075513	0.129847283	32.48033042	0.982271265	0.65391291	5.762169852	2.515237588	2.873253694	0.587527934	1.369281014	4.541953888	6.17806891	101.8002703	2.10736291	0.233517957	5.85847674	0.903725194	3.082484596	3.574231778	4.324665723	8.213497803	0.367185021	0.18142043	3.00189313	3.602271756	2.179953919	3.523828184	4.491626977	1.586159428	3.044408745	3.856407815	1.34408875	1.47006952	0.378551642	6.539029677	1.087062171	0.422642748	1.541868228	540.2337267	0.319107671	2.625924463	83.75576513	23.31716007	76.9820243	4.615536552	3.417368506	2.177367971	0.162329559	0.789355742	1.599837091	4143.041787	52.42017016	36.66377239	14.48387825	1.997375167	2.319811297	1.071524343	1.92908166	1.420546391	1.277228609	4.489951644	0.232786455	25.80233464	10.87986784	3.187902805	201.7800675	10.58644902	3.958915253	1.585010319	1.843465659	13.80091127	41.29402018	1.127074421	6.255654013	478.7136018	3.353300835	0.990642949	0.607587289	3.167292776	3.793928674	0.761628666	1.445606289	3.264545971	96.71115807	2.727747955	12.39579757	9.804048171	279.9213647	0.717374101	23.61928283	0.043224331	1.54275471	655.7523902	5.437178189	36.3513632	0.785853332	0.468475686	3.969474726	0.047601074	0.52361181	163.3668847	8.529211833	6.259625401	1.670008805	1.573576853	1.954423529	2.072836604	3.098621167	20.1625926	13.26016782	0.103302242	3.353805899	13.37642281	17.35443933	6.357378426	1.61229165	13.46083506	205.1483718	22.38040651	5.389804039	0.16398282	6.028873423	1.913477231	9.408704312	4.38566159	4.544562373	22.05688767	129.2267147	0.075751885	2.773388868	0.583810382	0.833532174	0.946023038	5.694388312	0.094531414	2.900284356	5.292050338	1.15007594	0.86879637	9.23795775	3.961475651	2.625837101	2.78534631	1.204443166	13.2432987	2.708998414	0.312157099	8.71439655	42.82481942	0.587922638	0.8846738	8.72610066	13.63572422	2.998335783	10.57051688	0.879162006	7.117760538	3.450745638	1.499608823	11.97339334	1.145676261	195.8380621	383.3556632	77.45348027	944.6656336	6298.070051	7709.887397	386.8715285	179.4731839	2.667210903	8.722010892	0.688995266	63.72248565	3.928236007	3.993268445	25.80165596	11.9670064	39.11536552	1.395833612	1.677423989	0.889416974	1.962329049	7.07329942	0	1.751702247	1.20990648	83.33006369	0.313307401	4.47521997	33.08437634	7.738944846	3.436776638	28.04930972	418.4668993	23.68800375	2.845548716	3.062062167	13.4199944	4.09298054	0.243187864	0.449770631	9.208933858	0.368024301	3.416408557	8.828775657	3.783495346	21.73443761	6.284567975	5.187264365	3.081990047	0.038681233	85.77408472	155.6875305	25.26658599	0.773624656	0.692327964	9.76112001	1.854100835	1.972832864	4.070157228	197.009834	231.4458102	2.496288861	0.50824063	0	6.02713594	4.620719307	1.285448235	3.903288037	0.737051392	4.693698785	1.42286961	3.911026192	23.01748098	8.880535781	0.019725652	0.119970666	25.75769829	4.486270499	1.003549307	2.104081854	3.194856626	6.798393784	0.041430848	1.324100588	20.67999004	0.134878016	13.61612106	5.19763806	3.49542731	5.126052759	8.269146064	12.71618056	4.072296385	3.393757024	2.486896883	5.807597406	5.100508019	22.78002268	80.48298419	58.00149066	0.498122063	2.863282851	4.18947178	0.917281112	12.9821037	1.650077128	1.573311136	3.699564851	4.557404601	1.866789931	9.529333299	7.890363933	2.905455005	2.456094379	2.075839547	1.496323391	68.61597485	7.840517709	0.157275342	0.526178534	7.389275398	4.320992459	4.770685379	14.29934561	6.08961073	1.564200433	9.635281887	1.953323213	1.862932927	1.164787983	9.614540779	1.001102372	0	9.559670585	637.6976156	5.209827966	6.703555476	2.442476646	2.923757245	0.909950194	8.585319452	1.550691243	0.238059506	2.877759277	161.2981505	0.596335672	12.46038912	3.50764462	13.0481343	4.635154544	9.465617629	0.971293833	305.8998446	1.917910896	3.065509141	1.401864268	0.439619472	14.54244075	15.1337337	1.129427394	0.016957412	0.027570314	1.239439386	4.025265788	47.47116405	3.374668617	1.179590939	0.764224714	31.33681005	20.24708692	0.722334237	1.341755263	3.556361907	6.849256873	1.518417272	50.61879935	5.531823286	0.446816261	1.400092448	1295.722371	0.895864414	3.284525008	136.2863834	4.178441841	0.50454316	14.60994505	0	1.396107074	7.554043462	11058.36985	0.108869782	0.291631894	5.02298124	16.55431024	0.442937429	1.337356065	29.61180142	1.378848061	7.222165111	662.3396247	43.90661102	9.519147068	3.886177182	0.296793791	3.866556679	17.17141467	14.63081017	3.616114861	44.71736317	3.099067274	1.407586252	7.611411672	0.984172564	34.73229337	261.1251558	8.247322348	4439.601132	5.900693574	52.06445477	6.045027252	2.067622864	0.254160429	86.40867653	171.8991203	0.360952577	2.922605819	0	0.375253678	0.787439382	20.95841026	4.47307977	116.4081678	0.117657216	23.11073181	6.972808622	6.271202341	0.568272817	2.374454538	3.052334247	4.606755797	0.171246502	7.702514328	18.91094398	1.267800248	1.764500072	2.081585411	0.658955735	0.244573111	30.46052311	2.012632894	0.705361996	4.37227146	7.660219791	35.63193858	0.963017509	16.22599153	7.835924105	2.96817374	1650.026056	0.293480304	5.839544586	57.18653465	10.66434053	10.09911861	1.285041533	4.685927009	20.39922832	17.89007017	0.304192219	1062.909208	1909.202028	264.1507752	1214.480192	91.47270661	877.3912675	5379.196979
Lmus2	1.358439378	16.10056758	9.93838781	4.431629393	1.932544478	0.141201138	1.665851096	16.69508182	4.714779838	7.136234792	1.491782747	17.73602914	2.327615313	621.6116402	2.24623386	1.73795665	17.26783714	0.7514142	1.321226056	241.7499503	15.4680642	2.17967288	11.05781058	3.763078879	3.125783263	3.549424218	88.04845712	0.52982596	0.812941556	8.238400421	0.332399769	3.157704629	17.84402704	12.97312724	0.166279333	0.064342152	1.322003467	10.29719881	4.108456606	0.185808785	4.840790961	10.97927002	12.23347053	6.32811632	1.63727962	2.57165231	0.296908587	3.047290231	1.815009471	16.14585981	26.024232	3.624395554	0.198259399	14.45901223	14.44680192	1.810084378	22.05774371	0.824436886	5.692678075	0.561062025	6.066621661	38.66685894	0.769996771	2.16404008	13.65548994	219.622281	3.321486377	3.915402964	1.062103922	2.438323108	21.29509951	2.706040531	10.16734072	3.430509498	0.058673498	956.0729073	28.25351958	4.977087779	0.043413656	32.26487943	1.08377437	0.717772453	5.217730785	1.581231394	4.051064223	0.056124692	0.939717012	3.0480748	4.555638564	69.7013739	2.064973354	0	7.733952009	1.146955981	2.532669602	3.92650364	1.384752124	8.10763216	0.607692185	0.041993188	4.584923613	2.135068907	0.335656655	2.145953792	3.468381639	3.316239591	3.526738151	3.45205446	0.674081956	0.762686196	0.55689242	8.016378886	5.753735555	0.913067431	1.233054586	688.3984587	0.890643974	2.541468986	131.0187463	28.38606679	46.23805698	2.582147353	4.482415726	2.701225512	0.081410864	1.835418139	1.561317722	4526.072083	57.89425405	64.78794912	13.61024736	2.136993106	4.140994921	1.24447413	1.629415132	0.814201923	0.544467949	1.743315403	0	19.7833485	12.05755969	4.450669323	262.7946475	9.165057008	4.503331976	1.059877289	1.761004655	15.02927626	43.74930231	0.968992811	5.850659765	416.1842688	3.769177873	0.474950525	0.132484661	1.402270686	6.837401383	19.55057295	4.049969955	2.061686833	100.1222507	1.851317739	12.01292808	4.498428166	181.4922502	0.582492143	21.18089263	0.043355383	0.461920063	796.7029532	1.935170829	34.30961348	1.289840681	0.246136033	2.514637788	0	1.050398712	196.022936	7.786861151	2.499250155	0.461251745	8.342695526	0.877557031	2.592786521	3.10801592	7.68552857	4.524044636	0.216650478	1.883825636	10.30520976	54.54211034	5.83090383	1.354144682	23.72556324	287.2027201	14.61281767	12.84938921	0.637360008	4.327153997	1.652037387	6.994089753	4.952901466	2.808674816	27.62556193	276.2957858	0.015196312	3.709063393	0.185671848	0.687426594	0.699183062	2.8196769	0.180154248	1.919391518	4.883447749	0.370010732	0.858801058	12.28177627	3.47029389	2.225457574	1.192606537	1.073862163	9.004781682	2.848689857	0.175337978	8.328161213	27.80995966	0.723729071	3.549424218	7.96200387	10.63528695	1.629478347	11.40100769	0.88182755	5.872683706	2.792235026	2.295816302	11.1247707	2.681349657	205.080528	478.2124056	34.83307492	359.9266458	2520.072214	3271.115148	249.271835	99.69859371	2.996333376	8.284960959	0.429820686	116.4569342	3.310981037	4.758523257	26.7276471	6.147139082	27.94553393	0.663188996	0.974084617	1.049545423	6.704449191	7.094745055	0.243771776	2.35732612	1.026870995	120.4157734	0.314257322	4.701695414	32.29976038	8.6636621	2.691646698	31.56188818	740.5835242	11.31991602	9.038224554	4.860152032	14.69506842	3.582154111	0.135513994	0.043658158	8.973779581	0	2.743896615	8.208086537	3.794966578	29.65486685	4.43775006	3.1939157	2.229507822	0	133.3381413	182.2742615	33.18657503	1.357947884	0.391728075	1.487804713	1.472280161	0.926786455	6.083721906	174.4138233	113.3223303	1.752700176	18.31135405	0.194772424	31.73447532	4.921413194	1.057924598	5.191792841	0.105612296	5.952168233	0.648719831	2.210835018	18.33532546	7.136864617	0	0.260724548	22.34284233	2.371554418	1.065803276	1.504006867	3.662335035	3.862091853	0.062334694	2.231233447	14.25872322	0.094700868	7.853007281	2.533885621	1.168675048	5.405266023	7.595936267	19.45326477	3.551863685	4.796611122	1.24721847	9.039112047	5.005356703	16.98728139	46.05291771	74.49722511	0.014695068	3.422751709	2.635261597	0.613374819	8.560071252	2.477480029	0.050905848	4.189592143	6.484757158	1.872449877	9.284388127	4.667399929	2.706102373	2.388888287	1.214577766	0.34394711	51.30997358	21.3459286	0	0.42221909	7.439753586	3.706913523	5.337282342	13.19528399	5.377760721	1.023223666	8.392851123	3.835118892	1.334700842	0.854867941	7.397900128	1.673562714	0	14.5661361	521.4267108	4.685041952	4.21028005	5.866822744	1.159408629	0.507060603	9.374562643	0.929854395	0.036735582	3.29059221	100.6964256	0.712075846	32.36902363	8.404778798	17.40831241	4.812338037	8.826374698	0.599531515	743.6703364	2.031346863	5.376131587	1.626841892	0.496071405	17.0624227	11.60687627	0.997988421	0.034017652	0	0.972124173	3.252406427	65.11308879	1.353960129	1.317779213	0.472525753	13.73204784	13.52552466	0.537550281	1.784350059	1.172759832	10.01212688	2.17909156	41.50345554	3.911759685	0.235879458	1.841242379	1730.92415	0.99686285	2.868274014	128.8487411	5.037392449	1.40879751	7.735022131	0.120521494	0.834546031	7.483863789	9769.743225	0.077999904	0.132961862	9.834862937	45.61366965	0.276954001	1.023708253	77.37744795	2.510935436	9.114781426	522.7597907	22.38785302	4.37648007	2.831851091	0.340221308	2.023784867	9.507359259	12.08543373	6.534995082	48.87278154	2.396342677	2.305067645	7.585549786	0.513321375	33.72248792	237.6173533	7.070058661	4448.200784	4.347774954	61.64803197	8.008205053	2.118017074	0.320484712	205.0522263	290.7974316	0.724093908	2.859967715	0	0.742028789	0.1247095	15.50698328	10.8004227	108.7282748	0.091788622	14.26595736	9.025975469	6.390060786	0.593745595	3.016761328	11.6646528	6.704578592	0.093690385	5.359820709	23.9191208	0.880368999	0.978074936	3.131844898	0.069574067	0.081771545	55.50165722	1.196287422	0.396200332	3.132519865	7.751041208	24.77429846	0.52239466	15.86241085	7.329815753	3.002838271	1852.379115	0.279651605	3.862389218	28.49978857	15.45075118	1.256600444	0.79710619	4.809439786	18.81871632	52.20377939	0.135606446	1112.851765	4389.527558	414.7476478	2188.078053	135.7526161	900.6483909	8398.901871
Lmus3	1.982878762	10.82854254	6.10442393	6.367142292	2.443625953	0.023759631	1.102856686	20.29689232	2.699746314	2.220083446	1.936434426	17.61527379	3.872500335	389.6115512	2.541046257	2.052615031	16.96467562	0.758633721	1.248776432	191.6034375	9.698780211	1.963293762	13.69176317	3.889692167	2.554707796	0.102386479	156.0487755	0.138682051	1.066131759	6.007122511	0.210944446	2.312454144	25.24556035	21.35944341	0.394510785	1.342513815	0.757535361	8.796728255	6.766930652	0.281391028	4.339586104	20.56514291	9.812190194	11.90315954	1.575404333	2.110150684	0.280104783	2.250027582	3.851880326	12.46928151	15.87834853	2.152481428	1.734756899	23.1395337	12.68829098	1.637831824	60.66206715	1.260293474	11.02273918	0.996175367	12.78827201	41.88421677	0.931254226	3.631545058	18.31877961	168.6953038	1.300297543	3.513797165	1.644206402	1.94348708	21.21506237	2.063562075	10.81794481	1.808134829	0.088855841	792.6655602	23.42448435	8.443916223	0.131492313	28.03200273	0.895244055	0.412311529	3.525415528	2.278042845	3.705692458	0.056663933	0.681150781	3.110450331	6.399177375	62.93494155	2.281803682	0.047295277	5.567456579	1.045913656	2.656626773	6.170408837	3.756224628	19.40762657	0.390428715	0.028264437	3.799904978	3.01228831	1.79123139	1.37003813	3.037268809	1.262057038	2.909289312	3.723624269	0.283566032	1.232022428	0.230008497	20.60138067	1.151641842	0.329228608	1.266001694	654.0517159	0.295050395	2.892454657	89.20570214	31.70558009	26.64052826	4.01070215	3.460662998	1.102476475	0.041096526	0.654018591	0.7005861	3995.206029	57.95515375	20.16530826	4.786195684	3.461029924	4.857669625	0.799546954	1.81643191	0.765977565	1.455085983	1.222267378	0.039289269	33.51124322	12.25045455	2.181277166	189.6076442	44.14591426	4.99454044	0.856048397	1.718660092	25.68876764	52.84944279	1.114178199	4.904049333	337.2208533	2.682272693	0.460585631	0.508278736	2.199601606	1.84290759	1.16478674	1.716320718	3.714040702	80.53490586	2.100675573	13.18957762	33.00616764	135.4519578	0.334403365	24.0074309	12.67197598	0.55962978	590.9097194	15.13278855	32.05668538	0.614943529	0.293682866	5.096829733	0	0.84839268	197.4945871	11.70437955	2.877134942	0.612741331	1.707334745	1.286112369	2.049706756	2.542077945	12.55497246	4.745047032	0.13314124	4.732171199	23.09329121	23.56258262	6.32192122	1.48518297	29.19129349	98.60091744	27.57205792	6.802833359	0.560453551	5.282688935	3.188651502	20.14401779	2.845672736	3.347008897	17.95849978	114.3470816	0.030684633	3.30781811	0.418170557	1.313032243	2.142912995	3.029253242	0.13402064	2.058947416	6.538096012	0.637259242	0.790547724	14.42963548	4.16932704	2.452971645	1.438188745	2.337762557	11.12413584	0.884941483	0.543712302	8.559676145	24.28843073	0.568308686	2.59805691	7.753448836	15.00152681	2.119904512	8.942233207	1.004441106	13.9508422	4.522246213	1.278827201	5.14784257	0.711084674	215.1485684	385.2305224	42.41443551	520.8055019	3022.566219	4231.342063	305.8664184	114.570129	2.142794667	8.891003107	0.280791413	117.6448826	3.636577279	7.292771337	18.85331827	16.1581545	9.887977209	1.165531864	0.82698661	0.911281252	2.157963825	9.556830909	0	1.980848843	0.39045942	229.1288158	1.566553601	7.397950382	27.91960071	8.277269491	2.264589836	30.71164308	468.2614111	29.68225241	3.890158445	4.123115287	11.27555558	5.54676359	0.547264001	0.191003026	10.24045474	0.074537357	1.980547682	6.600038349	5.515194972	35.92774584	2.520218009	1.768330436	1.040345215	0	94.77075266	78.9900795	39.2355733	0.913996618	0.77300663	52.67038897	1.799357426	1.997826597	8.566716047	255.8524353	60.31571425	1.611545325	1.255818	0	18.07268194	3.280305277	1.535378001	4.167561373	0.746389064	5.058723531	0.86453753	11.47341775	22.63018295	8.099238941	0	0.101242141	18.58511862	3.315240143	2.570548169	1.322527267	5.186802294	3.594573609	0.041955733	3.003561256	11.18320126	0.396101661	5.929107933	3.205139951	1.139217245	5.457199343	8.87255909	11.302362	6.768555517	5.858100653	0.774893314	3.001426528	3.154914881	14.7349312	31.23814795	70.40728988	0.267052632	2.661237848	3.235841706	1.660764371	9.246545359	1.027498176	0.411159573	5.075814451	6.081970288	2.195349922	14.62648931	5.190297625	4.623557851	3.215787354	0.781564228	0.4103884	104.3167573	15.31256571	0.159267857	0.426275734	9.410300814	5.887867942	3.902062486	14.36465936	5.228339781	1.377406278	9.928532445	2.013141939	0.943267171	0.863081437	7.869102349	2.816070262	0	7.353043127	512.2732505	5.184868444	5.26583224	4.556300508	3.415246293	0.511932396	11.47096027	0.631548529	0.203986938	4.196473175	109.8649583	0.963349327	19.53342278	7.498841501	21.1330347	6.587897704	7.46612188	1.059260582	372.4394259	0.950731593	2.96937438	2.261494724	0.445188992	24.81109621	10.41838477	1.606676847	0	0	1.292890415	2.88735204	45.33191892	1.813862524	1.24460546	0.296840904	25.38079265	9.78302809	0.778678068	1.02288215	9.324217393	7.52747421	1.443029171	158.2290834	7.142429784	0.396909611	1.732903526	1288.935595	0.5670088	2.512047156	126.7788903	5.248536592	0.41427178	19.85890641	0.121679454	2.084989564	12.49896961	11624.82462	0.047249592	0.060407707	5.051777326	24.34828707	0.221361836	1.354298971	45.63979698	1.843680205	8.599581069	245.1875057	15.10059463	11.56019192	1.782707543	0.085872531	4.544825438	47.80804342	12.12892124	4.829955785	74.97473492	1.974294383	2.298124351	5.863228956	2.152744567	32.14423515	224.0812806	9.63809434	3693.854273	4.162990677	51.95506443	4.543082702	0	0.220611751	58.17411707	140.8300241	0.417743393	2.634794505	0	0.792587593	0.67150772	14.48294806	3.361442713	116.0254836	0.046335259	18.83643666	10.11461573	6.753867924	0.21580209	1.328220106	7.603870174	6.220158112	0.252241478	2.551281774	18.54830811	1.244358509	1.504719533	2.150116064	0.245848848	0	34.11335385	2.717507803	0.295243254	1.757009355	8.621712931	31.37997915	0.567218595	17.2055081	7.177341182	3.783133628	1143.958407	0.222898794	6.170635326	92.43936278	9.670092701	3.288195229	0.376698377	5.1867154	27.29022666	29.91642362	0.205364011	1895.535178	3193.196325	307.1965342	1590.440852	143.673456	600.2147669	8867.025161
